This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative or zero
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
194811     84    137    156    159    188     87
194812     84    137    156    159    188     87
194901     84    137    156    159    188     87
194902     84    137    156    159    188     87
194903     84    137    156    159    188     87
194904     84    137    156    159    188     87
194905     84    137    156    159    188     87
194906     84    137    156    159    188     87
194907     83    145    153    168    189     96
194908     83    145    153    168    189     96
194909     83    145    153    168    189     96
194910     83    145    153    168    189     96
194911     83    145    153    168    189     96
194912     83    145    153    167    189     96
195001     82    145    153    166    189     96
195002     82    145    153    166    189     96
195003     82    145    153    166    189     96
195004     82    145    153    166    189     96
195005     82    145    153    166    189     96
195006     82    145    153    166    188     96
195007     94    140    152    159    197    100
195008     94    140    152    159    197    100
195009     94    140    152    159    197    100
195010     94    140    152    159    197    100
195011     94    140    152    159    197    100
195012     94    138    152    159    197    100
195101     94    138    151    159    197    100
195102     94    138    151    159    197    100
195103     94    138    151    159    197    100
195104     94    138    151    159    197    100
195105     94    138    151    159    197    100
195106     94    138    151    159    197    100
195107     79    163    169    190    195     99
195108     79    163    169    189    195     99
195109     79    162    169    189    195     99
195110     79    162    169    189    195     99
195111     79    162    169    188    195     99
195112     79    162    169    188    195     99
195201     79    162    169    188    195     99
195202     79    162    169    188    195     99
195203     79    162    169    188    195     99
195204     79    162    169    188    195     99
195205     79    162    169    188    195     99
195206     79    162    169    188    195     99
195207     84    153    187    190    212     87
195208     84    153    187    190    212     87
195209     84    153    187    190    212     87
195210     84    153    187    189    212     87
195211     84    153    186    189    212     87
195212     84    153    186    189    212     87
195301     84    153    186    189    212     87
195302     84    153    186    189    212     87
195303     84    152    186    189    211     87
195304     84    152    186    189    211     87
195305     84    152    185    188    211     87
195306     84    152    185    188    211     87
195307     92    147    179    184    218     94
195308     92    146    179    184    218     94
195309     92    146    179    184    218     94
195310     92    146    179    184    218     93
195311     92    146    179    184    217     93
195312     92    146    179    184    217     93
195401     92    146    179    184    217     93
195402     92    146    179    184    217     93
195403     92    146    179    184    217     93
195404     92    146    179    184    217     93
195405     92    146    179    183    217     91
195406     92    146    179    183    217     91
195407     89    140    190    185    226     84
195408     89    140    190    184    226     84
195409     89    140    190    184    226     84
195410     89    140    190    183    226     83
195411     89    139    190    183    226     83
195412     89    139    190    183    226     83
195501     89    139    190    183    226     83
195502     88    139    190    183    226     83
195503     88    138    189    183    226     83
195504     88    138    187    183    226     83
195505     87    138    187    183    225     83
195506     87    138    187    183    225     83
195507     99    121    185    168    239     85
195508     99    121    184    168    239     85
195509     99    120    183    168    238     85
195510     99    120    183    168    237     85
195511     99    120    183    168    237     85
195512     99    120    183    167    237     85
195601     98    120    182    167    237     85
195602     98    120    182    167    237     85
195603     98    120    182    167    237     85
195604     98    120    182    167    237     85
195605     96    120    182    167    237     85
195606     96    120    182    167    237     85
195607     80    157    185    194    214     91
195608     80    156    185    192    214     91
195609     80    156    184    192    214     91
195610     79    156    184    191    213     91
195611     79    156    184    191    213     91
195612     79    156    184    191    213     91
195701     78    156    183    189    213     91
195702     78    156    183    189    213     91
195703     78    156    183    189    213     91
195704     78    156    183    189    213     91
195705     78    156    182    189    213     91
195706     77    155    182    189    213     91
195707     85    147    190    190    221     85
195708     84    147    190    190    221     85
195709     82    147    190    190    221     85
195710     82    147    190    188    221     85
195711     82    147    189    188    221     85
195712     81    146    189    188    219     85
195801     80    146    188    188    219     85
195802     79    146    188    188    219     85
195803     78    146    187    188    219     85
195804     78    146    187    188    219     85
195805     78    145    187    188    218     85
195806     78    144    187    187    218     85
195807     95    133    192    180    234     84
195808     95    132    192    180    234     83
195809     93    132    192    180    234     83
195810     92    131    192    180    234     82
195811     92    131    192    180    234     82
195812     92    131    191    180    234     82
195901     92    131    191    180    234     82
195902     92    131    189    180    234     82
195903     91    129    188    180    233     82
195904     91    129    187    180    233     82
195905     91    129    187    180    233     82
195906     91    129    186    180    233     82
195907    104    140    158    164    219    111
195908    104    140    157    164    219    111
195909    104    140    157    164    219    111
195910    103    140    157    164    219    111
195911    103    140    157    163    219    111
195912    103    140    156    163    218    111
196001    102    140    156    163    218    111
196002    102    140    156    163    218    111
196003    102    139    156    163    218    111
196004    101    139    154    163    218    111
196005    100    138    153    163    218    111
196006    100    138    153    163    218    111
196007     96    138    175    178    230     99
196008     96    138    175    178    230     99
196009     96    137    175    178    230     99
196010     96    136    174    178    230     99
196011     95    135    174    178    230     99
196012     95    135    173    178    230     99
196101     91    135    173    178    230     99
196102     91    135    172    178    230     99
196103     91    135    172    178    230     99
196104     91    135    172    178    229     99
196105     91    135    172    178    229     99
196106     90    135    172    178    229     99
196107    107    139    170    170    231    108
196108    107    138    169    170    231    108
196109    107    138    169    170    230    108
196110    107    138    169    170    229    108
196111    106    137    169    170    229    108
196112    106    137    168    169    229    108
196201    106    136    168    169    229    108
196202    106    136    168    169    227    108
196203    106    136    168    169    227    108
196204    106    135    167    169    227    108
196205    106    134    166    169    227    108
196206    105    133    166    169    227    108
196207    107    134    159    169    234    118
196208    107    134    159    169    234    118
196209    107    134    158    169    234    118
196210    107    134    158    169    233    118
196211    107    134    157    169    233    118
196212    107    133    157    169    233    118
196301    106    133    157    169    233    118
196302    106    132    157    169    233    118
196303    106    132    156    169    233    118
196304    106    131    156    169    233    118
196305    105    131    154    168    233    118
196306    105    131    154    168    232    118
196307    214    235    302    191    247    126
196308    214    234    302    191    247    126
196309    214    231    301    191    246    126
196310    212    229    300    189    246    126
196311    212    227    299    188    246    126
196312    211    226    299    187    246    124
196401    209    226    297    186    246    124
196402    208    226    297    186    246    124
196403    207    224    296    186    245    124
196404    206    222    295    186    245    124
196405    206    220    294    186    245    124
196406    206    220    292    186    245    124
196407    213    232    345    201    255    119
196408    212    232    345    200    254    119
196409    207    232    344    200    254    119
196410    205    232    343    199    252    119
196411    205    231    343    199    252    119
196412    204    229    343    199    252    119
196501    203    227    342    199    252    119
196502    200    226    340    198    252    119
196503    200    224    337    198    252    119
196504    200    222    336    197    252    119
196505    200    221    334    197    252    119
196506    200    221    332    197    251    119
196507    219    282    330    214    254    131
196508    219    282    330    213    254    131
196509    217    281    329    213    254    131
196510    217    278    328    213    253    131
196511    216    278    328    213    251    131
196512    214    277    326    213    251    131
196601    212    275    325    213    249    131
196602    211    274    322    213    248    131
196603    211    273    322    213    248    131
196604    210    273    322    213    248    131
196605    207    272    318    213    247    131
196606    206    268    318    213    247    130
196607    270    319    292    214    244    144
196608    269    318    292    214    244    144
196609    268    318    292    214    243    144
196610    267    317    291    213    243    144
196611    265    313    290    213    243    144
196612    265    310    290    213    243    144
196701    265    308    290    213    243    144
196702    265    307    289    213    243    144
196703    264    307    288    213    242    144
196704    261    306    288    212    242    144
196705    259    302    287    210    240    144
196706    257    300    287    210    239    143
196707    288    336    284    213    235    151
196708    287    333    284    212    235    151
196709    285    329    283    212    232    150
196710    281    326    281    211    232    150
196711    281    323    281    209    232    150
196712    279    320    280    207    230    150
196801    276    311    276    207    229    149
196802    275    308    276    206    228    149
196803    274    306    276    206    228    149
196804    274    306    273    203    227    149
196805    272    303    272    203    227    149
196806    269    297    266    203    227    148
196807    344    338    201    184    216    181
196808    344    335    201    184    215    181
196809    342    332    201    183    211    181
196810    339    326    201    183    209    181
196811    335    323    201    183    209    180
196812    334    321    198    183    209    179
196901    331    316    195    183    209    179
196902    328    315    193    183    208    179
196903    326    315    191    183    207    179
196904    323    315    191    183    204    179
196905    323    313    191    183    204    176
196906    322    311    191    183    202    176
196907    318    344    204    183    215    182
196908    316    342    204    183    215    182
196909    314    339    204    183    213    182
196910    314    337    204    183    213    182
196911    311    335    204    183    213    182
196912    309    332    202    183    213    182
197001    307    330    202    183    213    182
197002    307    328    202    183    213    181
197003    307    328    202    183    213    179
197004    305    327    202    183    213    179
197005    305    325    201    183    213    179
197006    302    325    200    182    213    179
197007    280    350    246    209    234    161
197008    279    349    246    209    233    161
197009    279    349    246    209    233    161
197010    279    347    246    209    233    161
197011    278    346    246    209    233    160
197012    275    346    244    209    232    160
197101    275    342    244    208    232    160
197102    275    342    244    206    232    160
197103    273    340    244    206    232    160
197104    273    336    243    206    232    160
197105    272    335    241    205    232    160
197106    272    335    241    205    232    157
197107    266    321    239    206    235    159
197108    265    321    239    206    235    159
197109    265    321    239    206    235    159
197110    265    321    239    206    235    159
197111    265    320    238    206    235    159
197112    265    317    238    205    235    159
197201    265    317    236    205    235    159
197202    265    317    236    205    235    159
197203    265    316    235    205    235    159
197204    265    314    235    205    234    159
197205    265    314    234    204    234    159
197206    265    312    233    204    234    159
197207    247    348    215    231    228    171
197208    247    346    214    230    228    171
197209    247    345    214    230    228    171
197210    246    345    214    230    228    171
197211    245    344    214    230    227    171
197212    245    344    214    230    227    171
197301    245    343    211    230    227    171
197302    244    342    210    229    226    171
197303    242    341    210    229    226    171
197304    242    340    210    229    226    171
197305    242    338    210    228    226    171
197306    241    338    210    228    226    171
197307    247    377    255    254    240    180
197308    244    377    255    254    240    180
197309    244    376    255    251    240    180
197310    243    376    255    251    240    180
197311    243    375    254    250    239    180
197312    242    374    254    250    239    180
197401    242    374    253    249    239    180
197402    240    372    252    249    238    180
197403    240    372    252    249    238    180
197404    239    370    252    249    238    180
197405    238    370    252    249    238    180
197406    237    369    249    249    237    180
197407    622    829    497    341    305    195
197408    620    826    497    340    305    195
197409    618    826    497    340    305    194
197410    614    825    496    340    305    194
197411    613    825    494    340    305    193
197412    609    824    493    339    305    193
197501    605    822    492    339    305    193
197502    603    821    491    338    305    193
197503    601    821    489    338    305    193
197504    596    821    485    338    305    193
197505    595    820    484    337    305    193
197506    591    817    482    337    305    192
197507    596    822    608    309    312    189
197508    593    821    608    309    312    188
197509    589    821    608    309    312    188
197510    589    814    608    309    311    188
197511    587    813    608    309    311    188
197512    583    809    608    309    311    188
197601    581    806    606    309    311    188
197602    575    805    605    308    311    187
197603    575    800    602    308    311    187
197604    574    796    600    308    311    187
197605    572    792    599    308    310    187
197606    567    790    598    308    309    187
197607    655    798    649    277    315    204
197608    650    794    647    277    315    204
197609    649    790    647    277    315    204
197610    647    790    647    277    315    204
197611    646    788    646    277    315    204
197612    638    784    645    276    314    204
197701    631    782    642    275    314    204
197702    628    781    641    274    312    204
197703    625    778    639    274    311    204
197704    625    777    636    274    311    204
197705    618    773    634    274    311    204
197706    616    772    631    274    310    204
197707    820    765    661    250    331    224
197708    811    762    659    248    331    224
197709    806    757    658    247    331    224
197710    802    753    658    246    330    224
197711    798    752    657    245    330    224
197712    796    748    654    242    330    224
197801    784    742    648    241    330    224
197802    782    739    647    241    330    224
197803    779    735    645    241    330    224
197804    777    731    643    240    330    224
197805    770    727    639    239    329    224
197806    762    720    636    239    328    224
197807    968    806    486    248    311    236
197808    960    801    485    246    310    235
197809    946    798    485    245    310    235
197810    943    796    484    243    310    235
197811    940    789    483    242    308    235
197812    939    785    483    242    308    235
197901    923    780    480    241    307    235
197902    919    775    479    239    306    233
197903    917    772    479    237    306    233
197904    906    765    479    237    305    233
197905    901    762    478    237    302    233
197906    889    759    475    235    302    233
197907    911    782    507    230    328    219
197908    901    780    507    228    328    219
197909    893    780    506    225    328    219
197910    892    779    505    225    327    219
197911    884    778    503    224    327    219
197912    879    773    502    221    327    219
198001    869    765    495    217    325    219
198002    864    764    494    216    325    218
198003    858    758    494    215    325    218
198004    850    754    494    215    324    218
198005    844    750    492    214    324    218
198006    838    747    490    213    323    218
198007    796    787    521    262    299    206
198008    788    784    521    261    298    206
198009    783    780    521    261    297    205
198010    778    778    521    259    296    205
198011    777    776    520    257    295    204
198012    773    768    519    257    294    201
198101    767    763    519    255    294    200
198102    759    758    519    255    294    199
198103    755    755    517    255    293    199
198104    750    751    516    250    292    199
198105    746    750    516    249    290    199
198106    740    742    516    249    288    199
198107    763    698    524    237    305    207
198108    761    695    523    234    305    207
198109    758    689    523    233    304    207
198110    753    684    521    232    302    207
198111    751    681    519    230    302    207
198112    747    677    517    228    301    207
198201    743    674    515    227    300    206
198202    740    669    512    227    300    206
198203    735    664    512    224    298    206
198204    730    660    508    223    296    206
198205    725    657    505    223    296    205
198206    721    655    504    222    294    205
198207    746    731    386    219    294    228
198208    744    730    386    217    292    228
198209    734    725    386    215    292    228
198210    731    724    385    215    291    228
198211    727    722    384    215    289    228
198212    723    716    381    213    287    228
198301    712    711    379    213    284    228
198302    706    710    378    213    282    228
198303    700    706    378    212    282    227
198304    698    706    375    212    282    227
198305    697    702    373    212    282    226
198306    692    698    372    212    281    226
198307    677    648    389    214    279    227
198308    671    642    387    213    278    227
198309    668    639    385    211    277    227
198310    666    635    384    211    276    227
198311    664    632    383    211    276    227
198312    661    628    383    210    274    225
198401    656    621    380    209    274    224
198402    649    618    377    209    272    224
198403    645    616    376    209    272    224
198404    643    612    375    208    272    224
198405    642    605    373    208    272    224
198406    638    598    372    207    272    223
198407    684    651    351    203    280    235
198408    680    649    350    200    280    235
198409    671    646    350    198    278    235
198410    664    643    349    195    277    235
198411    659    639    349    195    272    235
198412    655    636    348    194    270    235
198501    648    631    346    193    269    235
198502    644    622    346    192    268    235
198503    640    621    343    192    268    234
198504    636    619    340    192    268    234
198505    630    610    338    192    268    231
198506    622    606    337    191    266    231
198507    652    632    319    238    295    221
198508    647    629    319    237    294    219
198509    644    627    319    233    291    218
198510    637    625    318    232    290    218
198511    634    620    318    231    287    218
198512    628    617    317    230    284    216
198601    625    612    314    228    284    215
198602    625    609    312    227    284    214
198603    623    604    310    225    284    214
198604    619    599    307    225    281    210
198605    616    595    303    225    280    209
198606    611    591    301    223    279    209
198607    614    606    283    228    310    212
198608    612    601    283    226    309    212
198609    607    598    281    225    308    212
198610    604    592    279    224    304    211
198611    599    589    277    223    301    211
198612    581    581    273    220    298    211
198701    571    573    271    219    297    210
198702    571    570    271    219    295    209
198703    567    564    270    219    292    209
198704    564    556    270    218    292    206
198705    562    551    268    218    292    205
198706    561    547    267    217    291    203
198707    557    585    364    221    288    205
198708    552    584    364    217    288    205
198709    547    582    364    216    287    205
198710    543    575    364    214    286    205
198711    536    573    363    213    284    205
198712    532    570    362    213    283    204
198801    527    569    361    213    282    203
198802    523    564    358    213    282    203
198803    518    558    357    213    278    201
198804    513    554    354    211    277    201
198805    508    549    352    210    275    201
198806    503    542    349    210    271    201
198807    562    652    364    207    294    212
198808    552    648    362    206    293    212
198809    546    647    358    205    293    212
198810    540    642    358    204    292    212
198811    532    639    356    203    292    212
198812    527    630    353    202    289    211
198901    523    628    351    202    286    210
198902    522    625    350    202    286    210
198903    519    623    349    201    285    210
198904    516    620    349    200    285    210
198905    515    615    346    199    285    209
198906    511    609    346    197    284    209
198907    571    600    415    209    286    199
198908    566    598    414    207    286    199
198909    561    596    414    207    286    199
198910    557    595    413    206    285    199
198911    550    591    412    205    285    199
198912    546    587    408    204    284    199
199001    542    584    405    203    280    199
199002    541    580    403    203    280    199
199003    536    578    403    203    279    199
199004    535    577    401    203    278    199
199005    530    575    397    203    278    199
199006    529    573    396    203    276    199
199007    486    579    465    229    279    181
199008    480    576    463    228    277    180
199009    475    576    463    227    277    178
199010    470    575    460    227    276    178
199011    470    572    456    227    276    176
199012    468    569    455    227    275    176
199101    465    567    453    226    275    176
199102    465    565    451    226    275    176
199103    465    564    450    226    274    176
199104    461    562    450    226    274    176
199105    461    559    446    226    273    176
199106    461    557    443    226    273    176
199107    394    561    441    215    286    194
199108    394    559    440    215    286    194
199109    394    559    438    215    285    194
199110    393    557    437    215    285    194
199111    392    556    436    215    285    194
199112    391    555    436    215    284    194
199201    389    554    434    215    284    192
199202    388    554    434    215    284    192
199203    388    548    430    215    283    192
199204    386    546    427    215    283    190
199205    385    543    426    215    283    189
199206    382    543    425    215    282    189
199207    438    528    343    221    301    197
199208    438    527    343    221    301    197
199209    437    526    343    221    301    197
199210    434    520    343    221    299    197
199211    432    519    343    221    299    197
199212    432    518    342    221    299    197
199301    427    514    341    221    298    197
199302    423    510    340    221    298    197
199303    422    506    338    221    296    197
199304    422    503    337    221    296    197
199305    422    501    336    221    296    197
199306    421    500    335    221    296    197
199307    460    534    338    224    314    202
199308    455    531    338    224    314    202
199309    454    529    338    224    314    202
199310    452    527    335    223    313    202
199311    450    527    334    222    312    202
199312    445    524    332    222    312    202
199401    443    518    332    222    311    201
199402    441    517    332    222    311    201
199403    440    515    331    222    310    201
199404    438    513    330    222    309    201
199405    436    512    328    222    309    201
199406    433    510    327    222    309    201
199407    484    622    307    208    329    229
199408    482    618    306    208    326    229
199409    479    616    305    206    325    229
199410    475    613    305    206    325    228
199411    472    611    302    206    324    228
199412    468    610    300    206    323    228
199501    464    601    299    206    323    228
199502    464    597    299    206    323    227
199503    460    595    297    206    321    226
199504    458    592    296    206    321    226
199505    457    586    296    206    318    223
199506    453    585    295    206    318    223
199507    458    678    376    219    320    239
199508    455    677    375    219    319    239
199509    452    676    375    218    318    238
199510    448    672    375    217    318    238
199511    447    666    374    216    317    237
199512    445    662    374    215    314    236
199601    440    653    372    214    309    234
199602    435    648    371    213    307    234
199603    431    642    370    212    305    232
199604    430    630    369    211    304    229
199605    427    628    368    211    304    228
199606    422    625    368    211    304    228
199607    386    653    474    228    308    229
199608    381    650    474    228    307    229
199609    379    646    474    226    307    229
199610    376    635    474    224    307    229
199611    374    632    469    222    307    229
199612    372    627    469    221    304    228
199701    371    622    464    221    301    227
199702    370    617    461    220    301    227
199703    365    608    457    219    301    227
199704    363    603    454    219    301    226
199705    360    599    454    218    299    226
199706    355    591    451    217    295    225
199707    378    635    460    237    339    222
199708    371    632    456    234    335    220
199709    368    627    454    232    334    220
199710    361    622    453    230    330    220
199711    356    615    450    230    328    218
199712    350    608    445    230    327    217
199801    346    604    443    229    325    216
199802    344    601    439    228    324    216
199803    339    590    437    227    323    215
199804    335    580    430    225    323    212
199805    334    573    427    225    322    210
199806    331    567    422    223    322    205
199807    311    646    415    246    330    207
199808    306    637    415    245    328    206
199809    305    633    413    242    327    206
199810    303    626    411    239    322    203
199811    302    623    411    239    319    201
199812    302    617    406    235    319    201
199901    301    608    402    233    317    200
199902    298    602    398    232    317    200
199903    295    593    394    231    316    199
199904    292    590    392    231    315    197
199905    288    586    390    230    315    196
199906    284    581    386    229    312    195
199907    246    563    518    243    307    186
199908    243    556    516    239    306    184
199909    239    554    513    239    303    183
199910    232    550    508    237    300    181
199911    228    542    504    236    297    180
199912    224    536    501    235    295    179
200001    222    532    498    234    293    178
200002    219    529    491    231    293    177
200003    217    525    479    231    293    176
200004    215    522    472    231    291    174
200005    212    519    469    230    290    174
200006    209    513    464    226    289    173
200007    201    571    510    228    241    172
200008    197    569    509    226    241    171
200009    196    561    505    222    237    171
200010    191    558    502    221    235    167
200011    190    545    500    218    232    167
200012    188    539    496    216    230    165
200101    188    531    491    213    229    164
200102    187    528    487    212    225    164
200103    187    524    483    210    223    163
200104    185    520    478    209    221    163
200105    184    517    477    209    221    163
200106    184    511    473    208    219    160
200107    181    495    484    197    232    156
200108    179    489    482    195    230    156
200109    177    487    481    194    230    155
200110    177    483    477    192    228    155
200111    177    475    475    192    228    154
200112    177    473    471    190    225    154
200201    175    470    466    188    221    154
200202    174    470    462    188    221    154
200203    174    464    458    188    219    154
200204    171    464    450    188    219    154
200205    171    462    448    187    219    154
200206    171    460    448    187    219    154
200207    177    473    399    177    234    162
200208    177    472    395    177    234    161
200209    176    471    393    177    234    160
200210    176    467    391    176    234    160
200211    176    465    391    176    233    160
200212    176    463    390    176    232    160
200301    175    458    388    176    231    160
200302    174    457    388    176    231    160
200303    174    449    386    176    229    160
200304    172    449    384    175    228    160
200305    172    448    381    175    228    160
200306    172    447    380    174    228    160
200307    190    536    333    184    213    165
200308    188    532    333    183    213    165
200309    188    531    331    183    213    165
200310    187    530    331    183    213    165
200311    187    526    329    182    212    165
200312    185    521    328    182    212    165
200401    184    516    326    182    212    165
200402    184    512    326    182    212    165
200403    183    512    323    181    212    165
200404    182    504    321    179    212    164
200405    180    497    317    179    212    164
200406    179    492    316    179    212    164
200407    240    446    420    200    222    171
200408    238    444    419    200    222    171
200409    238    437    415    200    222    170
200410    237    435    412    200    222    168
200411    237    433    409    200    222    167
200412    235    432    408    200    221    167
200501    233    424    404    200    221    167
200502    232    422    400    200    221    167
200503    231    421    397    200    221    165
200504    230    420    397    200    220    164
200505    227    411    395    199    220    164
200506    227    408    393    199    220    164
200507    238    442    444    206    228    175
200508    236    441    440    205    227    174
200509    235    440    438    205    227    174
200510    233    439    437    204    226    173
200511    232    438    437    204    226    171
200512    231    434    435    204    225    171
200601    230    429    432    203    223    170
200602    229    427    430    200    223    170
200603    229    426    426    200    221    169
200604    229    424    423    198    220    167
200605    228    423    421    198    219    167
200606    227    421    421    198    217    165
200607    244    490    416    206    238    159
200608    243    488    414    203    238    159
200609    242    486    413    203    238    159
200610    241    480    413    202    238    159
200611    241    478    412    200    236    157
200612    239    474    407    199    236    156
200701    238    468    402    197    236    155
200702    235    465    398    197    235    155
200703    234    460    395    196    235    153
200704    231    457    389    196    234    152
200705    229    454    385    196    234    150
200706    228    450    380    196    233    150
200707    225    433    486    184    235    145
200708    223    430    483    184    235    144
200709    223    424    483    181    235    143
200710    221    416    483    179    232    142
200711    218    414    480    174    230    142
200712    214    413    477    174    227    141
200801    214    412    472    174    226    141
200802    212    406    468    174    226    141
200803    211    405    465    174    225    141
200804    210    402    461    174    225    141
200805    210    399    459    174    225    141
200806    210    398    454    173    224    141
200807    182    414    490    208    219    119
200808    181    412    489    207    218    119
200809    181    410    488    207    215    117
200810    177    408    483    206    214    117
200811    176    406    479    205    213    116
200812    173    406    477    205    213    116
200901    173    405    474    205    211    112
200902    173    404    472    205    211    111
200903    173    403    467    205    211    111
200904    172    401    465    205    210    111
200905    172    400    463    205    210    111
200906    172    397    462    205    210    110
200907    215    385    369    174    229    135
200908    213    385    368    174    229    135
200909    213    384    368    174    229    135
200910    213    383    367    173    228    135
200911    213    382    362    172    228    135
200912    212    380    362    171    228    135
201001    211    380    361    170    228    135
201002    211    379    360    169    227    135
201003    210    378    358    169    225    134
201004    210    377    355    167    225    134
201005    210    377    352    167    225    134
201006    210    377    351    166    225    134
201007    197    298    321    170    230    145
201008    196    298    321    169    230    145
201009    195    298    321    169    230    145
201010    194    298    320    169    229    145
201011    194    293    320    169    229    145
201012    190    290    319    169    229    145
201101    188    289    318    169    228    145
201102    188    287    317    169    227    145
201103    188    286    317    169    226    145
201104    188    285    313    169    226    144
201105    187    283    313    168    226    144
201106    185    283    313    165    226    144
201107    187    295    362    184    225    139
201108    187    294    362    184    225    139
201109    187    294    361    183    224    139
201110    187    292    358    183    224    139
201111    187    292    358    183    224    138
201112    187    291    358    182    223    137
201201    185    288    358    182    223    137
201202    184    288    356    182    222    137
201203    184    288    356    182    219    137
201204    184    288    355    182    219    136
201205    184    287    354    181    219    136
201206    182    286    350    181    219    136
201207    227    303    321    182    241    155
201208    226    302    319    182    240    155
201209    225    301    319    182    240    155
201210    222    301    318    181    239    155
201211    219    301    317    181    239    155
201212    218    300    314    180    238    155
201301    218    300    313    180    237    155
201302    216    298    312    180    237    155
201303    216    298    310    180    236    155
201304    215    295    310    180    236    155
201305    215    294    309    179    236    155
201306    215    293    306    178    236    154
201307    234    307    384    182    267    150
201308    232    305    381    182    267    150
201309    229    305    381    182    267    150
201310    228    303    380    182    266    150
201311    225    303    377    182    265    150
201312    223    301    375    182    265    148
201401    222    297    375    181    265    148
201402    221    296    373    181    265    148
201403    221    295    373    181    265    148
201404    221    294    368    181    265    148
201405    221    291    367    180    265    148
201406    221    290    366    180    265    148
201407    239    308    348    184    279    151
201408    239    308    347    183    278    151
201409    239    307    345    183    278    151
201410    238    307    344    183    277    151
201411    237    305    342    183    277    151
201412    236    305    341    181    276    151
201501    236    305    340    181    274    151
201502    234    304    339    181    273    151
201503    234    303    337    180    272    151
201504    234    302    336    180    272    150
201505    234    302    336    180    271    150
201506    233    301    335    180    271    148
201507    251    320    330    202    289    155
201508    250    317    330    200    289    155
201509    250    316    328    200    289    155
201510    246    315    328    200    288    155
201511    245    314    326    198    287    155
201512    242    311    323    197    286    155
201601    240    309    322    196    285    155
201602    239    309    321    194    285    154
201603    238    309    319    194    282    153
201604    237    309    317    193    282    152
201605    237    306    310    193    277    152
201606    236    305    310    192    276    152
201607    245    303    323    193    285    161
201608    245    300    323    193    285    159
201609    242    298    321    192    282    158
201610    242    295    321    192    280    158
201611    241    294    320    192    280    158
201612    240    294    319    191    280    158
201701    239    294    317    191    279    158
201702    239    293    313    190    279    157
201703    237    292    311    190    277    157
201704    235    288    310    190    276    157
201705    234    287    308    190    275    157
201706    231    286    304    187    274    157
201707    242    304    268    200    295    153
201708    241    304    267    200    294    153
201709    239    303    265    199    293    151
201710    238    301    263    199    293    151
201711    237    297    262    199    292    151
201712    233    296    260    198    292    151
201801    232    296    257    198    292    151
201802    230    295    256    197    292    151
201803    230    294    253    197    290    151
201804    229    292    252    196    289    151
201805    228    292    252    196    289    151
201806    227    291    249    196    286    150
201807    249    328    244    197    268    155
201808    247    326    244    197    268    155
201809    247    324    244    197    267    155
201810    246    322    244    197    264    155
201811    245    321    243    194    264    154
201812    244    320    241    194    264    153
201901    242    318    239    194    264    152
201902    242    317    239    194    262    152
201903    242    315    238    193    261    152
201904    241    315    236    193    261    152
201905    240    313    236    193    261    152
201906    240    313    236    193    261    151
201907    221    323    265    211    267    147
201908    221    322    263    211    265    147
201909    220    320    260    210    264    147
201910    218    318    260    209    264    147
201911    217    316    256    209    264    147
201912    215    316    252    209    263    146
202001    215    315    252    209    263    146
202002    215    314    251    209    263    146
202003    215    313    249    209    263    146
202004    215    311    249    209    261    146
202005    214    310    248    209    260    146
202006    212    308    247    209    260    146


  Average Firm Size
                        Small                                Big                 
              Low          2         High         Low          2         High    
192707        8.48        9.31        7.14      124.20      160.44       57.90
192708        8.87        9.80        7.45      133.55      173.53       61.26
192709        8.81        9.80        7.45      137.65      176.42       62.12
192710        8.92       10.15        7.42      143.66      184.59       63.98
192711        8.64       10.12        7.24      135.30      177.65       61.94
192712        9.56       10.75        7.81      144.02      187.75       66.95
192801       10.03       11.10        8.08      145.57      190.71       69.88
192802       10.66       11.25        8.34      144.16      190.06       67.70
192803       10.20       11.00        8.00      140.42      190.83       67.15
192804       11.23       11.57        8.47      151.77      208.58       70.62
192805       12.53       11.89        8.99      156.91      216.29       74.29
192806       12.91       12.28        9.41      157.95      219.29       76.30
192807        9.70       11.23        9.21      130.51      233.81       59.12
192808        9.89       11.32        9.01      132.16      235.29       58.84
192809       10.33       12.15        9.20      144.58      248.35       62.38
192810       10.50       12.47        9.57      147.69      254.93       63.77
192811       11.45       12.73        9.69      151.13      258.26       63.49
192812       12.32       14.12       10.24      176.49      280.84       69.43
192901       12.21       14.09       10.16      178.10      279.29       70.85
192902       12.99       14.16       10.24      185.50      296.15       74.37
192903       12.73       13.98       10.66      183.57      295.85       74.82
192904       12.27       13.24       10.07      181.60      295.01       73.31
192905       12.51       13.55       10.04      188.40      302.05       71.90
