This file was created using the 202005 Bloomberg database.

Missing data are indicated by -99.99.



,WML
19951206   ,-0.25
19951207   ,-0.37
19951208   ,-0.15
19951211   ,-0.10
19951212   ,-0.06
19951213   ,-0.09
19951214   ,-0.25
19951215   ,-0.24
19951218   ,-0.25
19951219   ,-0.09
19951220    ,0.31
19951221   ,-0.10
19951222   ,-0.25
19951225   ,-0.25
19951226   ,-0.34
19951227   ,-0.46
19951228   ,-0.26
19951229    ,0.14
19960101   ,-0.02
19960102   ,-0.28
19960103    ,0.05
19960104    ,0.23
19960105   ,-0.05
19960108   ,-0.52
19960109   ,-0.01
19960110   ,-0.41
19960111   ,-0.02
19960112   ,-0.04
19960115   ,-0.02
19960116   ,-0.07
19960117   ,-0.25
19960118   ,-0.19
19960119    ,0.21
19960122   ,-0.17
19960123    ,0.03
19960124    ,0.24
19960125    ,0.33
19960126    ,0.15
19960129   ,-0.08
19960130   ,-0.35
19960131    ,0.07
19960201   ,-0.19
19960202   ,-0.31
19960205   ,-0.18
19960206   ,-0.03
19960207    ,0.26
19960208    ,0.05
19960209    ,0.09
19960212    ,0.11
19960213   ,-0.12
19960214    ,0.43
19960215    ,0.04
19960216    ,0.16
19960219   ,-0.22
19960220   ,-0.02
19960221    ,0.13
19960222    ,0.11
19960223    ,0.21
19960226   ,-0.01
19960227   ,-0.17
19960228    ,0.16
19960229   ,-0.01
19960301    ,0.26
19960304   ,-0.20
19960305    ,0.00
19960306    ,0.01
19960307    ,0.24
19960308    ,0.12
19960311   ,-0.55
19960312    ,0.26
19960313   ,-0.12
19960314   ,-0.09
19960315    ,0.14
19960318   ,-0.02
19960319    ,0.32
19960320    ,0.12
19960321    ,0.32
19960322    ,0.25
19960325    ,0.03
19960326   ,-0.04
19960327    ,0.27
19960328   ,-0.02
19960329   ,-0.05
19960401    ,0.04
19960402    ,0.18
19960403   ,-0.10
19960404    ,0.08
19960405   ,-0.05
19960408   ,-0.17
19960409    ,0.11
19960410   ,-0.18
19960411   ,-0.03
19960412   ,-0.06
19960415   ,-0.15
19960416   ,-0.12
19960417    ,0.01
19960418   ,-0.01
19960419   ,-0.09
19960422   ,-0.13
19960423   ,-0.17
19960424   ,-0.22
19960425    ,0.01
19960426   ,-0.01
19960429   ,-0.03
19960430   ,-0.02
19960501    ,0.05
19960502    ,0.09
19960503   ,-0.09
19960506   ,-0.09
19960507    ,0.17
19960508    ,0.13
19960509    ,0.01
19960510    ,0.30
19960513    ,0.10
19960514    ,0.15
19960515    ,0.28
19960516    ,0.14
19960517    ,0.04
19960520   ,-0.08
19960521    ,0.12
19960522    ,0.14
19960523   ,-0.12
19960524    ,0.00
19960527   ,-0.14
19960528    ,0.08
19960529    ,0.21
19960530   ,-0.16
19960531   ,-0.23
19960603   ,-0.61
19960604    ,0.26
19960605    ,0.12
19960606   ,-0.39
19960607   ,-0.33
19960610    ,0.13
19960611   ,-0.07
19960612    ,0.41
19960613    ,0.04
19960614    ,0.07
19960617    ,0.32
19960618    ,0.08
19960619    ,0.00
19960620   ,-0.09
19960621    ,0.12
19960624    ,0.16
19960625    ,0.04
19960626    ,0.04
19960627    ,0.04
19960628    ,0.03
19960701    ,0.14
19960702   ,-0.10
19960703    ,0.08
19960704    ,0.05
19960705   ,-0.04
19960708   ,-0.25
19960709    ,0.21
19960710   ,-0.05
19960711   ,-0.05
19960712   ,-0.08
19960715   ,-0.17
19960716   ,-0.38
19960717   ,-0.17
19960718    ,0.28
19960719    ,0.22
19960722   ,-0.31
19960723   ,-0.06
19960724   ,-0.31
19960725   ,-0.01
19960726    ,0.03
19960729   ,-0.06
19960730   ,-0.41
19960731    ,0.01
19960801    ,0.19
19960802    ,0.38
19960805   ,-0.02
19960806    ,0.05
19960807   ,-0.16
19960808   ,-0.21
19960809   ,-0.24
19960812   ,-0.01
19960813    ,0.38
19960814   ,-0.12
19960815    ,0.29
19960816    ,0.22
19960819    ,0.37
19960820    ,0.15
19960821    ,0.10
19960822    ,0.01
19960823   ,-0.05
19960826    ,0.24
19960827    ,0.15
19960828    ,0.10
19960829   ,-0.09
19960830   ,-0.06
19960902    ,0.09
19960903    ,0.18
19960904    ,0.12
19960905    ,0.20
19960906   ,-0.04
19960909    ,0.21
19960910    ,0.02
19960911    ,0.24
19960912    ,0.15
19960913    ,0.13
19960916    ,0.02
19960917    ,0.04
19960918   ,-0.09
19960919    ,0.03
19960920    ,0.16
19960923    ,0.11
19960924    ,0.04
19960925   ,-0.19
19960926    ,0.12
19960927   ,-0.03
19960930    ,0.15
19961001    ,0.30
19961002    ,0.20
19961003   ,-0.04
19961004    ,0.07
19961007    ,0.35
19961008    ,0.06
19961009   ,-0.17
19961010    ,0.02
19961011    ,0.08
19961014    ,0.08
19961015    ,0.38
19961016    ,0.03
19961017    ,0.19
19961018    ,0.19
19961021    ,0.22
19961022   ,-0.12
19961023    ,0.00
19961024   ,-0.08
19961025   ,-0.16
19961028    ,0.23
19961029    ,0.05
19961030    ,0.15
19961031    ,0.07
19961101    ,0.06
19961104    ,0.00
19961105    ,0.10
19961106    ,0.26
19961107    ,0.08
19961108    ,0.18
19961111   ,-0.02
19961112    ,0.12
19961113    ,0.13
19961114   ,-0.10
19961115    ,0.02
19961118    ,0.30
19961119    ,0.10
19961120    ,0.06
19961121    ,0.01
19961122   ,-0.01
19961125    ,0.29
19961126    ,0.02
19961127    ,0.09
19961128    ,0.06
19961129    ,0.03
19961202    ,0.05
19961203    ,0.04
19961204    ,0.14
19961205    ,0.29
19961206    ,0.00
19961209    ,0.23
19961210    ,0.14
19961211   ,-0.32
19961212   ,-0.03
19961213   ,-0.21
19961216    ,0.19
19961217   ,-0.06
19961218    ,0.39
19961219    ,0.65
19961220    ,0.58
19961223    ,0.15
19961224    ,0.32
19961225    ,0.04
19961226    ,0.06
19961227    ,0.34
19961230    ,0.12
19961231    ,0.00
19970101    ,0.01
19970102   ,-0.25
19970103    ,0.19
19970106    ,0.34
19970107    ,0.28
19970108    ,0.59
19970109    ,0.57
19970110    ,0.57
19970113   ,-1.09
19970114    ,0.28
19970115    ,0.14
19970116   ,-0.07
19970117   ,-0.21
19970120    ,0.48
19970121    ,0.27
19970122   ,-0.53
19970123    ,0.02
19970124    ,0.17
19970127    ,0.58
19970128   ,-0.04
19970129   ,-0.26
19970130    ,0.01
19970131   ,-0.33
19970203    ,0.01
19970204   ,-0.03
19970205    ,0.65
19970206    ,0.10
19970207    ,0.44
19970210   ,-0.23
19970211   ,-0.19
19970212    ,0.45
19970213    ,0.18
19970214   ,-0.02
19970217   ,-0.10
19970218   ,-0.03
19970219    ,0.05
19970220   ,-0.92
19970221   ,-1.01
19970224   ,-0.44
19970225    ,0.00
19970226    ,0.24
19970227    ,0.22
19970228    ,0.16
19970303    ,0.37
19970304    ,0.16
19970305    ,0.08
19970306    ,0.46
19970307   ,-0.03
19970310    ,0.09
19970311   ,-0.16
19970312   ,-0.01
19970313    ,0.28
19970314    ,0.08
19970317    ,0.21
19970318   ,-0.79
19970319   ,-0.35
19970320   ,-0.35
19970321   ,-0.15
19970324    ,0.06
19970325    ,0.07
19970326    ,0.49
19970327    ,0.55
19970328    ,0.35
19970331    ,0.39
19970401   ,-0.22
19970402    ,0.11
19970403    ,0.10
19970404    ,0.85
19970407    ,1.69
19970408    ,1.23
19970409    ,1.14
19970410    ,0.74
19970411   ,-0.08
19970414   ,-0.24
19970415   ,-0.21
19970416   ,-0.66
19970417   ,-0.92
19970418   ,-0.98
19970421   ,-0.70
19970422    ,0.01
19970423    ,0.25
19970424    ,0.65
19970425    ,0.46
19970428    ,0.41
19970429    ,0.27
19970430   ,-0.42
19970501   ,-0.08
19970502    ,0.02
19970505    ,0.01
19970506   ,-0.44
19970507   ,-0.29
19970508    ,0.24
19970509   ,-0.26
19970512   ,-0.93
19970513   ,-0.58
19970514    ,0.51
19970515    ,0.12
19970516   ,-0.24
19970519   ,-0.35
19970520   ,-0.28
19970521    ,0.48
19970522    ,0.02
19970523    ,0.15
19970526    ,0.49
19970527    ,0.14
19970528    ,0.01
19970529   ,-0.04
19970530   ,-0.05
19970602   ,-0.47
19970603    ,0.12
19970604    ,0.41
19970605    ,0.07
19970606    ,0.07
19970609    ,0.14
19970610   ,-0.25
19970611   ,-0.22
19970612   ,-0.36
19970613   ,-0.09
19970616   ,-0.43
19970617   ,-0.16
19970618    ,0.09
19970619    ,0.36
19970620    ,0.20
19970623    ,0.27
19970624    ,0.13
19970625   ,-0.14
19970626   ,-0.47
19970627    ,0.44
19970630    ,0.17
19970701    ,0.47
19970702    ,0.29
19970703    ,0.72
19970704    ,0.57
19970707    ,0.38
19970708    ,0.50
19970709    ,0.76
19970710    ,0.48
19970711    ,0.66
19970714    ,0.28
19970715    ,0.57
19970716    ,0.52
19970717   ,-0.09
19970718   ,-0.41
19970721   ,-0.27
19970722    ,0.17
19970723    ,0.70
19970724    ,0.14
19970725    ,0.10
19970728    ,0.28
19970729    ,0.22
19970730    ,0.85
19970731    ,0.73
19970801    ,0.80
19970804    ,0.01
19970805    ,0.45
19970806    ,0.36
19970807    ,0.44
19970808   ,-0.80
19970811    ,0.10
19970812   ,-0.08
19970813   ,-0.19
19970814    ,0.58
19970815   ,-0.58
19970818   ,-0.07
19970819   ,-0.06
19970820    ,0.63
19970821   ,-0.22
19970822   ,-0.07
19970825    ,0.05
19970826   ,-0.23
19970827    ,0.50
19970828   ,-0.20
19970829   ,-0.24
19970901   ,-0.39
19970902    ,0.01
19970903    ,1.49
19970904   ,-0.32
19970905    ,0.11
19970908    ,0.15
19970909    ,0.16
19970910   ,-0.02
19970911    ,0.15
19970912    ,0.83
19970915    ,0.19
19970916    ,0.36
19970917    ,0.97
19970918    ,0.48
19970919    ,0.64
19970922    ,0.03
19970923   ,-0.17
19970924    ,0.20
19970925    ,1.17
19970926    ,1.28
19970929    ,1.02
19970930    ,0.32
19971001    ,1.00
19971002    ,0.88
19971003    ,0.79
19971006   ,-0.46
19971007    ,0.16
19971008    ,0.01
19971009   ,-0.56
19971010   ,-0.05
19971013    ,0.25
19971014    ,0.47
19971015   ,-0.62
19971016   ,-0.61
19971017    ,0.23
19971020   ,-0.79
19971021   ,-0.31
19971022   ,-1.31
19971023   ,-0.78
19971024    ,0.15
19971027   ,-1.08
19971028   ,-1.07
19971029    ,1.20
19971030   ,-0.30
19971031    ,0.10
19971103    ,1.02
19971104    ,0.51
19971105    ,1.05
19971106    ,0.25
19971107    ,0.69
19971110   ,-0.19
19971111   ,-0.33
19971112   ,-0.01
19971113   ,-0.29
19971114    ,0.42
19971117   ,-0.66
19971118    ,0.22
19971119    ,1.55
19971120    ,0.42
19971121    ,0.12
19971124   ,-0.53
19971125    ,1.26
19971126    ,0.76
19971127   ,-0.27
19971128   ,-0.44
19971201   ,-0.59
19971202    ,0.54
19971203    ,0.65
19971204    ,1.26
19971205    ,0.64
19971208    ,0.95
19971209   ,-0.37
19971210    ,0.32
19971211    ,0.55
19971212    ,0.50
19971215    ,0.22
19971216    ,0.58
19971217   ,-0.80
19971218    ,0.73
19971219    ,1.30
19971222    ,1.52
19971223   ,-0.04
19971224    ,0.32
19971225   ,-0.55
19971226    ,0.28
19971229    ,0.17
19971230   ,-0.65
19971231    ,0.07
19980101    ,0.05
19980102   ,-0.01
19980105    ,0.30
19980106    ,0.66
19980107    ,0.67
19980108    ,0.36
19980109    ,0.08
19980112    ,0.03
19980113    ,0.10
19980114   ,-0.27
19980115    ,0.08
19980116   ,-0.93
19980119   ,-1.34
19980120   ,-0.63
19980121   ,-1.34
19980122   ,-0.23
19980123   ,-0.95
19980126   ,-2.96
19980127   ,-1.63
19980128   ,-1.39
19980129    ,1.31
19980130    ,1.81
19980202    ,0.14
19980203   ,-0.84
19980204   ,-0.07
19980205   ,-0.76
19980206   ,-1.07
19980209   ,-1.38
19980210   ,-1.10
19980211    ,0.02
19980212   ,-0.05
19980213    ,1.68
19980216    ,1.32
19980217    ,0.33
19980218   ,-0.20
19980219   ,-0.13
19980220    ,0.04
19980223    ,0.52
19980224    ,0.33
19980225    ,0.08
19980226   ,-0.79
19980227   ,-1.24
19980302   ,-0.72
19980303   ,-0.02
19980304   ,-0.02
19980305    ,0.48
19980306   ,-0.26
19980309    ,0.08
19980310    ,0.04
19980311    ,0.34
19980312    ,0.33
19980313   ,-0.37
19980316    ,0.45
19980317   ,-0.12
19980318    ,0.11
19980319    ,0.05
19980320   ,-0.02
19980323    ,0.15
19980324    ,0.46
19980325   ,-0.20
19980326   ,-0.10
19980327    ,0.20
19980330    ,0.83
19980331    ,0.85
19980401    ,1.27
19980402    ,1.44
19980403   ,-0.29
19980406   ,-0.46
19980407   ,-0.56
19980408   ,-1.39
19980409   ,-0.08
19980410    ,0.36
19980413    ,0.25
19980414    ,0.76
19980415    ,0.30
19980416    ,0.18
19980417    ,0.06
19980420    ,0.18
19980421    ,0.07
19980422   ,-0.16
19980423   ,-0.56
19980424   ,-0.78
19980427   ,-0.79
19980428    ,0.92
19980429   ,-0.04
19980430    ,0.53
19980501    ,0.35
19980504    ,0.91
19980505   ,-0.01
19980506    ,0.38
19980507   ,-0.12
19980508   ,-0.06
19980511   ,-0.16
19980512    ,0.08
19980513    ,0.41
19980514   ,-0.27
19980515    ,0.34
19980518   ,-0.08
19980519    ,0.25
19980520   ,-0.12
19980521   ,-0.13
19980522    ,0.22
19980525    ,0.14
19980526   ,-0.04
19980527    ,0.10
19980528    ,0.21
19980529    ,0.04
19980601   ,-0.06
19980602    ,0.18
19980603    ,0.14
19980604    ,0.13
19980605    ,0.30
19980608    ,0.53
19980609    ,0.43
19980610    ,0.40
19980611    ,0.49
19980612   ,-0.05
19980615   ,-0.39
19980616    ,0.52
19980617   ,-0.35
19980618   ,-1.30
19980619    ,0.03
19980622   ,-0.07
19980623    ,0.09
19980624    ,0.20
19980625    ,0.15
19980626    ,0.04
19980629    ,0.14
19980630   ,-0.35
19980701   ,-0.74
19980702   ,-0.19
19980703    ,0.62
19980706    ,0.14
19980707    ,0.47
19980708    ,0.35
19980709    ,0.60
19980710    ,0.83
19980713    ,0.28
19980714    ,0.06
19980715    ,0.15
19980716    ,0.21
19980717    ,0.28
19980720    ,0.16
19980721   ,-0.01
19980722    ,0.29
19980723    ,0.39
19980724   ,-0.11
19980727    ,0.50
19980728    ,0.47
19980729   ,-0.07
19980730    ,0.09
19980731    ,0.29
19980803   ,-0.06
19980804    ,0.25
19980805   ,-0.03
19980806    ,0.44
19980807    ,0.29
19980810    ,0.22
19980811   ,-0.30
19980812    ,0.41
19980813   ,-0.05
19980814   ,-0.25
19980817    ,0.14
19980818    ,0.50
19980819    ,0.24
19980820    ,0.07
19980821   ,-0.42
19980824   ,-0.10
19980825    ,0.32
19980826    ,0.33
19980827   ,-0.67
19980828    ,0.20
19980831   ,-0.29
19980901   ,-0.93
19980902    ,0.69
19980903   ,-0.06
19980904   ,-1.21
19980907   ,-1.37
19980908    ,0.63
19980909    ,0.43
19980910   ,-0.13
19980911   ,-0.64
19980914    ,0.24
19980915    ,0.15
19980916    ,0.36
19980917    ,0.08
19980918   ,-0.01
19980921   ,-0.55
19980922   ,-0.22
19980923   ,-0.18
19980924    ,0.17
19980925   ,-0.45
19980928    ,0.10
19980929    ,0.20
19980930    ,0.01
19981001   ,-0.27
19981002   ,-1.20
19981005   ,-0.48
19981006   ,-0.09
19981007   ,-0.74
19981008   ,-0.54
19981009   ,-1.27
19981012   ,-0.65
19981013    ,1.16
19981014    ,1.25
19981015    ,0.95
19981016    ,0.02
19981019   ,-0.54
19981020   ,-0.60
19981021   ,-1.05
19981022   ,-0.17
19981023    ,0.40
19981026    ,0.35
19981027    ,0.02
19981028   ,-0.30
19981029   ,-0.26
19981030   ,-0.43
19981102   ,-0.65
19981103   ,-0.17
19981104   ,-1.19
19981105    ,0.49
19981106    ,0.60
19981109    ,0.60
19981110    ,0.61
19981111   ,-0.62
19981112    ,0.46
19981113   ,-0.41
19981116    ,0.54
19981117   ,-0.09
19981118   ,-0.24
19981119    ,0.17
19981120   ,-0.18
19981123   ,-0.45
19981124   ,-0.59
19981125    ,0.03
19981126   ,-0.10
19981127    ,0.07
19981130    ,0.34
19981201    ,0.07
19981202    ,0.45
19981203    ,0.59
19981204    ,0.50
19981207    ,0.35
19981208    ,0.10
19981209   ,-0.05
19981210    ,0.05
19981211    ,0.14
19981214    ,0.44
19981215    ,0.69
19981216    ,0.18
19981217    ,0.23
19981218   ,-0.07
19981221    ,0.50
19981222    ,0.25
19981223   ,-0.07
19981224    ,0.07
19981225   ,-0.06
19981228    ,0.04
19981229   ,-0.21
19981230    ,0.38
19981231   ,-0.05
19990101   ,-0.03
19990104    ,1.83
19990105    ,0.77
19990106    ,0.14
19990107   ,-0.41
19990108   ,-0.08
19990111   ,-0.52
19990112    ,0.26
19990113   ,-0.34
19990114    ,0.60
19990115    ,0.56
19990118    ,1.26
19990119    ,0.32
19990120    ,0.20
19990121   ,-0.64
19990122   ,-0.49
19990125   ,-0.04
19990126    ,0.45
19990127    ,0.01
19990128    ,0.46
19990129   ,-0.08
19990201   ,-0.09
19990202   ,-0.69
19990203    ,0.17
19990204   ,-0.19
19990205   ,-0.41
19990208   ,-0.29
19990209   ,-0.51
19990210    ,0.13
19990211    ,0.68
19990212    ,0.02
19990215    ,0.14
19990216   ,-0.51
19990217    ,0.65
19990218    ,0.34
19990219    ,0.33
19990222    ,0.06
19990223   ,-0.45
19990224    ,0.67
19990225   ,-0.64
19990226   ,-0.23
19990301    ,0.11
19990302    ,0.41
19990303   ,-0.52
19990304   ,-0.59
19990305   ,-0.87
19990308   ,-0.03
19990309   ,-0.24
19990310   ,-1.11
19990311   ,-1.21
19990312   ,-0.54
19990315   ,-0.47
19990316   ,-1.22
19990317   ,-0.64
19990318   ,-0.31
19990319   ,-0.29
19990322   ,-0.22
19990323    ,0.01
19990324   ,-0.01
19990325   ,-0.26
19990326    ,0.28
19990329    ,0.10
19990330    ,0.29
19990331    ,0.01
19990401   ,-0.07
19990402    ,0.63
19990405   ,-0.38
19990406    ,0.14
19990407    ,0.53
19990408   ,-0.02
19990409   ,-0.41
19990412   ,-0.01
19990413   ,-0.10
19990414   ,-0.43
19990415   ,-1.46
19990416   ,-1.92
19990419   ,-1.41
19990420   ,-0.61
19990421   ,-0.18
19990422    ,0.40
19990423    ,0.10
19990426    ,0.19
19990427    ,0.70
19990428   ,-0.17
19990429   ,-0.25
19990430    ,0.05
19990503    ,0.20
19990504   ,-0.21
19990505   ,-0.33
19990506   ,-0.64
19990507   ,-0.58
19990510    ,0.11
19990511    ,0.64
19990512    ,0.34
19990513    ,0.49
19990514    ,0.07
19990517   ,-0.12
19990518    ,0.30
19990519    ,0.10
19990520    ,0.41
19990521    ,0.15
19990524   ,-0.31
19990525   ,-0.03
19990526   ,-0.07
19990527    ,0.09
19990528    ,0.20
19990531    ,0.22
19990601    ,0.62
19990602    ,0.25
19990603    ,0.49
19990604    ,0.17
19990607    ,0.59
19990608    ,0.29
19990609    ,0.27
19990610   ,-0.09
19990611    ,0.17
19990614    ,0.20
19990615   ,-0.24
19990616    ,0.24
19990617    ,0.45
19990618    ,0.33
19990621    ,0.62
19990622    ,0.19
19990623    ,0.61
19990624    ,0.13
19990625   ,-0.02
19990628    ,0.15
19990629    ,0.05
19990630    ,0.30
19990701    ,0.82
19990702    ,0.14
19990705    ,0.27
19990706   ,-0.09
19990707    ,0.09
19990708   ,-0.23
19990709   ,-0.31
19990712    ,0.45
19990713    ,0.05
19990714    ,0.16
19990715    ,0.22
19990716   ,-0.13
19990719   ,-0.34
19990720   ,-0.03
19990721   ,-0.48
19990722   ,-0.03
19990723    ,0.02
19990726    ,0.37
19990727    ,0.08
19990728    ,0.82
19990729    ,0.66
19990730    ,0.07
19990802    ,0.19
19990803    ,0.12
19990804   ,-0.16
19990805   ,-0.34
19990806    ,0.45
19990809    ,0.56
19990810   ,-0.49
19990811   ,-0.16
19990812    ,0.46
19990813    ,0.29
19990816    ,0.30
19990817    ,0.30
19990818    ,0.88
19990819   ,-0.25
19990820    ,0.58
19990823    ,0.74
19990824   ,-0.20
19990825    ,0.69
19990826   ,-0.27
19990827    ,0.30
19990830    ,0.32
19990831    ,0.32
19990901    ,0.61
19990902    ,0.45
19990903    ,0.17
19990906    ,1.24
19990907    ,0.09
19990908    ,0.30
19990909    ,0.73
19990910    ,1.07
19990913    ,1.40
19990914    ,0.28
19990915    ,0.26
19990916   ,-0.69
19990917   ,-0.01
19990920    ,0.32
19990921   ,-1.05
19990922   ,-0.88
19990923   ,-0.21
19990924   ,-1.55
19990927   ,-0.99
19990928    ,0.90
19990929    ,0.20
19990930    ,0.97
19991001    ,0.57
19991004    ,0.38
19991005    ,0.85
19991006    ,0.72
19991007    ,0.67
19991008    ,0.37
19991011    ,0.54
19991012    ,1.01
19991013   ,-0.37
19991014   ,-0.15
19991015   ,-1.41
19991018   ,-2.65
19991019    ,0.26
19991020    ,1.94
19991021    ,0.87
19991022    ,0.98
19991025    ,0.46
19991026    ,0.28
19991027   ,-0.12
19991028    ,0.51
19991029    ,0.42
19991101    ,0.83
19991102    ,0.02
19991103    ,0.36
19991104    ,1.08
19991105    ,0.99
19991108    ,0.57
19991109    ,0.56
19991110    ,1.32
19991111    ,1.33
19991112    ,0.90
19991115    ,1.26
19991116   ,-0.74
19991117   ,-0.81
19991118    ,0.74
19991119    ,0.97
19991122    ,0.63
19991123   ,-0.20
19991124    ,0.44
19991125    ,0.88
19991126    ,0.97
19991129    ,0.87
19991130   ,-1.04
19991201   ,-0.87
19991202   ,-0.43
19991203    ,1.52
19991206    ,1.33
19991207    ,0.27
19991208    ,0.43
19991209   ,-0.12
19991210    ,0.60
19991213    ,0.36
19991214   ,-0.13
19991215   ,-0.57
19991216   ,-0.10
19991217    ,0.76
19991220   ,-0.19
19991221   ,-0.16
19991222    ,0.74
19991223   ,-0.81
19991224    ,0.79
19991227    ,0.23
19991228    ,1.58
19991229    ,1.06
19991230    ,0.81
19991231    ,0.11
20000103    ,1.15
20000104    ,0.03
20000105   ,-4.06
20000106   ,-1.70
20000107   ,-0.25
20000110    ,1.09
20000111    ,1.74
20000112    ,0.11
20000113   ,-0.05
20000114    ,0.30
20000117    ,1.31
20000118   ,-0.29
20000119   ,-0.77
20000120    ,0.38
20000121    ,0.50
20000124    ,1.05
20000125   ,-0.03
20000126    ,1.23
20000127    ,1.32
20000128    ,1.35
20000131   ,-0.30
20000201    ,1.17
20000202    ,1.43
20000203    ,1.66
20000204    ,2.18
20000207    ,1.00
20000208    ,1.23
20000209    ,0.81
20000210    ,0.24
20000211    ,0.64
20000214    ,0.42
20000215   ,-0.73
20000216   ,-0.76
20000217    ,0.62
20000218    ,0.85
20000221   ,-0.50
20000222   ,-0.54
20000223    ,0.54
20000224    ,1.94
20000225    ,1.00
20000228   ,-1.03
20000229   ,-0.24
20000301    ,0.64
20000302    ,1.76
20000303    ,0.59
20000306   ,-0.30
20000307   ,-1.00
20000308   ,-0.34
20000309   ,-0.08
20000310   ,-0.05
20000313   ,-4.00
20000314   ,-0.42
20000315   ,-2.07
20000316   ,-1.92
20000317    ,2.56
20000320    ,1.04
20000321   ,-2.12
20000322   ,-0.96
20000323   ,-0.99
20000324   ,-0.56
20000327   ,-0.79
20000328   ,-0.07
20000329   ,-0.14
20000330   ,-2.59
20000331   ,-1.09
20000403   ,-3.75
20000404   ,-4.39
20000405   ,-2.12
20000406    ,3.62
20000407    ,3.14
20000410    ,0.62
20000411   ,-3.30
20000412   ,-2.56
20000413   ,-2.78
20000414   ,-2.95
20000417   ,-2.72
20000418    ,1.44
20000419    ,2.23
20000420    ,0.93
20000421    ,1.86
20000424   ,-0.77
20000425   ,-0.84
20000426    ,1.35
20000427   ,-0.36
20000428    ,1.88
20000501    ,0.47
20000502    ,1.18
20000503   ,-1.17
20000504   ,-0.30
20000505    ,0.49
20000508   ,-0.87
20000509   ,-2.32
20000510   ,-2.53
20000511   ,-1.34
20000512    ,1.17
20000515   ,-0.91
20000516    ,1.35
20000517   ,-0.46
20000518   ,-1.02
20000519   ,-3.27
20000522   ,-3.24
20000523   ,-1.05
20000524   ,-1.98
20000525    ,2.07
20000526   ,-0.03
20000529    ,0.64
20000530    ,1.48
20000531    ,1.53
20000601    ,1.32
20000602    ,3.07
20000605    ,0.59
20000606   ,-0.46
20000607   ,-0.99
20000608    ,0.33
20000609    ,0.06
20000612   ,-0.27
20000613   ,-1.08
20000614    ,0.35
20000615   ,-0.93
20000616   ,-0.24
20000619   ,-0.17
20000620    ,0.78
20000621    ,0.18
20000622   ,-0.40
20000623   ,-0.29
20000626   ,-0.74
20000627   ,-0.27
20000628   ,-0.26
20000629   ,-1.21
20000630    ,0.03
20000703   ,-0.39
20000704    ,0.31
20000705    ,0.18
20000706   ,-0.66
20000707    ,0.79
20000710   ,-0.09
20000711   ,-0.51
20000712    ,0.01
20000713    ,0.98
20000714    ,0.72
20000717    ,0.66
20000718   ,-0.61
20000719   ,-0.20
20000720    ,0.39
20000721   ,-0.23
20000724   ,-0.41
20000725   ,-0.40
20000726    ,0.25
20000727   ,-1.29
20000728   ,-1.67
20000731    ,0.47
20000801   ,-0.25
20000802   ,-0.59
20000803   ,-1.29
20000804    ,0.09
20000807    ,0.02
20000808    ,0.40
20000809    ,0.85
20000810    ,0.59
20000811   ,-0.73
20000814    ,0.24
20000815    ,0.26
20000816    ,0.39
20000817    ,0.10
20000818   ,-0.34
20000821   ,-0.05
20000822   ,-0.14
20000823   ,-0.17
20000824    ,0.38
20000825    ,0.64
20000828    ,0.72
20000829    ,0.63
20000830    ,0.65
20000831    ,0.78
20000901    ,1.63
20000904    ,0.81
20000905   ,-0.77
20000906   ,-0.73
20000907    ,0.13
20000908   ,-0.35
20000911    ,0.08
20000912    ,0.24
20000913   ,-0.09
20000914    ,0.74
20000915   ,-0.07
20000918   ,-0.93
20000919   ,-0.30
20000920    ,0.35
20000921   ,-0.86
20000922   ,-1.40
20000925    ,0.82
20000926   ,-0.61
20000927   ,-0.35
20000928   ,-0.33
20000929   ,-0.37
20001002    ,0.11
20001003    ,0.13
20001004   ,-0.36
20001005    ,0.24
20001006   ,-1.21
20001009   ,-0.97
20001010   ,-0.23
20001011   ,-1.60
20001012   ,-0.07
20001013    ,1.11
20001016    ,0.50
20001017   ,-0.21
20001018   ,-1.52
20001019    ,2.10
20001020    ,0.75
20001023    ,0.41
20001024    ,0.39
20001025   ,-1.66
20001026   ,-0.42
20001027   ,-0.04
20001030   ,-0.29
20001031    ,0.30
20001101    ,0.31
20001102    ,0.50
20001103    ,0.46
20001106    ,0.15
20001107   ,-0.49
20001108    ,0.13
20001109    ,0.26
20001110   ,-0.17
20001113   ,-0.45
20001114    ,0.40
20001115    ,0.27
20001116   ,-0.25
20001117    ,0.22
20001120    ,0.21
20001121   ,-0.19
20001122   ,-0.34
20001123   ,-0.07
20001124    ,0.27
20001127   ,-0.08
20001128   ,-0.17
20001129    ,0.28
20001130   ,-0.49
20001201   ,-0.47
20001204   ,-0.69
20001205    ,0.43
20001206   ,-0.65
20001207    ,0.15
20001208   ,-0.26
20001211   ,-0.40
20001212    ,0.14
20001213    ,0.84
20001214    ,0.49
20001215    ,0.75
20001218    ,0.60
20001219    ,0.71
20001220    ,1.35
20001221    ,0.56
20001222    ,0.41
20001225    ,0.02
20001226    ,0.03
20001227    ,0.90
20001228    ,0.74
20001229   ,-0.29
20010101    ,0.00
20010102    ,0.29
20010103    ,0.07
20010104   ,-1.87
20010105   ,-0.57
20010108    ,0.70
20010109    ,0.22
20010110   ,-0.52
20010111   ,-0.93
20010112   ,-1.48
20010115    ,0.00
20010116    ,0.37
20010117   ,-1.49
20010118   ,-1.24
20010119   ,-1.60
20010122    ,0.65
