This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 E/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  E/P is is earnings before extraordinary at the last fiscal year end of the prior calendar 
year divided by ME at the end of December of the prior year.  Firms with negative or zero
E/P are not included in any portfolio.
196802  -9.16  -6.56  -5.26  -4.61  -3.46  -5.13
196803  -1.68  -2.28  -0.83   0.96  -1.22  -0.27
196804  17.72  14.37  16.18  11.16   7.96  11.96
196805  12.37  10.37  11.39   3.13   2.36   4.05
196806   0.33   1.60   1.78  -0.12   3.12   1.52
196807  -4.95  -2.68  -2.08  -5.96  -3.36  -0.91
196808   3.93   3.61   3.43   0.92   1.98   1.22
196809   7.80   7.28   6.98   5.38   5.24   4.84
196810  -0.54   1.32   1.34  -0.10   1.40   1.74
196811   7.40   7.29   6.39   7.20   6.94   6.63
196812   2.82  -0.08   0.26  -3.94  -3.16  -1.69
196901  -1.45  -0.39  -0.20  -2.19  -0.54   0.03
196902 -11.10  -8.54  -7.78  -7.25  -6.45  -6.44
196903   2.12   1.84   1.87   2.97   1.29   0.83
196904  -0.34  -0.29   0.71   2.85   0.95  -0.41
196905   0.25   0.64  -0.17  -0.93  -0.55  -0.46
196906 -14.36 -12.23 -10.74  -7.79  -8.29  -8.37
196907 -12.27 -10.06  -8.08  -7.17  -7.33  -6.14
196908   5.62   4.61   3.22   8.37   5.10   1.71
196909  -2.96  -2.74  -2.68  -0.04  -3.01  -3.35
196910  12.95   9.38   6.39   7.29   7.53   5.71
196911  -6.80  -6.68  -5.22  -3.16  -4.31  -5.20
196912  -9.31  -7.83  -6.40  -1.71  -2.80  -3.00
197001  -3.12  -3.30  -1.59  -9.30  -7.54  -6.38
197002   3.52   2.35   3.55   4.52   6.78   6.16
197003  -5.32  -1.64  -0.45  -3.58  -0.24   1.21
197004 -21.38 -15.22 -12.06 -15.64 -11.69  -8.96
197005  -9.73  -9.34  -9.26 -10.75  -8.23  -6.65
197006 -10.78  -8.79  -4.53  -6.99  -5.58  -5.91
197007   5.56   5.52   5.22   6.03   8.41   7.75
197008   6.72   6.10   5.74   5.01   5.85   3.97
197009  19.69  12.06  12.48   9.74   3.55   4.61
197010  -9.18  -6.83  -5.90  -2.83  -3.42  -3.07
197011  -3.17   0.01   0.13   3.97   5.13   4.79
197012   6.64  10.71  10.30   6.20   8.68   8.42
197101  17.28  14.63  15.29   6.33   6.05   6.04
197102   6.61   4.56   4.37   2.76   0.83   1.00
197103   5.91   6.67   5.36   5.93   4.20   3.05
197104   2.51   3.22   1.34   4.63   2.77   1.88
197105  -5.68  -5.78  -6.46  -3.17  -3.91  -4.25
197106  -2.17  -2.14  -2.56   0.43   0.23  -1.57
197107  -7.49  -6.22  -5.17  -4.63  -4.28  -4.91
197108   3.52   4.40   3.87   6.74   3.60   2.84
197109  -1.40   0.13  -0.18   0.40  -1.23  -2.33
197110  -6.89  -5.91  -5.36  -5.56  -4.36  -4.88
197111  -4.53  -3.73  -4.11  -1.00  -1.75  -2.10
197112  13.78  12.96  12.14  12.05   9.53   9.74
197201  15.33  10.03  11.11   3.18   1.39   4.26
197202   6.49   3.51   3.77   5.25   1.69   1.33
197203  -0.11   0.35  -0.39   0.41   0.88   0.09
197204  -0.35   1.14  -0.06   0.61  -0.07  -0.60
197205  -2.82  -2.28  -3.23   1.60  -0.99  -1.37
197206  -3.73  -3.22  -3.90  -2.73  -2.56  -4.69
197207  -3.80  -3.62  -2.81  -2.28  -2.34  -1.28
197208  -0.41   0.17   1.36   0.77   4.08   5.87
197209  -4.49  -3.57  -3.60  -2.41  -2.18  -1.58
197210  -4.26  -2.06  -0.26  -0.55  -0.07   2.04
197211   2.88   5.09   5.89   4.55   7.71   7.04
197212  -3.06  -2.46  -2.75   0.78  -1.49  -2.01
197301  -4.74  -5.29  -2.72  -6.65  -6.39  -3.81
197302 -10.11  -8.66  -6.45  -7.65  -5.99  -4.18
197303  -4.04  -3.61  -2.30  -3.10  -2.23  -1.36
197304  -9.08  -7.70  -5.76  -9.40  -5.57  -3.89
197305 -11.22  -9.42  -8.58  -6.22  -4.80  -4.16
197306  -4.51  -4.02  -3.35  -3.69  -3.67  -1.57
197307  17.89  13.01  10.18  13.13   6.90   2.53
197308  -4.15  -6.24  -5.71  -2.14  -3.34  -2.86
197309  10.09   9.15   5.79   8.27  10.95   8.59
197310  -0.28  -0.27   0.09  -1.69   0.05  -1.00
197311 -22.01 -20.25 -17.19 -17.81 -15.12 -13.25
197312  -4.88  -4.62  -5.11  -0.57   2.15   2.25
197401  14.91  16.04  14.94   1.61   5.05   5.93
197402  -0.51   0.44   1.86  -1.81   0.74   1.40
197403   1.02   1.72   1.55  -1.57  -3.32  -2.63
197404  -6.53  -4.75  -4.33  -6.29  -6.44  -6.83
197405  -8.04  -7.18  -6.64  -5.90  -7.37  -7.65
197406  -3.15  -2.31  -2.54  -3.10  -4.27  -5.41
197407  -5.95  -4.76  -4.20  -8.78  -2.21  -3.50
197408  -8.21  -8.23  -7.68 -11.30  -9.32  -7.54
197409 -10.38  -7.89  -8.01 -11.52  -6.54  -9.35
197410  12.11   7.69   6.66  21.52  12.06   9.18
197411  -5.98  -5.75  -6.56  -3.29  -3.65  -4.76
197412  -9.32  -7.61  -9.49  -4.36  -3.80  -4.78
197501  33.17  30.40  33.53  16.74  22.13  25.50
197502   8.22   5.07   3.32   7.03   1.90   3.17
197503  10.26   7.96  10.97   5.04   4.24   6.88
197504   5.42   4.47   1.57   6.01   2.57   4.74
197505  10.07   7.40   7.56   6.19   4.84   5.82
197506   8.05   8.13   7.87   5.54   6.62   7.31
197507   0.05  -0.23   0.23  -7.31  -4.78  -4.68
197508  -5.02  -5.06  -6.32  -4.34  -3.16  -2.12
197509  -3.60  -3.79  -3.27  -5.21  -3.58  -3.94
197510   0.79   1.56   1.19   6.52   5.18   2.64
197511   0.81   1.97   2.55   2.80   3.10   3.71
197512  -1.44  -1.18  -0.82  -1.78  -0.28   0.53
197601  19.27  18.60  23.18  11.75  15.25  19.44
197602  11.69  10.84  14.47   0.17   2.12   5.91
197603   1.75   0.93   2.10   1.40   1.16   1.43
197604  -0.72  -0.97  -1.30  -1.81  -0.74  -1.48
197605  -2.36  -2.33  -2.80  -2.39  -1.37  -0.21
197606   2.32   2.43   2.37   4.68   4.95   6.09
197607  -0.54   0.49   0.33  -0.83  -0.22  -0.90
197608  -3.32  -1.94  -1.04  -1.65  -0.22  -1.99
197609   1.54   2.01   1.65   1.66   2.61   2.55
197610  -4.04  -2.20  -1.85  -2.90  -2.23  -1.58
197611   2.88   2.55   2.24   1.33   2.38   2.59
197612  10.91   9.69   9.91   5.31   7.47   8.42
197701   4.16   3.87   4.78  -6.52  -1.80   0.35
197702  -1.21  -0.43   0.71  -2.92  -2.28  -2.34
197703   0.82   0.57   1.00  -1.28  -0.19   0.52
197704   0.82   1.31   1.89  -0.62   1.89   3.09
197705   0.02  -0.12   0.62  -1.36  -1.17  -1.08
197706   6.02   5.23   5.32   5.84   4.35   4.21
197707   0.89   1.08   1.49  -1.34  -1.68  -2.58
197708   0.21  -0.44  -1.29  -0.70  -2.81  -3.04
197709   0.92   1.07   1.72  -0.74   0.06  -0.08
197710  -3.11  -2.17  -1.53  -4.47  -3.25  -4.04
197711   7.87   7.78   6.97   5.41   4.95   5.83
197712   2.93   1.70   2.08   0.40   0.07  -0.25
197801  -0.81  -1.92  -0.62  -5.83  -5.56  -4.54
197802   2.48   2.68   3.28  -2.37  -0.88  -0.12
197803   7.32   6.86   6.79   4.92   3.87   4.18
197804   8.85   8.21   7.18   9.29   6.47   6.90
197805   8.52   6.78   7.12   3.47   1.76   3.32
197806   1.27   0.24   0.59  -1.42  -0.81  -1.06
197807   6.04   5.15   4.84   5.71   4.44   7.51
197808  10.58   9.18  10.03   5.14   3.71   4.99
197809   0.33   0.15   0.03  -1.92  -1.13  -2.01
197810 -22.87 -19.07 -19.20 -14.16 -11.73 -14.83
197811   6.82   4.41   3.94   3.84   1.97   3.02
197812   1.94   0.95   1.25   1.37   0.06   0.75
197901  10.55   9.41   9.92   6.10   5.36   6.69
197902  -2.18  -2.36  -2.09  -3.87  -3.70  -4.46
197903  10.24   7.52   7.55   7.39   6.02   8.43
197904   2.64   3.09   2.78   0.68   0.29   0.87
197905  -1.52  -1.39  -1.46  -2.30  -1.56  -1.56
197906   6.57   4.44   3.89   4.35   5.76   5.04
197907   2.09   2.13   2.92   1.83   2.55   3.71
197908   7.91   7.29   7.35   7.32   5.29   5.54
197909   0.66  -0.69  -1.26  -0.42  -0.59  -2.11
197910 -10.38  -9.74 -10.34  -7.84  -8.43 -10.01
197911   7.80   6.31   5.05   8.06   5.24   5.82
197912   8.85   6.01   5.45   3.65   2.19   2.34
198001  13.06   8.23   8.99   5.55   4.73   4.12
198002   0.07  -1.47  -2.90  -3.08  -3.44  -5.81
198003 -19.05 -15.94 -16.25 -11.48 -11.15 -11.14
198004   5.44   5.13   4.35   5.44   6.63   6.04
198005   7.14   6.43   7.61   7.22   6.47   7.54
198006   3.67   4.28   4.29   3.72   3.38   2.24
198007  12.43   9.69   7.96  11.61   6.07   5.88
198008  10.72   6.14   5.09   4.09   1.15   1.45
198009   5.58   3.79   3.62   5.06   1.40   1.35
198010   6.70   3.21   3.28   2.14  -0.02  -0.59
198011   9.99   3.86   2.98  12.09   5.38   4.03
198012  -5.07  -3.39  -2.20  -3.14  -0.87  -1.06
198101  -1.21   2.30   2.05  -5.31  -0.82  -1.06
198102  -0.91   1.15   1.09   1.46   1.67   1.63
198103   8.12   8.04   7.51   6.46   7.12   7.60
198104   4.02   3.94   4.34  -0.22  -0.32   1.16
198105   3.99   2.69   2.25   1.64   0.97   1.34
198106  -2.96   1.45   2.01  -4.18   0.66   0.24
198107  -3.44  -2.21  -1.58   0.22  -2.03  -2.24
198108 -10.28  -6.59  -5.20  -8.14  -6.38  -4.11
198109 -11.35  -7.27  -6.30  -7.78  -5.87  -4.14
198110   9.38   6.92   5.61   9.59   5.39   4.87
198111  -0.02   3.32   3.59   2.86   3.15   4.54
198112  -3.07  -1.27  -1.04  -2.94  -2.01  -3.83
198201  -2.37  -1.80  -0.82  -4.96  -3.19  -1.86
198202  -6.26  -2.86  -1.83  -7.48  -4.64  -1.26
198203  -1.93  -0.58   0.15  -3.29  -0.45  -0.29
198204   6.35   5.91   4.54   5.52   4.64   3.81
198205  -2.51  -1.65  -1.33  -4.87  -4.61  -4.17
198206  -4.77  -2.11  -1.60  -5.03  -1.23  -2.84
198207  -2.39  -0.87  -0.92  -1.86  -3.06  -3.60
198208   5.51   5.69   5.04  12.03  10.60  11.53
198209   2.04   3.68   5.28   2.36   2.26   1.73
198210  14.91  12.16  11.60  15.32  12.59  10.56
198211   9.57   9.63  10.32   7.38   4.81   3.35
198212   2.77   2.15   1.61   1.07   0.41   0.80
198301  13.20   7.12   7.42   3.55   2.60   3.61
198302   4.27   5.86   6.72   3.62   2.84   2.85
198303   3.49   5.62   6.54   3.26   3.89   3.30
198304   7.86   7.41   8.74   4.66   7.10   5.91
198305  12.57   7.93   7.30   3.80   2.19   1.58
198306   5.86   4.17   3.40   4.87   3.00  -0.14
198307  -4.21  -0.92   1.47  -5.00  -3.08  -1.51
198308  -5.05  -3.15  -1.05  -2.18  -1.02   0.83
198309  -0.43   1.69   1.65   2.68   2.86   2.31
198310  -8.13  -4.98  -3.01  -6.94  -1.93  -1.42
198311   4.37   3.72   3.06   6.41   2.98   1.23
198312  -3.04  -0.47  -0.76  -2.16  -1.19  -1.96
198401  -1.26   0.69   1.51  -6.87  -2.78   1.19
198402  -7.28  -5.43  -4.24  -6.46  -5.62  -3.58
198403  -0.61   0.71   2.30   0.95   1.99   0.26
198404  -2.70   0.09  -1.08  -0.43   0.04  -1.52
198405  -5.72  -3.42  -3.16  -6.00  -5.08  -4.27
198406   1.66   2.50   0.82   4.39   3.83   0.45
198407  -5.82  -3.15  -1.62  -3.27  -2.36  -1.64
198408  11.11   8.87   8.73  13.77  10.66   9.70
198409  -1.99   1.31   2.05  -3.65  -0.53   3.47
198410  -2.83  -1.28   0.88  -1.28  -0.46   2.11
198411  -4.76  -1.87  -0.97  -3.52  -0.81   0.70
198412   0.11   0.92   1.97   2.96   2.60   2.52
198501  14.97  13.18   8.85  12.72   8.96   6.27
198502   4.59   4.87   3.63   0.24   2.00   1.41
198503  -3.50  -1.56   0.65  -4.09   0.06   2.18
198504  -2.51  -0.36   1.01  -2.52  -1.13   1.24
198505   2.24   3.75   2.75   4.94   6.88   4.84
198506  -0.40   0.89   2.54   1.57   1.52   2.77
198507   2.32   2.43   1.35   0.55   0.14  -2.34
198508  -1.61  -0.61  -0.10  -1.55  -0.87   0.13
198509  -6.80  -4.60  -4.18  -5.48  -3.46  -5.33
198510   1.32   3.03   3.21   3.99   4.86   5.94
198511   5.80   5.49   6.61   8.46   6.68   4.90
198512   3.07   4.02   3.71   3.79   4.09   4.16
198601   3.12   3.00   3.77   0.69   1.09   2.75
198602   4.79   6.04   8.34   7.37   7.66   8.15
198603   3.28   5.52   6.46   4.77   6.14   5.01
198604   1.55   1.40   0.85  -0.06  -0.58  -2.26
198605   2.88   3.41   3.18   6.37   4.69   4.45
198606  -0.74   0.49   1.81  -0.68   1.56   2.27
198607  -9.67  -8.07  -5.53  -7.88  -7.39  -2.88
198608   1.03   2.85   1.32   6.28   6.63   6.34
198609  -7.33  -6.00  -4.60  -8.95  -7.22  -8.26
198610   2.28   2.63   2.61   6.92   5.74   3.43
198611  -0.91  -0.04   0.00   1.20   1.15  -0.75
198612  -3.86  -2.53  -3.41  -3.51  -3.19  -3.18
198701  10.91  10.44  10.77  15.06  12.57   9.44
198702   8.48   6.71   6.20   8.07   5.61   2.52
198703   1.77   1.94   3.08   1.46   2.02  -1.32
198704  -3.48  -2.77  -2.89  -2.17  -2.90  -4.45
198705   0.16  -0.32  -0.21   1.24  -0.10  -0.97
198706   1.54   3.66   2.52   3.84   5.27   4.34
198707   2.98   3.21   2.58   4.89   5.12   1.24
198708   1.62   2.54   3.30   3.34   3.05   3.99
198709  -1.61  -1.02  -0.93  -2.88  -1.89  -2.80
198710 -30.61 -28.67 -25.77 -27.40 -23.95 -18.56
198711  -6.55  -4.59  -3.18  -7.40  -6.44  -5.46
198712   4.21   5.09   3.38  11.51   9.41   3.07
198801   6.94   6.59   6.22   2.01   5.23   8.62
198802   6.18   8.23   7.01   8.38   7.13   3.08
198803   4.68   4.79   3.97  -0.43  -0.13  -2.57
198804   1.78   1.36   1.80  -0.62   0.33  -0.44
198805  -2.58  -2.11  -1.42  -1.41  -0.47   1.37
198806   6.61   6.50   5.14   7.00   5.25   6.80
198807  -1.40  -0.12   1.05  -3.13  -1.56  -1.30
198808  -2.49  -1.91  -1.59  -2.68  -2.57  -1.53
198809   2.71   2.57   2.94   3.12   3.86   3.55
198810  -1.86  -0.25  -0.14  -0.27   1.53   0.77
198811  -4.25  -3.19  -3.86  -1.99  -3.13  -2.77
198812   3.72   3.18   3.30   2.86   2.25   0.94
198901   5.07   4.34   5.87   5.95   5.92   5.78
198902   0.41   0.59   0.67  -1.51  -0.64  -0.79
198903   2.10   2.25   2.46   0.14   1.79   1.58
198904   3.59   2.99   3.81   5.96   4.11   4.27
198905   3.74   3.18   3.23   5.00   2.98   4.13
198906  -2.16  -0.82  -0.70  -1.93  -0.44   0.09
198907   3.54   3.31   2.75   7.26   7.36   6.09
198908   1.07   1.95   2.57   2.17   2.43   3.84
198909   0.06   0.12  -0.08  -0.51  -1.06  -1.11
198910  -4.21  -5.59  -5.30  -4.22  -3.47  -5.24
198911  -0.88  -0.79  -1.82   1.68   1.19  -0.15
198912  -1.03  -0.29  -2.53   1.75   2.11  -0.22
199001  -6.58  -6.38  -5.91  -7.30  -7.54  -8.31
199002   1.69   1.88   2.30   1.82   0.90   1.91
199003   3.79   2.32   3.05   3.04   3.12  -0.14
199004  -1.77  -2.61  -3.90  -3.45  -3.79  -6.05
199005   5.68   4.85   2.26  10.49   8.27   7.36
199006   1.75   0.20  -0.81  -0.85  -0.64  -2.55
199007  -3.84  -3.30  -3.81  -1.92  -2.24  -2.57
199008 -12.94 -12.84 -12.36  -9.43 -10.78 -11.44
199009  -8.23  -7.58  -9.16  -6.89  -5.95  -8.83
199010  -6.80  -4.84  -6.18  -2.59  -2.23  -3.87
199011   5.33   3.92   4.27   8.43   8.49   9.95
199012  -0.15   2.16   1.83   3.69   4.18   4.64
199101   9.48   8.31  10.53   6.19   5.87   7.98
199102  12.52  12.96  13.06   8.84   7.12   7.71
199103   9.78   7.28   6.80   2.72   3.00   3.32
199104   1.54   1.53   2.87  -1.10   0.70   2.25
199105   3.05   3.18   2.55   4.55   3.80   4.67
199106  -3.51  -3.52  -3.40  -5.13  -4.33  -4.43
199107   4.31   2.38   3.30   5.13   3.56   5.61
199108   2.48   3.18   2.77   2.70   2.31   3.39
199109   1.33   0.50  -0.11  -2.15  -0.76  -0.40
199110   3.37   2.38   1.14   1.34   0.74   2.26
199111  -2.79  -2.00  -2.77  -3.13  -4.27  -5.47
199112   4.17   5.11   4.69  11.50   9.65  10.14
199201  14.02   9.76  13.73   0.37   0.89   3.07
199202   3.31   3.79   6.35   0.62   1.72   3.72
199203  -2.59  -2.31  -0.28  -3.44  -1.90  -2.19
199204  -4.53  -4.01  -3.10  -1.05   1.52   1.64
199205  -0.44  -0.01   0.54   0.89   0.13   1.05
199206  -5.39  -4.46  -4.11  -2.92  -2.50  -1.12
199207   1.93   2.07   2.77   4.42   4.37   4.28
199208  -2.52  -2.14  -1.61  -1.60  -1.84  -2.73
199209   1.09   1.79   1.61   1.51   1.70   2.06
199210   2.52   3.12   2.38   4.14   1.50   1.98
199211   9.01   7.41   7.17   4.73   4.57   4.25
199212   2.77   3.69   4.97   0.83   2.11   3.97
199301   5.63   4.90   6.51   0.38   0.94   2.04
199302  -3.65  -2.39  -0.13  -2.22  -0.35   2.20
199303   2.44   2.41   2.56   3.21   2.92   3.01
199304  -3.41  -2.43  -2.08  -3.66  -2.67  -2.53
199305   5.20   4.13   2.78   5.00   2.74   0.70
199306   0.78   0.21   1.24  -0.95   0.02   1.73
199307   0.33   0.96   1.64  -0.70  -0.28   0.89
199308   3.73   3.51   3.57   4.93   2.95   3.23
199309   2.93   2.46   2.48   1.28  -0.02   0.32
199310   4.48   3.07   4.14   1.48   1.11  -1.36
199311  -1.97  -2.19  -1.59  -1.57  -1.83  -4.20
199312   1.03   2.92   1.68   4.02   3.20   2.39
199401   4.09   3.68   4.24   3.77   1.94   1.97
199402  -0.30   0.32   0.17  -0.89  -1.81  -2.39
199403  -4.63  -3.99  -4.11  -5.28  -4.46  -3.51
199404  -1.49  -0.46  -0.30  -0.16   1.09   1.05
199405  -1.57  -0.58   0.65  -0.54   0.20   0.17
199406  -3.54  -2.41  -1.48  -4.33  -1.64  -2.68
199407   1.41   1.05   0.90   3.84   2.56   2.61
199408   4.83   3.33   3.62   6.77   4.18   2.43
199409   2.18   0.83   0.89  -0.81  -2.47  -3.93
199410   1.58   0.34  -1.16   2.18   0.70   0.18
199411  -4.05  -3.39  -3.46  -5.64  -3.92  -4.12
199412  -1.27   0.10  -0.94   1.36   1.68   0.70
199501   2.62   2.23   2.91   0.41   1.38   4.37
199502   2.67   2.68   3.30   4.83   4.59   4.50
199503   2.04   1.06   1.31   3.52   2.23   0.67
199504   2.40   2.58   2.31   0.79   1.36   2.11
199505   1.11   1.42   2.29   2.35   2.42   4.85
199506   5.90   3.58   4.19   5.18   1.99   1.95
199507   6.54   4.89   5.26   6.50   3.42   3.85
199508   3.23   2.17   3.64   0.36   0.77   2.91
199509   2.20   2.32   2.31   2.50   2.07   3.47
199510  -5.55  -3.89  -2.80  -2.47  -1.67  -1.19
199511   1.76   1.94   1.45   5.30   4.47   4.86
199512   0.05   1.34   1.54  -0.43   0.73   1.71
199601   0.85   0.99   2.06   0.71   2.14   1.96
199602   3.69   2.85   2.29   3.37   2.18   1.28
199603   3.27   2.72   2.73   1.93   1.52   0.58
199604   8.48   4.75   4.88   5.03   2.43   0.21
199605   8.04   4.78   5.63   1.26   1.59   1.30
199606  -4.45  -2.13  -1.70  -4.58  -0.68   0.08
199607 -10.20  -5.89  -5.44  -8.10  -5.11  -4.34
199608   5.23   3.81   4.51   5.97   3.96   4.32
199609   3.14   2.83   2.80   6.29   3.75   3.81
199610  -3.34   0.01   0.79  -2.19   1.12   2.50
199611   1.99   3.16   4.19   5.05   6.27   7.51
199612  -0.43   1.95   1.68  -1.91  -0.51   0.15
199701   6.22   4.51   5.15   2.72   3.30   3.58
199702  -4.32   0.33   1.44  -3.07   1.47   1.69
199703  -5.94  -2.62  -2.21  -6.18  -3.44  -4.26
199704  -3.40  -0.76  -1.78   1.17   3.11   3.49
199705  11.78   8.87   7.72  12.66   6.37   7.07
199706   4.23   5.20   5.59   2.78   3.73   3.92
199707   5.02   5.17   5.69   6.82   7.11   7.20
199708   3.78   3.87   3.67  -0.63  -1.61  -1.78
199709   8.02   8.59   9.26   4.90   5.67   6.17
199710  -2.88  -1.11  -1.04  -5.50  -2.96  -3.07
199711  -2.31  -0.29  -0.49   0.28   3.03   2.66
199712  -3.63   0.45   0.84  -0.02   3.76   3.73
199801   0.59  -0.65   0.13  -1.21  -0.59  -1.98
199802   6.85   6.02   5.93   9.51   7.35   6.89
199803   4.69   4.17   4.69   4.39   3.99   5.70
199804   2.13   2.25   3.30   0.93   0.24  -0.01
199805  -5.86  -3.35  -2.93  -5.36  -3.05  -3.22
199806  -2.53  -2.62  -2.17   0.35  -0.09  -0.06
199807  -6.90  -5.98  -6.12  -5.70  -4.09  -6.25
199808 -20.67 -17.40 -16.86 -19.13 -15.89 -15.07
199809   5.33   3.24   1.44   7.91   5.62   2.61
199810   3.37   3.11   3.14   8.55   7.77   6.10
199811   6.53   5.74   5.99   5.02   4.41   4.36
199812   3.01   2.76   0.79   7.32   4.20   1.83
199901   7.08   1.14   5.21  -0.42  -3.22  -1.60
199902  -7.43  -4.53  -5.03  -5.05  -3.04  -3.39
199903  -3.10  -3.23  -4.05   2.28   0.85   3.19
199904   7.98   8.47   8.37   6.12  10.15  10.79
199905   4.88   2.96   3.74   2.93   0.46   1.60
199906   4.68   3.63   3.92   5.02   3.25   0.24
199907  -0.26   0.87   1.26  -2.97  -2.43  -2.77
199908  -4.45  -2.87  -2.94  -2.72  -4.75  -5.58
199909  -1.77  -2.28  -3.65  -0.89  -3.95  -3.97
199910  -1.80  -1.54  -2.52   4.24   3.67   1.87
199911  11.46   4.49   5.37   5.13  -1.38  -1.29
199912   8.79   2.63   2.59   8.79   0.11   3.03
200001   5.47   0.65   3.06  -4.97  -5.08  -8.50
200002  16.01   4.17   5.72   4.84  -6.51  -7.11
200003  -1.76   1.39   0.84   9.72  12.33  16.35
200004 -10.74  -2.80  -2.77  -2.52  -0.04   2.23
200005  -7.46  -3.19  -3.76  -1.80   1.65   0.59
200006   8.22   5.10   3.48   4.10  -4.56  -3.73
200007  -3.49   1.35   1.57  -3.52   3.03   5.68
200008   6.85   3.85   5.03   9.71   6.09   8.80
200009  -4.74  -0.38  -1.05  -4.99   0.32   3.22
200010  -5.83  -2.82  -3.36  -2.76   2.07   0.47
200011 -12.11  -3.76  -4.61 -11.64  -0.76  -1.68
200012  -1.64   2.83   3.02   4.49   9.34  12.52
200101  28.17  12.36  16.39  10.80   1.76   2.20
200102  -7.00  -1.09   0.20 -12.46  -0.98   0.20
200103  -5.35  -1.30  -2.18  -9.77  -2.39  -4.05
200104   7.76   3.84   3.58  15.34   6.07   7.20
200105   7.02   6.97   8.42   1.45   3.46   1.97
200106   3.51   3.97   3.06   0.56  -0.53  -1.18
200107  -2.29  -0.59   1.86  -2.64   0.57   1.20
200108  -3.25  -0.30  -0.49  -6.35  -2.27  -4.19
200109 -12.95  -8.29 -10.44 -13.36  -9.02 -17.02
200110   8.72   4.44   3.95   8.61   2.43   5.87
200111   7.44   4.89   6.20   9.80   6.98  10.64
200112   8.19   5.24   5.57   3.73   4.62   6.71
200201   0.86   2.42   4.17  -1.78   0.89   0.66
200202  -4.28  -0.97   0.07  -4.34   1.17  -0.34
200203   8.83   8.38   8.57   7.76   6.00   8.81
200204  -0.37   4.23   5.95  -4.26  -0.30  -2.73
200205  -2.81  -1.39   0.06  -2.75  -0.86  -1.07
200206  -7.47  -2.93  -2.24 -10.38  -6.38  -6.60
200207 -14.09  -9.52 -10.17  -9.72  -7.98 -10.13
200208   0.39   0.65   0.55  -0.41   1.34   1.92
200209  -7.41  -4.91  -4.70  -9.23  -8.54 -10.65
200210   4.90   1.79   1.36   7.96   3.15   1.88
200211  11.22   6.54   5.86   8.38   5.61   5.78
200212  -4.75  -1.47  -0.51  -5.80  -2.92  -0.73
200301  -0.56  -0.63   0.26  -2.30  -3.00  -2.54
200302  -3.63  -3.28  -0.96  -2.44  -2.82  -2.30
200303  -0.11   0.89   0.51   0.83   1.22   1.50
200304   8.84   7.38   6.84   8.54   8.03   9.22
200305  13.29   6.98   7.85   8.80   6.87   9.73
200306   4.00   4.01   4.75   1.26   1.15  -0.27
200307   7.46   5.86   6.70   3.84   2.50   2.27
200308   5.61   3.38   3.47   5.35   2.32   3.04
200309  -0.45   0.61   2.21  -2.75  -1.12  -0.17
200310   8.20   6.94   7.79   7.52   6.24   8.24
200311   4.12   4.40   3.69   1.83   2.74   3.30
200312   3.40   2.14   4.16   3.34   3.39   2.96
200401   4.49   3.00   5.22   1.57   2.12   1.18
200402   0.39   2.12   1.65   2.45   2.59   3.33
200403   0.97   1.30   1.02  -0.50   0.10   0.13
200404  -2.79  -1.93  -2.24  -1.29  -1.86  -3.85
200405   0.68  -0.37  -0.48   1.54   1.05   1.47
200406   3.38   3.78   3.27   2.84   2.10   2.17
200407  -6.84  -3.40  -3.77  -6.47  -3.50  -1.97
200408  -1.74  -0.34  -0.09  -2.04   0.40   1.42
200409   5.50   3.31   4.22   4.04   1.95   3.08
200410   2.25   1.70   1.92   3.02   1.44   1.53
200411   9.35   7.70   8.25   5.35   5.70   6.39
200412   5.86   3.51   3.92   4.05   3.72   3.76
200501  -3.38  -2.38  -1.56  -3.35  -1.25  -1.20
200502   1.74   0.19   1.38   2.20   1.89   3.05
200503  -2.16  -2.05  -1.66  -1.60  -0.31  -1.08
200504  -6.06  -4.55  -4.50  -3.51  -3.58  -2.73
200505   5.79   4.60   4.19   5.87   4.02   4.93
200506   3.44   3.28   3.66   0.57   1.70   4.04
200507   7.17   5.40   6.65   6.26   4.26   4.73
200508  -1.28  -1.38  -1.27  -1.07  -1.33  -1.08
200509   0.66  -0.09   1.01   1.19  -0.12   1.45
200510  -3.28  -1.36  -3.02  -2.05  -1.76  -3.38
200511   4.02   3.58   3.58   5.31   3.94   3.72
200512   0.51   0.03   0.70   0.69   0.42   0.70
200601   7.66   6.49   7.39   5.34   3.36   3.89
200602   0.03   0.35   0.03  -0.46   0.31  -0.49
200603   4.86   3.57   4.33   2.66   1.66   1.31
200604   0.53   0.69   1.20   0.46   1.04   1.52
200605  -4.84  -3.19  -3.40  -4.30  -2.35  -3.10
200606  -0.74   0.69  -0.49  -0.54  -0.85   0.13
200607  -3.69  -1.47  -2.28  -3.89  -1.36  -1.56
200608   2.83   1.60   0.98   2.89   2.02   0.11
200609   0.76   1.50   1.21   2.14   2.21   1.35
200610   4.97   4.74   4.53   3.68   3.47   3.92
200611   2.95   2.07   1.68   3.09   2.59   3.18
200612   1.33   0.98   2.59  -0.15   0.68   0.53
200701   1.78   1.01   1.29   2.89   2.55   3.05
200702   0.10  -0.52  -0.05   0.19   0.07  -0.76
