This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative or zero
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
196311  -1.80  -1.89  -0.86  -1.06   0.11  -5.13
196312  -0.45   1.03   0.07   3.02   2.09   0.35
196401   2.18   2.75   2.96   3.07   2.51   2.05
196402   1.57   2.18   2.88   1.77   1.04   0.76
196403   3.30   2.15   3.57   1.45   0.87   3.32
196404  -0.61  -0.88  -0.36  -0.61   1.09   1.22
196405   2.61   0.96   0.88   1.66   0.80   1.30
196406   1.27   1.22   0.75   1.22   1.58   1.54
196407   1.99   1.99   2.77   0.54   2.62   4.42
196408  -0.15  -0.46  -0.74  -2.16  -1.76   0.32
196409   2.94   2.60   2.53   2.01   3.43   3.04
196410   1.17   1.54   1.66  -0.45   2.00   0.31
196411  -0.17  -0.22  -0.63  -0.16   0.52  -2.39
196412  -0.56  -0.50  -1.46   0.82  -0.39   0.34
196501   6.83   4.90   5.62   4.25   2.63   3.80
196502   3.83   3.82   2.45   1.48  -1.39  -0.94
196503   0.78   0.98   0.28  -1.42  -1.85   0.39
196504   4.36   5.08   3.56   3.84   2.00   4.46
196505  -0.33  -1.22  -1.41  -0.30  -0.46  -3.22
196506 -10.35  -8.51  -7.08  -4.74  -4.30  -6.12
196507   3.99   2.77   2.52   2.11   0.66   2.11
196508   7.03   4.66   2.34   3.68   1.18   2.13
196509   4.40   3.52   1.35   3.33   2.72   2.94
196510   6.69   5.75   4.46   2.89   1.39   4.63
196511   5.37   3.54   1.99   1.39  -1.67  -3.90
196512   3.85   2.71   3.13   1.40   0.30   1.31
196601   5.75   5.02   5.41   0.82  -0.19   1.66
196602   2.89   2.27   1.50  -0.72  -2.61  -2.44
196603  -1.96  -1.84  -3.57  -0.47  -3.34  -4.39
196604   6.49   5.08   3.32   3.51   1.56  -1.27
196605 -10.51  -9.56  -7.75  -4.77  -4.91  -7.13
196606   0.63  -0.17  -1.16  -1.18  -1.74  -1.68
196607  -1.22  -1.06  -0.83  -2.37  -0.82  -0.50
196608 -11.60 -10.29  -8.47  -8.23  -7.50  -7.72
196609  -2.22  -1.39  -1.32  -2.36   0.59  -0.15
196610  -2.31   0.71   0.26   2.39   7.52   4.61
196611   8.48   2.09  -1.01   7.01  -1.89  -5.01
196612   3.93   1.06   0.20  -0.57   0.84   0.30
196701  17.52  13.72  14.79   7.81   5.94  10.03
196702   3.81   2.22   1.19   2.92  -0.64  -2.27
196703   7.04   6.81   3.25   4.67   3.16   4.02
196704   5.19   3.98   2.40   6.03   2.35   3.71
196705  -1.44  -1.31  -2.31  -5.25  -4.38  -4.61
196706   9.43   7.08   4.71   2.54   1.75   0.27
196707   7.24   9.28   7.00   3.64   4.05   6.00
196708  -1.30   0.53   0.82  -1.16  -1.47  -0.80
196709   6.65   5.07   2.91   3.83   2.26   2.75
196710  -2.84  -2.24  -3.49   0.28  -4.73  -4.78
196711   1.95   0.21  -0.82   2.06  -0.59  -1.60
196712   9.55   6.60   4.84   2.43   2.87   2.31
196801  -2.11   0.82   4.36  -7.55  -2.51  -0.45
196802  -6.55  -4.17  -2.41  -4.03  -3.19  -2.33
196803  -1.87  -0.54  -1.27   3.46  -1.09  -0.80
196804  17.83  12.11  10.33  11.77   6.34   6.24
196805   9.43   7.70   5.85   3.54  -0.07  -0.16
196806   0.09   1.08   3.20  -0.89   2.74   2.12
196807  -4.64  -2.97  -0.47  -5.79  -1.40   0.83
196808   4.28   4.65   1.02   1.32   1.30   0.61
196809   7.01   6.35   4.61   2.33   5.27   3.91
196810   0.56   2.19   2.68  -2.28   1.73   2.78
196811   7.90   7.38   5.85   6.51   5.14   3.56
196812  -1.22  -1.40  -0.06  -5.00  -4.00  -3.44
196901  -1.15  -1.51   0.05  -2.02  -0.88   0.44
196902  -9.36  -7.32  -6.13  -4.57  -5.54  -4.90
196903   3.63   2.22   0.06   4.12   2.57   2.50
196904   1.70   0.55  -0.48   3.21   1.57   1.23
196905   0.98  -0.65  -0.36  -0.50  -0.04  -0.01
196906 -12.85 -10.75  -8.84  -3.13  -7.34  -6.78
196907 -10.75  -9.24  -6.28  -5.10  -7.84  -5.64
196908   8.67   4.73   0.82   7.33   4.05   1.22
196909  -0.21  -1.26  -3.67  -0.85  -4.08  -3.58
196910   8.99   6.81   5.91   6.20   4.73   3.52
196911  -4.98  -5.47  -4.71  -2.18  -4.20  -4.54
196912  -3.47  -5.65  -5.33   0.38  -1.93  -3.46
197001  -6.96  -4.31  -0.79  -8.07  -9.59  -4.99
197002   3.40   3.13   4.18   3.90   6.58   5.97
197003  -3.29  -1.31   1.21  -2.80   0.38   2.59
197004 -18.76 -12.76  -8.68 -11.08  -9.67  -7.06
197005 -12.45  -9.45  -7.73  -8.91  -5.90  -4.08
197006  -7.44  -6.79  -4.82  -6.68  -2.73  -5.80
197007   8.26   9.06   5.33   4.11   9.60   9.27
197008   5.57   4.86   6.56   4.02   3.59   5.68
197009  12.04   9.72   6.97   6.70   1.18   1.24
197010  -4.76  -4.98  -4.53  -0.72  -2.25  -1.33
197011   1.87   2.26   2.76   4.80   4.34   6.23
197012   9.69   9.70   9.89   4.82   6.96   6.04
197101   9.46  11.98   9.80   4.74   4.79   2.39
197102   4.26   2.47   1.97   1.97   0.04   0.72
197103   8.11   5.07   4.13   5.74   2.63   2.53
197104   4.65   3.19   3.42   3.84   2.92   3.45
197105  -3.83  -5.00  -5.51  -2.90  -4.66  -4.98
197106   0.40  -1.39  -2.33   0.94   0.50  -0.84
197107  -5.01  -4.18  -2.74  -4.76  -3.60  -2.98
197108   4.21   4.28   3.21   4.97   5.76  -1.36
197109   0.38  -0.85  -2.40   0.34  -0.96  -1.34
197110  -6.47  -4.68  -4.37  -3.87  -4.91  -2.64
197111  -2.46  -3.30  -2.26   0.94  -0.69  -1.11
197112  11.95  11.53   8.71   9.93   7.45   7.93
197201   7.81   5.90   6.49   3.25   0.88   0.59
197202   5.37   3.03  -0.01   5.67   1.30  -0.72
197203   0.68  -0.25  -0.23   1.69   1.82  -2.33
197204   0.96   1.75  -0.26   1.23   0.83  -1.22
197205  -0.70  -2.15  -2.44   4.01  -1.12   0.30
197206  -3.36  -2.67  -2.17  -0.88  -3.48  -2.42
197207  -3.91  -2.79  -0.53   1.33  -1.57  -0.62
197208  -0.78   2.12   2.29   0.06   5.78   6.88
197209  -3.30  -3.58  -1.63   0.01  -2.27   0.34
197210  -3.23  -0.81   1.74   0.58   0.59   2.01
197211   5.36   5.87   6.32   1.70   6.84   6.74
197212  -0.27  -1.47  -0.95   3.00   0.07  -0.70
197301  -5.89  -5.26  -3.46  -1.35  -5.52  -0.17
197302 -10.44  -7.51  -3.87  -2.44  -5.08  -5.35
197303  -4.10  -2.58  -1.33  -0.93  -1.43   0.81
197304  -8.94  -5.10  -3.11  -6.20  -5.15  -0.49
197305  -9.52  -8.08  -4.43  -0.56  -2.24  -3.59
197306  -4.48  -3.34  -1.81  -0.32  -2.61   0.11
197307  15.67  12.19   4.49   6.21   2.92   1.31
197308  -4.72  -5.98  -4.50  -3.45  -3.55  -3.84
197309   9.62  12.15   6.79   1.05   9.46   7.65
197310   0.56  -1.73  -0.69   0.86  -1.11  -2.75
197311 -22.27 -19.92 -13.33 -11.05 -12.06 -13.16
197312  -2.14  -1.85  -2.44  -1.51   5.98   1.60
197401   8.13  11.37   9.56  -2.57  -0.91   5.95
197402  -0.56   0.93   1.49  -1.09   0.07   0.54
197403   0.41  -0.28  -0.91  -1.92  -3.14  -3.04
197404  -6.38  -3.50  -5.15  -3.71  -4.83  -7.04
197405  -8.43  -7.36  -7.85  -1.74  -6.10  -4.18
197406  -2.87  -1.74  -3.20  -1.31  -1.81  -3.86
197407  -6.51  -4.07  -2.54 -10.72  -4.18  -3.69
197408  -9.86  -9.06  -7.86 -10.17  -9.18  -7.62
197409  -9.98  -6.76  -5.96 -15.01  -7.77  -5.78
197410  11.87   6.90   4.83  21.76  15.85   6.11
197411  -4.53  -5.42  -4.44  -4.66  -5.10  -4.16
197412  -7.31  -5.63  -6.69  -4.29   0.18  -1.90
197501  25.25  23.55  24.97   9.90  13.05  20.90
197502   5.16   3.20   0.45   9.32   1.70   0.44
197503   7.09   5.43   3.20   2.98   2.61   0.03
197504   5.62   3.31   0.49   5.25   4.94   0.03
197505   8.46   4.93   3.37   5.10   3.37   6.77
197506   5.29   5.55   6.91   3.34   6.02   7.45
197507  -3.49  -2.13  -1.54  -8.72  -4.53  -4.60
197508  -5.46  -4.90  -3.82  -2.85  -2.50  -2.51
197509  -5.27  -2.82  -2.97  -4.96  -3.34  -2.29
197510   2.12   2.57   2.00   6.70   5.43   5.40
197511   1.47   3.16   2.34   2.83   2.48   2.43
197512  -1.23  -1.01  -1.66  -2.77  -0.40   0.23
197601  18.20  17.33  14.88  11.59  12.47  10.95
197602   9.44   7.46   4.60  -2.52   1.56  -0.52
197603   0.27   1.40   0.52   2.80   2.14   2.39
197604  -2.31  -0.42   0.10  -2.49  -0.46   0.93
197605  -2.22  -2.26  -1.89  -1.78   0.05  -3.03
197606   3.77   3.20   1.94   4.86   3.94   4.15
197607  -1.71   0.85   1.92  -1.52  -1.10   1.05
197608  -2.46  -1.15  -0.46  -0.90  -1.51   2.15
197609   3.42   1.96   2.05   1.81   2.62   2.49
197610  -2.66  -1.54  -0.65  -3.09  -2.20  -0.52
197611   4.35   2.65   2.31  -1.08  -0.75   1.47
197612   9.30   9.05   7.91   3.93   7.09   5.75
197701   1.27   0.82   2.24  -7.42  -4.37   0.16
197702  -0.93   0.33  -1.21  -2.33  -2.18  -2.42
197703   1.03  -0.16  -0.27  -1.57  -1.37  -1.13
197704   1.72   2.19   0.59  -1.78   1.23   1.97
197705  -0.29  -0.09  -0.53  -2.76  -2.53  -0.06
197706   7.43   5.00   3.47   6.19   3.75   3.45
197707  -0.61   0.86   1.03  -2.16  -1.67  -1.02
197708  -0.61  -0.68  -1.60  -0.02  -1.76  -4.19
197709   2.36   0.72   0.09  -0.29  -1.39   1.26
197710  -3.54  -1.80  -1.02  -5.01  -4.02  -3.86
197711   9.20   7.04   3.86   5.22   3.45   0.96
197712   3.18   0.89   0.31   0.56   0.07   0.45
197801  -5.10  -3.05  -1.63  -7.44  -6.38  -4.79
197802   2.57   1.37   0.55  -2.75  -2.87  -0.95
197803   6.93   5.58   3.44   2.99   2.11   2.60
197804   9.57   7.81   4.58  11.49  10.38   3.36
197805   7.53   5.11   1.59   3.10   1.13  -1.56
197806   0.28  -0.19  -0.10  -0.68  -2.23  -2.06
197807   7.10   4.54   2.93   7.26   6.36   2.94
197808   8.00   7.50   5.23   4.30   3.05   1.70
197809  -1.90  -1.05   0.23  -2.70  -1.87   1.20
197810 -21.88 -17.07 -12.51 -12.61 -10.04  -7.98
197811   7.90   3.90   1.11   3.83   1.75   1.45
197812   3.35   1.38   0.09   2.43   1.98  -0.29
197901   7.74   7.99   5.90   2.22   4.81   4.65
197902  -2.87  -2.78  -1.53  -5.12  -3.84  -2.84
197903  10.28   7.55   4.20   6.62   6.02   4.37
197904   2.60   2.47   1.07   0.82   0.31  -0.17
197905  -1.85  -1.89  -0.55  -2.63  -2.24  -2.34
197906   5.59   4.96   4.18   5.33   3.36   4.21
197907   2.11   2.92   3.65   2.63   0.67   0.89
197908   8.39   7.02   4.90   7.69   5.65   2.71
197909   0.05  -1.11  -2.10   1.11  -0.29  -0.93
197910 -10.52 -10.58 -10.29  -6.23  -7.43  -6.86
197911  10.19   5.00   3.92   8.98   5.02   1.81
197912   7.02   4.97   1.74   4.20   2.49  -1.37
198001   7.76   6.41   4.24   7.99   5.98   3.14
198002  -1.62  -3.28  -5.12  -1.14  -0.38  -2.04
198003 -19.04 -16.14 -13.49 -12.87 -11.02  -7.94
198004   6.37   5.06   6.80   4.40   3.70   6.36
198005   8.44   7.23   7.16   5.37   4.92   4.45
198006   5.03   3.91   3.22   3.99   3.39   1.82
198007  11.96   9.85   4.92   7.72   6.56   3.09
198008   6.37   4.26   1.22   3.25  -0.12   0.27
198009   4.06   2.60   0.31   7.40   1.56  -1.60
198010   4.01   2.11  -0.09   4.14   0.62  -0.88
198011   8.79   3.57   0.72  17.69   9.97   1.10
198012  -4.00  -1.88  -1.01  -5.92  -2.98  -0.49
198101  -2.15   0.81   2.73  -8.98  -4.18   1.43
198102   0.87   2.15   1.48   0.83   2.18  -0.03
198103   8.79   7.31   5.21   3.68   3.08   3.80
198104   3.72   3.68   2.26  -4.47  -1.90   1.22
198105   3.94   1.64   0.70  -0.26  -0.92   1.00
198106  -3.09   0.87   1.31  -2.03  -0.24   0.65
198107  -3.07  -2.00  -1.60   1.56   0.08  -1.10
198108  -8.68  -5.43  -4.00  -7.34  -6.78  -4.19
198109  -8.58  -6.37  -4.52  -7.28  -6.85  -2.92
198110   8.62   5.86   5.10  10.70   4.29   2.76
198111   2.93   4.71   4.45   3.13   4.91   3.68
198112  -2.08  -0.72  -1.68  -4.20  -2.96  -2.55
198201  -4.96  -3.64  -0.43  -3.68  -3.97   0.41
198202  -5.29  -3.64  -1.49  -7.93  -6.65  -3.29
198203  -1.62  -0.88   0.63  -2.40  -1.14  -0.01
198204   6.45   4.67   3.43   5.67   4.44   2.58
198205  -3.55  -1.43  -2.17  -5.40  -2.93  -3.40
198206  -2.68  -2.23  -1.78  -3.26  -1.93  -1.96
198207  -0.90  -0.93  -1.23  -1.84  -1.85  -3.49
198208   8.32   7.89   7.84  11.02  11.34  11.58
198209   3.38   4.78   4.24   2.04   2.03  -0.10
198210  14.31  11.84  10.53  12.84  11.81   7.92
198211  10.11   7.71   6.43   6.63   3.83   0.69
198212   2.25   0.12  -0.22   0.79   1.47   1.44
198301   5.73   4.49   4.14   2.45   2.04   5.13
198302   6.21   5.83   4.61   3.73   2.37   0.40
198303   6.01   5.30   4.95   3.13   3.36   2.44
198304   7.81   7.26   6.24   5.38   8.13   7.30
198305   5.84   4.72   2.70   2.15  -2.21  -0.50
198306   5.21   3.38   0.98   5.95   4.52  -0.45
198307  -3.07  -0.33   1.95  -5.13  -4.00  -1.21
198308  -4.79  -2.11  -0.54  -1.88  -0.37   3.24
198309   1.88   2.91   5.06   0.39   2.73   0.52
198310  -6.96  -3.50  -0.99  -5.62  -0.99  -0.33
198311   4.72   4.01   3.28   3.60   1.72   0.64
198312  -1.33   0.09  -0.48  -1.70  -0.26  -1.77
198401  -3.47   0.11   1.39  -5.51  -1.80   2.33
198402  -5.83  -4.74  -3.14  -6.26  -4.72  -2.67
198403   0.86   2.22   0.27   2.40   1.69  -0.35
198404   0.16   0.51  -0.47   0.19   0.01   1.24
198405  -5.56  -4.92  -3.80  -6.47  -5.80  -5.14
198406   4.02   1.96   2.05   4.21   2.56   1.48
198407  -3.20  -2.78  -1.07  -2.51  -1.37  -2.22
198408  13.05   9.73   7.28  12.31  10.17  10.12
198409  -0.35   0.78   3.48  -3.00  -0.97   2.49
198410  -1.07  -0.53   2.41  -0.96   1.25  -0.63
198411  -1.87   0.05   1.15  -3.53  -1.25  -0.45
198412   1.46   2.23   2.73   2.83   2.02   2.01
198501  12.26   9.42   7.26  11.47   7.95   5.45
198502   2.85   2.17   0.82   0.71   1.34   1.43
198503  -1.86  -1.10   0.83  -0.51  -0.77   0.94
198504  -1.38   0.40   2.88  -2.22  -1.24   1.50
198505   4.76   3.42   3.93   7.33   5.63   4.49
198506   2.19   2.32   3.66   2.36   0.59   1.55
198507   2.33   2.48   0.22  -0.12   0.61  -2.67
198508  -1.46   0.26   0.11  -1.11  -1.43  -0.16
198509  -5.33  -3.94  -2.95  -5.68  -3.16  -3.58
198510   4.10   4.60   2.05   3.95   4.32   5.24
198511   7.40   6.14   5.39   7.76   8.21   4.06
198512   4.51   3.77   3.18   4.40   4.96   3.65
198601   2.87   1.04   0.71   2.39   1.03  -0.76
198602   7.59   7.98   5.85   8.18   8.01   5.99
198603   4.89   4.72   4.31   5.81   6.04   4.81
198604   1.13   0.32   0.47  -0.69  -1.28  -2.29
198605   5.10   4.57   2.59   5.76   4.93   4.55
198606   1.21   1.11   2.57   1.12   1.76   1.91
198607  -8.46  -6.29  -4.34  -7.28  -6.59  -2.67
198608   2.63   2.92   5.07   4.68   5.78   9.32
198609  -6.44  -4.71  -5.05 -10.98  -8.83  -7.07
198610   3.15   1.66   2.55   6.67   4.86   4.73
198611   0.60  -0.69  -0.22   1.13   1.32   1.73
198612  -1.93  -2.68  -1.67  -1.99  -3.06  -3.23
198701  11.11   9.76   7.80  13.46  13.36  10.68
198702   7.75   5.20   2.09   8.77   4.72  -0.94
198703   1.79   2.44   1.41   0.56   1.93   2.86
198704  -3.33  -2.89  -4.09  -2.17  -1.85  -1.45
198705  -1.16  -0.43  -0.26   1.97  -0.22   0.34
198706   3.22   4.72   3.04   4.51   5.34   4.38
198707   2.91   4.00   2.01   6.28   4.94   2.04
198708   3.72   3.88   2.96   4.55   3.30   3.41
198709  -3.23  -0.84  -2.66  -2.11  -2.58  -2.77
198710 -29.85 -26.17 -18.76 -25.28 -23.18 -15.30
198711  -3.85  -4.02  -2.42  -8.52  -8.25  -7.70
198712   7.73   6.43   1.70   9.43   7.65   3.17
198801   3.53   5.46   5.64   0.73   3.72   9.10
198802   9.22   7.20   4.82   6.91   4.58   0.99
198803   3.95   3.47   0.49  -2.77  -3.21  -2.93
198804   0.29   1.36   1.01  -0.01   0.36   1.21
198805  -0.91  -1.88  -1.10  -0.28  -0.28   1.45
198806   6.86   5.87   4.51   5.75   5.89   1.76
198807  -0.62  -0.26  -0.24  -2.36  -1.49   0.91
198808  -3.17  -2.63  -0.55  -4.31  -3.33  -2.00
198809   3.55   2.40   1.79   4.90   4.36   2.59
198810  -0.47  -0.10   0.40   0.39   2.22   2.81
198811  -2.38  -2.42  -2.13  -2.70  -2.46  -1.20
198812   3.01   2.63   0.53   3.67   1.45   0.36
198901   3.76   4.44   2.77   6.19   7.17   5.55
198902   0.80   1.43   0.26  -2.20  -2.86  -2.20
198903   2.37   1.97   0.35   1.91   1.51   2.77
198904   4.60   3.60   2.46   5.81   4.90   4.03
198905   2.13   3.22   2.55   4.76   3.03   3.45
198906  -0.21  -1.24   0.28  -0.58  -1.19   0.24
198907   4.09   3.78   2.10   8.79  10.51   5.54
198908   3.84   3.01   1.84   0.94   2.32   0.58
198909   0.52  -1.21  -0.97   0.66  -1.14  -0.42
198910  -4.64  -6.09  -5.19  -3.33  -2.39  -2.56
198911   0.90   0.06  -0.74   1.74   2.24   1.03
198912   0.50  -1.32  -1.32   0.23   2.37   2.54
199001  -9.99  -7.16  -6.72  -7.84  -7.69  -5.90
199002   2.94   1.06   1.28   1.46   0.55   1.17
199003   3.52   1.55   1.24   2.98   2.95   0.37
199004  -2.78  -3.73  -4.43  -1.82  -2.42  -3.99
199005   6.45   3.73   1.00  11.21   9.22   6.42
199006   0.74  -0.68   0.08   0.17  -0.60  -1.92
199007  -3.99  -3.66  -4.24  -1.60  -0.04  -0.56
199008 -13.10 -12.33  -8.32  -9.19  -9.41  -8.52
199009  -8.66  -8.33  -6.87  -6.51  -4.41  -4.05
199010  -5.57  -6.46  -4.47  -1.45  -0.99   0.50
199011   7.23   5.55   4.58   7.54   6.06   4.30
199012   5.50   4.51   0.91   4.13   2.56   0.77
199101   7.01   6.12   4.63   5.07   4.60   1.40
199102  10.20  10.06   8.76   8.46   6.30   5.87
199103   5.52   4.70   2.83   3.53   1.66   2.39
199104   0.87   1.70   1.48  -0.33   0.10   0.33
199105   4.88   3.90   2.42   4.02   4.47   1.79
199106  -2.71  -1.76  -2.76  -5.41  -4.32  -3.32
199107   2.96   2.18   4.24   6.22   3.96   3.24
199108   3.70   2.30   3.04   2.51   2.58   1.04
199109   1.56  -0.52  -1.48  -2.52  -2.65   0.59
199110   1.77   0.65   1.35   2.14   1.37   0.67
199111  -4.21  -3.58  -2.59  -1.17  -5.57  -4.51
199112   9.55   7.21   5.25  14.36  12.57   5.89
199201   5.72   6.68   6.62  -1.94  -1.90  -1.71
199202   2.35   3.66   4.80   0.53   1.25   0.04
199203  -1.91  -0.17   0.33  -2.89  -1.51  -1.93
199204  -3.20   0.01   1.02  -0.37   2.27   6.29
199205   0.46   1.56   2.53   1.56  -0.32   0.07
199206  -4.87  -1.80  -0.85  -3.21  -2.54   0.70
199207   3.78   3.21   4.54   4.43   3.00   4.73
199208  -2.82  -1.83  -0.63  -1.82  -3.28  -1.53
199209   2.14   0.92  -0.34   0.80   1.57   0.13
199210   2.88   1.51   0.15   2.82   0.98  -2.25
199211   6.68   5.70   3.03   4.40   4.61  -0.10
199212   3.48   4.14   3.61   0.93   0.97   1.75
199301   3.58   4.47   2.73  -0.22   0.51   0.83
199302  -0.43   0.83   1.64  -1.43   0.22   4.35
199303   2.53   2.80   2.71   2.11   1.77   2.19
199304  -3.62  -2.15  -2.58  -4.73  -2.20  -1.39
199305   2.89   1.45   0.52   3.86   1.92   0.50
199306   1.11  -0.48   1.32  -1.54   0.40   1.76
199307   1.03   2.65   2.25  -0.60  -0.83   0.41
199308   3.65   3.21   2.32   4.43   2.41   3.46
199309   1.86   2.10   1.62   0.58  -1.71  -0.54
199310   0.73   1.57   0.92   2.24   0.90   0.77
199311  -2.61  -2.52  -2.34  -1.94  -0.31  -3.14
199312   4.28   4.32   1.10   1.19   2.30   0.29
199401   2.06   1.75   1.45   3.15   3.05   2.33
199402  -0.54  -0.20  -0.57  -0.41  -3.35  -4.83
199403  -5.02  -4.58  -3.45  -4.37  -4.46  -3.90
199404   0.58  -0.07  -0.31  -0.99   1.55   2.48
199405  -1.36   0.13  -1.21   0.79   1.98   0.04
199406  -2.16  -0.52  -1.07  -3.57  -2.29  -2.27
199407   1.35   1.83   1.28   2.97   3.17   2.88
199408   4.44   3.46   2.45   4.46   3.53   2.80
199409  -0.61  -0.53  -1.13  -3.23  -2.87  -2.40
199410  -2.27  -1.91  -1.02   2.95   1.03   1.54
199411  -4.34  -3.53  -3.25  -4.07  -4.68  -2.95
199412   2.26   2.10   2.58   0.56   2.37   0.02
199501  -0.18  -0.08  -0.52   2.91   1.25   4.65
199502   4.04   3.62   2.46   5.03   4.59   2.10
199503   1.93   0.38  -0.46   2.98   2.68   1.53
199504   1.98   2.47   2.01   1.35   3.25   2.25
199505   1.32   1.68   0.83   3.56   3.37   3.87
199506   3.72   2.56   2.13   5.16   1.78  -0.16
199507   6.10   3.60   2.08   4.93   2.99   1.88
199508   3.45   3.24   1.32  -0.79   0.32   1.41
199509   3.03   1.36   2.92   1.97   5.20   4.64
199510  -4.80  -3.00  -2.26  -1.13  -1.34   0.44
199511   3.20   3.25   2.27   3.33   6.10   3.42
199512   2.11   2.33   0.42  -1.53   1.71   4.19
199601  -0.26  -0.31   0.27   3.45   4.30   1.41
199602   2.86   1.85   0.53   3.70  -0.01  -0.20
199603   4.23   1.15   1.25   0.48   1.92   0.56
199604   4.28   2.16   0.25   2.31   0.41   0.26
199605   3.14   2.99   2.02   3.51   2.24   1.17
199606  -2.40  -0.25  -0.12  -1.25   0.79   1.27
199607  -5.46  -4.96  -2.46  -5.25  -4.42  -3.83
199608   4.43   4.76   2.84   4.07   2.41   0.43
199609   2.71   2.59   2.67   5.57   5.97   2.79
199610   0.36   1.99   1.45   0.67   2.42   4.27
199611   3.89   5.57   4.30   7.51   7.52   5.70
199612   2.67   2.45   2.74  -1.21  -2.59  -0.51
199701   1.98   1.73   1.05   6.01   5.84   4.03
199702  -0.21   2.59   1.82  -1.17   1.79   2.28
199703  -3.25  -2.81  -2.08  -4.05  -4.84  -4.06
199704   0.48   1.36  -0.26   6.86   6.07   2.53
199705   9.87   7.69   6.43   5.73   5.53   5.23
199706   6.40   6.79   4.92   3.33   5.82   3.31
199707   5.32   4.92   4.38   9.27   6.65   5.68
199708   2.30   1.94   2.68  -6.43  -6.40  -2.75
199709   7.60   7.85   5.89   5.27   5.67   5.30
199710  -2.01  -1.05  -0.93  -3.57  -3.05  -1.90
199711  -0.20   1.70   1.95   5.03   3.93   5.34
199712   2.12   4.44   6.37   1.44   3.01   3.52
199801  -1.43  -2.03  -2.98   0.81   0.92  -1.98
199802   7.66   6.76   3.54   8.79   6.10   5.07
199803   4.55   4.31   3.56   4.44   4.59   6.31
199804   1.46   1.35  -0.59   3.55   0.63  -1.68
199805  -3.72  -2.51  -2.35  -2.54  -1.74  -0.97
199806  -1.74   0.39  -0.14   4.79   2.89   1.12
199807  -6.74  -6.18  -5.56   0.47  -3.25  -1.25
199808 -18.24 -15.39 -10.49 -17.69 -14.75  -8.52
199809   5.62   3.34   4.07   4.35   4.30   8.46
199810   3.39   2.46   2.45  10.37   9.31   4.26
199811   4.62   3.45   2.28   8.15   4.86   3.66
199812   2.65   1.89   1.55   8.86   3.07   2.02
199901  -3.58  -2.83  -4.03   4.84  -0.61  -1.64
199902  -6.78  -5.80  -6.54  -2.75  -0.78  -4.23
199903  -2.01  -2.43  -2.17   4.79   2.30  -0.67
199904   7.91   8.72   6.17   2.33   4.76   9.56
199905   3.05   1.25   3.80  -3.75  -2.03  -0.48
199906   4.40   4.66   2.36   6.11   3.52   2.04
199907  -3.10  -1.17   0.94  -3.38  -3.05  -3.52
199908  -5.24  -4.03  -2.82  -0.28  -2.87  -2.69
199909  -1.51  -2.12  -1.95  -3.41  -3.90  -4.89
199910  -2.47  -1.43  -1.14   6.43   7.59   1.12
199911   3.46  -0.97  -1.12   3.04  -1.41  -5.20
199912   3.34  -0.77  -1.66   4.69  -1.05  -3.24
200001  -4.65  -6.01  -4.09  -2.74  -3.74  -4.20
200002   6.48  -1.11  -1.71  -1.70  -9.65  -9.75
200003   2.46   0.95   1.34  11.20  10.36  10.31
200004   0.15   1.42   1.78  -0.96  -0.04   1.57
200005  -0.57  -1.26  -1.53  -0.81   1.95   5.20
200006   4.80   1.64  -0.13   2.13  -3.32  -6.84
200007   0.55   1.73   4.38  -0.80  -0.07   3.94
200008   5.66   4.09   4.10   5.56   3.20   9.82
200009  -1.60   0.43   0.97  -6.16   4.07   2.47
200010   2.04   0.40  -1.27  -1.19   6.56   0.76
200011  -3.69  -1.42  -0.74  -5.99  -1.69  -1.50
200012  12.63   8.71   7.27   2.18   3.85   9.41
200101   2.78   3.55   4.14   1.13  -2.32   0.82
200102  -1.28   1.05   1.58  -8.24  -0.52   0.78
200103  -2.05  -0.16   0.69  -6.95  -3.36   0.24
200104   7.42   3.27   3.38   8.02   3.27   4.36
200105   1.60   2.73   4.38   0.09   2.28   2.48
200106   4.22   5.59   4.07  -2.49  -3.69  -1.40
200107  -0.78   0.25   0.28   0.55   0.75  -0.24
200108  -0.45  -0.10   0.98  -6.86  -3.76  -2.39
200109 -11.09  -9.06  -7.32  -9.45  -3.97  -5.26
200110   3.89   1.46  -0.26   3.85  -1.96  -2.21
