This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative or zero
CF/P are not included in any portfolio.
195911   2.42   1.42   2.17   2.70   1.75   1.94
195912   5.41   3.18   1.88   2.22   1.57   1.44
196001  -5.81  -3.17  -4.60  -6.79  -4.70  -5.50
196002   6.90   0.57   1.75   2.27   1.41   0.54
196003  -3.73  -1.78  -2.85  -0.98  -1.06  -2.91
196004  -1.04  -2.14  -2.23  -0.88  -0.89  -0.93
196005   4.49   2.39   2.41   5.64   2.86   0.35
196006   2.50   1.94   3.29   1.66   3.29   2.37
196007  -4.55  -2.53  -1.33  -4.16  -1.13  -0.70
196008   3.19   2.22   4.00   2.31   3.45   4.95
196009  -7.64  -5.16  -5.96  -6.90  -5.25  -4.70
196010  -6.47  -2.36  -3.35  -2.69  -0.73  -1.14
196011   5.55   4.60   3.90   6.83   5.62   4.83
196012   6.77   3.13   3.36   4.42   5.06   5.05
196101   8.37   7.07  11.15   5.28   6.52   9.19
196102   8.21   6.28   7.46   5.25   5.07   4.69
196103   7.70   6.72   5.43   2.94   4.22   3.34
196104   3.33   0.33   1.62  -0.43   0.06   2.11
196105   3.76   5.16   6.46   4.52   3.68   4.02
196106  -5.32  -3.75  -5.19  -3.54  -2.89  -3.29
196107   1.56   0.79   0.74   1.36   2.79   2.16
196108   0.12   1.46   1.07   4.31   2.97   1.84
196109  -5.40  -3.37  -2.56  -2.03  -1.35  -4.18
196110   2.33   2.52   0.66   1.45   3.64   2.54
196111   8.86   6.78   3.94   4.00   4.44   3.52
196112  -0.83  -0.67   1.64  -1.83  -0.89   2.24
196201  -1.33  -0.51   1.61  -4.78  -2.66  -0.17
196202  -1.00   1.87   2.16   0.77   1.60   2.20
196203   0.69   0.19  -0.24  -0.88   0.36  -1.68
196204  -9.00  -7.51  -6.62  -8.01  -5.00  -6.47
196205 -12.27  -9.48  -9.92 -10.87  -8.96  -7.36
196206 -10.34  -8.02  -6.78 -11.01  -6.88  -6.87
196207   8.64   6.27   5.90   7.12   4.91   5.10
196208   3.46   2.18   4.05   2.02   2.44   2.27
196209  -7.51  -6.42  -6.61  -6.13  -4.63  -4.99
196210  -6.27  -3.88  -2.35  -1.65  -0.14   0.19
196211  15.87  12.85  13.47  14.11  11.51  12.07
196212  -2.97  -1.24  -0.70   0.53   0.77   0.48
196301   9.12   9.33   8.94   4.86   6.22   6.50
196302  -3.05  -1.43  -0.15  -3.02  -1.81  -1.30
196303   0.21   2.02   1.95   1.40   2.47   4.13
196304   2.49   3.05   3.66   4.06   3.86   5.59
196305   3.63   2.82   4.22   2.32   1.79   3.30
196306  -1.44  -2.03  -1.55  -1.14  -1.69  -1.71
196307  -0.25  -0.05  -1.09  -0.20  -1.26  -0.76
196308   3.23   4.41   3.63   6.09   4.96   6.22
196309  -1.51  -0.46  -0.84  -2.41  -1.73  -2.01
196310   0.45   1.23   1.77   2.07   1.07   3.81
196311  -3.88  -1.09  -1.34  -1.16  -0.59   0.19
196312  -0.41  -0.05  -1.35   0.86   1.61   2.48
196401   4.41   3.18   5.44   1.44   0.71   3.24
196402   1.77   2.39   2.44   1.21   2.43   4.12
196403   2.12   2.65   4.88   0.84   3.15   5.82
196404  -1.16  -0.28  -0.54  -0.48   0.76  -0.75
196405   0.58   0.22   0.38   1.32   0.79   2.46
196406   0.66   1.42   1.12   1.71   2.20   1.41
196407   1.40   2.75   4.18   2.48   2.54   2.23
196408   0.10  -0.27  -0.01  -1.43  -0.17  -0.26
196409   3.68   3.77   3.20   3.24   3.17   4.35
196410   1.08   1.88   3.49   1.30   1.12   1.73
196411  -1.21  -0.38  -0.48   0.87   0.68  -0.30
196412  -1.21  -0.42  -1.97   0.47  -0.42  -1.43
196501   8.61   7.45   7.73   5.66   4.57   5.73
196502   2.53   3.34   4.53   1.93   2.80   3.44
196503   1.10   1.62   2.52  -0.55  -0.75  -0.09
196504   3.52   5.72   4.42   2.68   3.25   3.66
196505   0.32  -0.41   0.27  -0.37  -0.79   0.22
196506 -11.03  -8.80  -8.55  -5.91  -6.25  -7.71
196507   2.43   2.89   3.49   2.22   2.43   3.44
196508   6.20   4.52   3.48   4.05   3.92   3.81
196509   4.91   4.40   2.78   2.82   2.50   4.92
196510   7.90   5.91   6.98   2.44   3.40   5.97
196511   4.57   6.23   6.72   1.55   1.84   3.79
196512   6.40   5.19   5.33   1.33   2.66   3.07
196601   9.26   5.91   8.48   0.84   2.32   4.63
196602   7.03   3.29   4.50  -1.00  -0.93   0.87
196603   0.63  -1.40  -1.60  -0.99  -2.40  -1.11
196604   7.15   5.20   5.47   2.26   2.45   3.87
196605 -11.52  -9.39 -10.01  -4.31  -5.86  -7.80
196606   0.02  -1.39   0.32  -1.24  -0.89   0.76
196607  -2.57  -1.71  -0.96  -1.01  -0.95  -1.96
196608 -11.21 -10.35 -10.45  -7.88  -8.29  -8.50
196609  -1.89  -1.58  -1.91  -0.94  -1.45  -1.68
196610  -5.20  -2.93  -2.14   2.89   3.99   2.33
196611   7.44   3.15   2.61   5.48   2.60   2.87
196612   2.90   1.99   0.85   1.51   2.66   1.48
196701  22.26  18.63  20.40   8.66  10.39  13.26
196702   8.51   4.08   4.61   1.52   0.09  -0.11
196703   7.14   6.12   5.72   4.47   5.23   5.73
196704   5.00   3.78   4.75   5.36   3.02   2.99
196705  -0.24  -0.53  -0.24  -3.42  -2.86  -0.97
196706  14.45  10.12   8.97   2.33   2.88   3.85
196707   9.11   8.85  10.34   4.30   6.44   6.43
196708  -0.96   0.71   1.67  -0.86  -0.70   0.99
196709   8.44   7.52   7.22   3.56   2.13   3.36
196710   2.09  -2.22  -2.16  -3.47  -4.15  -4.36
196711  -0.97   0.53  -0.29   2.19  -0.24  -0.42
196712  12.72   8.36   9.10   2.48   4.52   5.39
196801   1.55   3.93   4.92  -5.01  -2.82  -0.90
196802  -8.59  -7.02  -4.62  -4.25  -3.44  -3.92
196803  -1.82  -1.95  -0.49   1.06  -0.60  -0.70
196804  17.49  14.83  16.31  10.89   8.78  11.70
196805  12.24   9.99  12.22   3.17   3.25   4.11
196806   0.16   1.09   2.47   0.70   3.20   0.83
196807  -4.98  -3.07  -1.35  -5.79  -3.23  -1.12
196808   3.82   3.92   4.51   1.11   1.76   2.77
196809   7.73   6.74   8.43   5.42   4.93   6.13
196810  -0.35   0.96   1.53   0.00   1.59   2.07
196811   6.97   7.48   6.95   6.90   7.63   7.17
196812   3.23   0.75   0.29  -3.84  -2.77  -1.54
196901  -0.78  -0.93   0.38  -2.50   0.35  -0.55
196902 -11.33  -8.17  -8.08  -6.66  -6.20  -6.28
196903   2.49   1.23   2.45   2.81   1.04   2.03
196904  -0.32   0.15   0.06   2.99   0.83   0.11
196905   0.58   0.64   0.90  -0.32  -0.71   0.64
196906 -14.18 -11.78 -11.13  -7.62  -7.73  -8.66
196907 -12.39  -9.74  -8.24  -6.76  -6.83  -6.85
196908   5.78   4.44   3.88   8.81   4.62   2.86
196909  -2.75  -3.26  -1.84   0.61  -2.90  -3.18
196910  13.30   9.06   7.19   7.73   7.39   6.06
196911  -7.07  -5.38  -6.07  -2.98  -3.78  -4.85
196912  -9.49  -7.13  -6.90  -1.13  -2.07  -3.64
197001  -3.01  -2.32  -1.67  -9.07  -7.11  -6.62
197002   3.34   2.84   3.72   5.28   6.40   7.24
197003  -5.52  -1.06   0.22  -3.44   0.53   1.00
197004 -21.94 -14.31 -11.92 -14.79 -11.93  -8.90
197005  -9.38  -9.80  -8.17 -11.02  -8.05  -5.29
197006 -11.07  -7.19  -5.79  -6.20  -5.20  -6.30
197007   5.73   5.65   5.32   6.16   8.24   8.86
197008   6.95   5.86   6.87   5.37   5.43   6.36
197009  20.08  13.12  12.71   9.42   4.78   4.16
197010  -9.56  -6.94  -5.40  -2.82  -2.89  -3.22
197011  -3.16   0.23  -0.22   4.20   6.45   4.17
197012   7.40   9.97  10.39   6.62   8.63   9.01
197101  16.45  16.02  15.90   6.07   5.91   7.63
197102   7.18   4.43   4.77   3.10   0.85   1.78
197103   7.07   5.55   5.94   6.62   3.89   3.31
197104   2.55   2.65   2.34   3.83   2.70   3.90
197105  -6.27  -5.20  -5.89  -2.81  -3.89  -3.25
197106  -1.88  -2.20  -2.37   0.68   0.71  -2.02
197107  -7.28  -5.96  -5.28  -4.39  -4.15  -5.37
197108   3.76   4.38   4.36   5.95   4.22   5.20
197109  -0.08  -0.84  -0.05   0.87  -1.18  -2.59
197110  -7.34  -4.85  -5.84  -4.62  -4.08  -6.25
197111  -4.12  -4.16  -3.61  -0.90  -1.22  -1.58
197112  14.31  12.27  12.89  11.38  10.22  10.58
197201  14.60  10.83  12.00   3.04   2.15   3.98
197202   6.09   4.24   3.97   5.16   2.00   2.53
197203  -0.09   0.64  -0.36   0.64   1.16   0.01
197204   0.12   0.03   0.51   0.66  -0.10   0.30
197205  -2.70  -2.81  -2.46   2.02  -1.39   0.19
197206  -3.72  -3.39  -3.21  -2.66  -2.27  -4.91
197207  -4.45  -3.24  -2.34  -2.04  -2.02  -1.57
197208  -1.11   1.50   1.06   0.49   4.91   5.97
197209  -4.35  -3.56  -3.55  -1.85  -2.30  -1.96
197210  -4.04  -1.26  -1.01  -0.72   0.84   1.79
197211   2.53   5.07   6.66   4.40   7.52   8.97
197212  -2.77  -2.39  -2.78   0.99  -1.45  -1.53
197301  -5.47  -4.11  -2.22  -6.67  -6.28  -3.44
197302  -9.89  -7.81  -6.58  -7.62  -5.05  -4.02
197303  -3.77  -3.42  -1.83  -3.52  -1.67  -0.69
197304  -9.83  -6.64  -5.81  -9.49  -5.35  -3.44
197305 -11.22  -8.87  -8.35  -5.79  -4.75  -3.33
197306  -4.50  -3.61  -3.19  -3.67  -3.21  -1.33
197307  17.98  12.56  10.61  12.60   6.12   4.94
197308  -4.68  -5.85  -5.15  -2.82  -2.03  -2.09
197309  10.61   7.74   7.21   8.36  10.12  11.23
197310  -0.96   0.70   0.62  -1.59   0.08   0.47
197311 -22.22 -19.31 -16.89 -17.22 -14.43 -13.05
197312  -4.92  -4.30  -4.43  -0.76   2.41   4.22
197401  15.56  15.99  15.77   1.93   5.65   5.60
197402  -0.73   1.19   2.25  -1.71   1.52   2.36
197403   1.12   1.89   2.12  -1.52  -2.73  -2.16
197404  -6.78  -4.66  -3.71  -6.32  -6.88  -4.75
197405  -8.22  -6.78  -5.95  -6.19  -6.41  -6.61
197406  -3.41  -1.83  -1.85  -3.72  -3.64  -2.90
197407  -6.06  -4.57  -3.81  -8.04  -2.24  -3.45
197408  -8.73  -7.10  -7.34 -10.89  -8.61  -6.42
197409  -9.98  -7.70  -7.72 -11.18  -6.41  -8.23
197410  11.04   8.63   6.75  21.93  12.48   8.38
197411  -5.33  -5.64  -5.97  -2.86  -2.66  -3.79
197412  -9.36  -7.12  -9.11  -4.17  -2.86  -4.49
197501  33.69  30.76  33.80  17.32  21.96  25.35
197502   7.87   5.19   3.86   6.82   3.63   3.45
197503   9.67   9.19  11.22   5.10   4.81   7.67
197504   4.76   4.59   2.45   6.07   2.91   5.16
197505   9.51   7.92   8.03   6.14   6.56   4.27
197506   8.64   8.63   7.90   5.85   7.43   7.21
197507   0.37  -0.59   0.84  -6.83  -4.59  -4.97
197508  -4.86  -4.94  -5.72  -4.40  -2.12  -1.26
197509  -3.86  -3.12  -3.43  -5.12  -2.49  -4.32
197510   0.55   2.15   1.20   6.58   5.48   3.29
197511   1.31   2.47   2.56   3.16   3.58   4.52
197512  -0.92  -1.21  -0.18  -1.26   0.03   0.72
197601  18.94  19.32  23.13  12.17  14.75  20.66
197602  11.64  11.68  14.50   0.51   2.79   6.58
197603   1.72   1.12   2.57   1.80   1.45   1.88
197604  -1.42  -0.60  -0.81  -1.59  -0.47  -1.51
197605  -1.88  -1.85  -2.74  -2.14  -0.71   0.66
197606   2.54   2.44   2.74   4.77   5.53   6.57
197607  -0.01   0.43   0.64  -0.76  -0.06  -0.77
197608  -3.57  -1.08  -0.98  -1.24   0.29  -1.55
197609   1.68   2.17   1.84   1.55   2.85   4.36
197610  -3.50  -1.76  -2.11  -2.65  -1.84  -1.89
197611   2.69   2.64   2.78   1.67   2.91   3.79
197612  10.94  10.28  10.33   5.94   7.74   8.38
197701   3.68   4.47   4.98  -6.34  -1.42   0.79
197702  -0.79  -0.84   1.66  -2.51  -1.87  -1.55
197703   1.09   0.79   1.36  -0.82   0.14   0.72
197704   1.11   1.19   2.03  -0.45   2.20   3.43
197705   0.29   0.65   0.84  -1.22  -0.39   0.00
197706   5.75   5.77   5.85   5.82   4.51   5.38
197707   0.92   1.48   1.74  -0.88  -1.63  -2.58
197708   0.52  -0.45  -0.93  -0.11  -2.24  -2.66
197709   1.45   1.27   1.92  -0.40   0.34   0.31
197710  -3.03  -1.58  -1.65  -4.11  -3.18  -3.38
197711   7.80   8.38   7.24   5.91   5.54   6.77
197712   2.40   2.03   2.88   0.39   0.41   0.78
197801  -1.05  -1.39  -0.16  -5.86  -4.74  -4.97
197802   2.16   3.52   3.59  -1.48  -0.35  -0.01
197803   7.32   7.00   7.19   5.54   3.84   4.92
197804   8.79   8.46   7.55   9.39   6.22   7.99
197805   8.34   7.88   7.90   3.42   2.77   4.32
197806   1.19   0.20   1.30  -0.98  -0.33  -1.10
197807   5.73   5.16   5.22   5.72   4.71   7.57
197808  10.23   9.49  11.05   5.74   4.42   5.28
197809   0.79  -0.34   0.77  -2.08  -0.62  -1.22
197810 -22.63 -18.91 -19.29 -13.33 -12.08 -14.00
197811   6.87   5.18   4.29   3.53   3.44   3.59
197812   1.90   1.71   1.68   1.20   0.56   1.84
197901  10.57   9.79  10.27   5.87   6.28   6.38
197902  -2.37  -2.11  -1.29  -4.06  -2.83  -3.09
197903   9.90   7.95   7.99   6.99   6.69   9.42
197904   2.43   3.26   3.26   1.40  -0.28   1.90
197905  -1.73  -0.96  -0.72  -1.85  -0.57  -1.32
197906   6.45   5.32   4.27   4.13   6.73   5.51
197907   2.41   2.59   2.62   2.53   2.67   3.51
197908   8.06   7.82   7.60   7.43   5.66   7.17
197909   0.60  -0.94  -0.41  -1.14  -0.15  -0.44
197910 -10.26  -9.33 -10.28  -7.98  -8.11  -8.66
197911   8.17   6.53   5.52   7.55   6.56   6.67
197912   8.55   5.64   7.12   3.31   2.40   4.12
198001  12.67   8.47   9.96   4.21   4.79   7.52
198002  -0.56  -1.17  -1.53  -3.84  -3.15  -2.39
198003 -18.84 -15.32 -16.23 -10.04 -10.02 -13.13
198004   5.73   5.56   3.94   6.30   7.45   4.47
198005   7.54   6.86   7.59   7.43   7.39   8.32
198006   3.95   4.81   4.49   3.51   3.91   3.53
198007  12.19   9.29   8.68  12.00   5.60   7.19
198008  10.16   6.30   6.40   4.40   1.26   2.96
198009   5.44   3.73   4.72   4.84   1.85   2.48
198010   6.93   2.90   3.79   1.24   0.61   1.06
198011  10.01   4.08   3.58  11.36   5.15   7.75
198012  -4.54  -2.58  -2.52  -1.90   0.07  -2.86
198101  -0.98   1.78   2.84  -4.25  -0.90  -1.47
198102  -0.60   1.69   1.41   2.15   2.13   2.20
198103   7.62   8.57   8.25   7.64   7.26   7.17
198104   3.78   4.34   4.48   0.59  -0.10   0.63
198105   4.01   2.88   2.89   2.35   1.83   0.99
198106  -2.96   2.27   1.77  -3.93   1.30   0.34
198107  -3.47  -1.78  -1.61  -0.08  -1.77  -1.31
198108  -9.96  -5.87  -5.27  -7.46  -5.33  -4.58
198109 -11.30  -6.75  -6.05  -7.41  -5.23  -4.21
198110   9.70   6.86   5.66   9.54   6.53   4.39
198111  -0.23   3.81   3.73   2.94   4.21   4.81
198112  -2.81  -1.54  -0.29  -2.60  -2.22  -2.49
198201  -2.69  -1.16  -0.44  -4.70  -2.64  -1.99
198202  -6.03  -2.24  -1.56  -6.67  -3.57  -1.50
198203  -1.86   0.00   0.30  -2.69  -0.42   0.75
198204   6.13   5.42   5.36   5.00   5.08   4.81
198205  -2.02  -1.32  -1.20  -4.35  -3.95  -3.37
198206  -4.76  -2.18  -0.89  -5.19  -0.94  -1.47
198207  -2.21  -0.95  -0.69  -1.65  -2.52  -3.71
198208   5.36   6.19   5.36  12.23  11.23  13.07
198209   2.21   4.00   5.26   2.45   3.50   1.17
198210  14.37  12.77  12.26  15.75  12.59  11.07
198211   9.59   9.60  10.92   8.20   4.75   4.28
198212   2.75   2.01   2.64   0.08   1.44   1.71
198301  13.71   7.88   7.64   3.31   2.93   4.48
198302   4.49   5.42   7.40   3.78   3.49   3.46
198303   3.80   5.99   6.73   3.29   4.15   4.19
198304   8.05   8.00   8.21   5.36   6.73   6.36
198305  12.54   8.58   8.63   3.88   2.43   3.04
198306   6.01   4.00   3.70   4.54   2.41   2.30
198307  -4.10  -0.42   1.22  -5.01  -2.98  -1.11
198308  -5.53  -2.28  -1.12  -2.44  -0.66   2.41
198309  -0.34   2.04   1.18   2.64   3.30   2.58
198310  -8.28  -4.27  -3.35  -6.40  -1.46  -1.65
198311   3.94   4.20   2.96   6.45   3.86   1.45
198312  -3.05  -0.33  -0.72  -2.44  -0.55  -1.36
198401  -0.76   0.57   1.83  -6.37  -2.53   1.56
198402  -6.65  -5.56  -3.35  -5.92  -5.07  -3.43
198403  -0.65   1.15   2.42   0.90   2.52   0.83
198404  -2.44  -0.67  -0.39  -0.58  -0.03  -0.54
198405  -5.76  -3.35  -2.70  -6.21  -4.93  -2.81
198406   1.87   2.80   0.41   4.83   3.63   1.17
198407  -5.74  -2.77  -2.24  -3.94  -1.60  -1.69
198408  10.48   9.43   9.64  13.87  11.12  11.32
198409  -2.03   1.49   2.10  -3.15   0.05   2.96
198410  -2.87  -0.44  -0.35  -1.91   0.73   1.48
198411  -5.02  -1.55  -0.79  -3.08  -0.24   1.01
198412   0.15   1.11   2.18   2.97   2.85   2.91
198501  14.53  13.01   9.18  12.41   9.38   6.64
198502   5.35   4.32   4.51   0.86   1.92   2.32
198503  -3.57  -0.64   0.37  -2.83   0.19   2.47
198504  -2.46   0.37   0.21  -2.20  -0.32   0.68
198505   2.25   3.70   3.17   5.23   7.09   5.47
198506  -0.33   1.57   1.29   1.47   1.89   3.10
198507   2.64   2.04   1.68  -0.04  -0.19  -0.59
198508  -1.42  -0.53  -0.03  -1.45  -0.21   0.81
198509  -6.77  -4.39  -4.34  -4.65  -3.95  -4.64
198510   1.19   3.45   2.73   4.80   5.24   5.49
198511   5.73   5.81   6.12   8.14   7.25   5.50
198512   3.54   3.53   3.34   4.44   4.49   3.88
198601   3.67   2.56   3.63   1.46   1.36   2.17
198602   5.57   6.14   7.06   8.05   8.74   7.11
198603   3.43   5.15   6.86   5.75   6.17   4.77
198604   1.65   1.68   1.39   0.72  -0.74  -2.08
198605   3.47   3.67   2.87   6.11   5.65   4.45
198606  -0.74  -0.06   2.32   1.16   1.07   2.47
198607  -9.49  -7.49  -6.80  -8.26  -6.66  -2.11
198608   1.25   2.09   2.84   6.46   6.00   8.57
198609  -7.62  -5.64  -3.87  -8.56  -7.95  -6.63
198610   2.56   2.36   2.64   6.12   5.34   5.20
198611  -1.02   0.00   0.42   0.96   1.03   0.80
198612  -3.72  -2.49  -3.17  -3.21  -2.95  -2.77
198701  11.23  10.88  11.09  14.39  11.84  11.17
198702   8.06   7.13   6.58   7.88   6.28   1.52
198703   2.69   2.27   3.65   1.06   1.26   0.89
198704  -3.08  -2.11  -2.77  -3.02  -2.46  -3.08
198705   0.03   0.22   0.82   0.78   0.52  -0.45
198706   1.44   3.48   3.08   4.38   5.85   3.73
198707   2.59   3.33   3.45   5.14   4.37   3.04
198708   1.75   2.43   2.86   4.20   3.79   2.99
198709  -1.56  -1.11  -0.10  -3.01  -2.18  -1.26
198710 -30.82 -27.44 -27.18 -26.30 -24.59 -18.34
198711  -6.42  -4.74  -2.97  -6.94  -5.90  -5.33
198712   3.69   5.60   3.82  11.15   8.73   5.54
198801   7.11   6.41   6.68   2.22   6.17   7.27
198802   6.30   8.61   6.93   8.56   6.70   5.01
198803   5.10   4.85   4.77  -0.41  -0.31  -1.30
198804   2.25   1.65   1.86  -0.25  -0.30   1.08
198805  -2.31  -1.61  -1.46  -0.68  -0.19   1.91
198806   6.25   6.51   5.53   6.53   6.79   6.08
198807  -0.99  -0.06   1.17  -2.67  -1.35  -1.03
198808  -2.78  -1.54  -1.27  -3.09  -1.15  -1.73
198809   2.26   2.97   2.84   3.32   3.90   3.96
198810  -2.06  -0.73   0.53  -0.04   1.39   1.75
198811  -4.76  -2.93  -3.42  -2.12  -2.41  -1.99
198812   3.95   3.45   3.59   2.84   2.29   2.26
198901   5.17   4.77   6.06   6.30   5.83   6.55
198902   0.88   0.28   0.94  -1.04  -0.35  -0.63
198903   2.20   1.99   3.71   0.35   1.81   2.08
198904   3.67   3.34   3.64   5.68   4.77   4.37
198905   3.45   3.74   3.65   4.96   4.15   4.00
198906  -2.49  -0.53  -0.24  -1.60  -0.25   0.43
198907   3.15   3.21   3.50   8.05   7.01   6.65
198908   1.52   1.95   2.73   2.28   3.05   3.95
198909   0.20   0.56   0.04   0.15  -1.14  -1.01
198910  -4.19  -4.74  -5.54  -3.14  -3.81  -5.32
198911  -0.62  -0.35  -1.41   1.60   1.37   0.63
198912  -1.14   0.04  -1.18   1.78   1.53   1.57
199001  -5.65  -6.44  -5.56  -6.80  -7.26  -8.46
199002   1.65   2.29   2.62   1.36   1.68   2.40
199003   3.19   3.02   3.10   3.70   1.83   1.65
199004  -2.18  -2.32  -2.48  -2.97  -4.36  -5.09
199005   6.20   5.18   3.22  10.52   9.28   7.08
199006   1.12   1.38  -0.50   0.43  -1.24  -1.91
199007  -3.21  -2.98  -3.56  -2.45  -1.68  -1.85
199008 -12.79 -12.11 -11.95 -10.15 -10.33  -9.91
199009  -8.40  -7.80  -8.39  -8.04  -6.17  -6.07
199010  -6.43  -5.61  -5.71  -2.88  -2.52  -1.95
199011   5.25   4.81   3.52   9.85   9.44   7.70
199012   0.30   1.48   1.95   4.76   4.05   4.66
199101   8.86   9.51   9.76   6.88   6.18   7.31
199102  13.55  12.60  12.83   9.33   7.98   7.11
199103   9.01   7.53   7.44   3.52   3.42   2.33
199104   2.22   2.08   2.42  -0.95   1.58   1.49
199105   3.11   2.89   3.18   4.60   4.49   4.67
199106  -3.78  -3.54  -3.22  -5.04  -4.24  -3.89
199107   3.01   1.97   4.70   5.40   4.21   4.79
199108   3.76   2.62   2.35   2.60   3.10   3.34
199109   1.96   0.20   0.10  -1.49  -0.21  -1.54
199110   2.82   2.77   1.43   1.66   1.01   2.57
199111  -2.30  -2.08  -3.04  -2.85  -3.76  -5.92
199112   5.17   4.62   3.83  12.53  10.06   8.82
199201  12.04  10.95  15.32   0.91   0.43   4.42
199202   3.56   3.92   6.80   0.77   2.85   3.68
199203  -2.85  -1.61  -0.36  -3.22  -1.95  -1.60
199204  -5.37  -3.03  -3.57  -1.81   2.39   2.32
199205  -0.10   0.56   0.01   0.75   1.02   0.90
199206  -6.04  -4.32  -3.81  -2.44  -1.56  -2.50
199207   1.73   2.31   2.64   4.25   4.23   5.25
199208  -3.00  -1.33  -1.57  -1.48  -2.22  -1.37
199209   0.78   1.70   2.34   1.86   2.02   1.68
199210   2.87   2.37   2.70   3.89   2.02   1.17
199211   9.22   7.85   7.03   5.98   4.69   3.30
199212   3.20   3.33   4.69   1.66   2.66   3.55
199301   5.97   5.00   7.16   0.17   1.56   2.57
199302  -4.66  -1.34   0.07  -2.46   0.64   3.13
199303   1.74   2.80   3.21   3.02   3.61   2.98
199304  -3.55  -1.92  -1.27  -3.78  -2.89  -1.16
199305   5.00   3.71   3.87   5.04   2.38   2.23
199306   0.56   1.47   0.91  -0.82   0.49   1.78
199307   0.21   2.07   0.92  -0.96   0.50   1.08
199308   3.34   3.63   4.03   4.91   3.64   3.74
199309   3.53   2.90   2.23   1.48   0.19   0.65
199310   4.08   3.40   4.70   2.01   0.01  -0.02
199311  -1.71  -2.28  -1.46  -1.41  -2.23  -3.43
199312   0.87   2.90   1.71   4.04   3.41   2.41
199401   4.49   4.15   4.52   3.50   2.56   1.92
199402   0.03   0.43   0.47  -1.27  -1.24  -2.47
199403  -4.36  -4.09  -4.10  -5.12  -3.98  -3.83
199404  -1.59  -0.39  -0.21  -0.42   1.51   1.47
199405  -1.93  -0.12   0.48   0.33   0.87  -1.16
199406  -3.92  -1.76  -2.02  -4.04  -1.58  -2.06
199407   1.06   1.35   1.06   3.67   2.78   3.19
199408   4.99   3.40   3.51   7.11   4.20   2.75
199409   1.79   1.44   1.03  -0.88  -2.92  -2.56
199410   1.28   0.17  -0.32   1.97   0.90   1.07
199411  -4.20  -3.19  -3.30  -4.36  -4.73  -3.73
199412  -1.18   0.25  -0.88   1.50   1.64   0.82
199501   2.73   2.63   2.98   0.42   1.84   4.12
199502   2.89   3.31   3.00   4.99   5.24   4.53
199503   2.56   1.18   1.40   3.56   2.31   1.15
199504   2.60   2.45   2.81   0.50   1.92   2.74
199505   1.14   2.19   2.00   2.61   3.08   4.35
199506   6.50   3.99   3.92   5.03   2.46   2.05
199507   6.58   5.23   4.91   6.82   3.48   4.02
199508   3.28   3.17   3.04   0.71   1.42   2.46
199509   2.53   2.33   2.26   3.02   2.46   2.52
199510  -4.96  -3.47  -3.75  -1.99  -1.40  -2.08
199511   1.42   2.57   1.15   5.35   4.36   5.64
199512   0.20   1.69   1.18  -0.69   1.85   1.32
199601   1.03   1.01   2.45   1.06   1.91   2.45
199602   3.82   2.47   2.77   3.65   1.84   2.00
199603   3.04   2.58   3.78   1.18   2.07   1.51
199604   7.22   5.39   6.22   4.69   2.35   1.32
199605   7.64   4.83   6.96   2.00   1.52   0.95
199606  -3.90  -2.41  -1.59  -4.14  -0.24  -0.16
199607  -9.68  -5.96  -5.64  -7.91  -4.27  -6.03
199608   4.88   4.07   4.61   5.71   4.58   4.01
199609   3.23   3.05   2.60   6.46   4.39   2.74
199610  -3.10   0.27   0.56  -2.34   1.93   1.84
199611   2.05   3.96   3.39   5.30   6.96   6.51
199612   0.18   1.36   1.76  -1.35  -0.67   0.59
199701   6.34   5.76   4.47   2.60   4.07   2.48
199702  -3.07   0.21   1.16  -1.83   1.34   0.86
199703  -5.96  -2.57  -1.70  -6.64  -3.35  -2.71
199704  -3.10  -0.37  -2.10   1.76   3.29   2.15
199705  11.07   9.02   7.92  12.38   6.94   7.07
199706   3.78   6.31   5.34   3.55   3.96   3.04
199707   4.80   5.72   5.44   8.04   6.70   6.24
199708   3.56   3.70   4.38  -1.51  -0.95  -0.52
199709   8.37   9.09   8.63   5.42   5.65   5.54
199710  -2.60  -0.94  -1.68  -4.82  -3.31  -3.24
199711  -1.30  -0.39  -1.39   0.83   2.82   2.83
199712  -2.68   0.91  -1.18   1.19   3.34   3.17
199801   0.73  -0.45   0.47  -0.53  -1.42  -1.08
199802   6.51   5.85   6.11   9.51   7.95   6.26
199803   4.29   4.16   5.47   4.06   4.37   6.30
199804   2.44   2.35   3.27   1.17   0.48  -0.26
199805  -5.05  -3.06  -3.41  -4.95  -3.31  -2.79
199806  -2.29  -2.29  -2.42   1.82  -0.74  -0.81
199807  -6.43  -6.21  -6.42  -4.50  -5.30  -6.21
199808 -19.95 -17.43 -17.42 -19.54 -15.44 -14.06
199809   5.70   1.95   2.02   7.34   4.81   5.85
199810   3.28   3.23   3.23   8.63   8.42   4.86
199811   6.38   6.37   6.04   5.87   4.84   2.38
199812   2.67   2.85   1.00   7.78   4.15   1.42
