This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative or zero
CF/P are not included in any portfolio.
197212    369    444    425    254    251    155
197301    369    444    422    254    251    155
197302    367    443    422    253    250    155
197303    367    442    421    253    250    155
197304    367    442    420    253    250    155
197305    365    441    416    252    250    155
197306    365    440    416    251    250    155
197307    785    838    791    368    312    153
197308    784    835    791    367    312    153
197309    784    834    788    366    312    153
197310    783    833    787    366    312    153
197311    781    831    784    366    312    152
197312    777    830    784    366    312    152
197401    776    826    782    365    312    152
197402    774    823    781    365    311    152
197403    773    822    778    365    311    152
197404    772    818    777    365    311    152
197405    767    815    775    365    310    152
197406    765    812    768    364    310    152
197407    638    846    982    399    303    122
197408    636    843    977    399    302    122
197409    631    842    975    399    301    122
197410    629    840    969    399    301    122
197411    628    839    968    399    301    122
197412    626    837    964    399    300    122
197501    622    835    963    399    300    122
197502    621    834    961    398    300    122
197503    620    834    960    398    300    122
197504    620    833    957    398    300    122
197505    620    832    956    398    299    122
197506    615    828    950    398    298    122
197507    639    900   1109    365    307    129
197508    636    900   1108    365    306    129
197509    634    900   1106    365    306    129
197510    630    898   1105    365    306    129
197511    628    897   1103    365    306    129
197512    622    893   1099    365    306    129
197601    620    889   1095    365    306    129
197602    618    888   1093    363    306    129
197603    614    886   1089    363    306    129
197604    612    884   1084    363    306    129
197605    611    883   1080    362    305    129
197606    611    879   1078    362    304    129
197607    616    821   1143    319    321    149
197608    615    815   1138    319    321    149
197609    614    815   1132    319    321    149
197610    614    813   1130    319    321    149
197611    612    812   1127    319    321    149
197612    610    808   1124    318    321    149
197701    605    807   1118    318    321    149
197702    604    805   1116    318    320    147
197703    603    803   1113    318    319    147
197704    603    801   1111    318    319    147
197705    599    798   1103    318    319    147
197706    596    797   1102    317    319    147
197707    704    820   1248    317    328    154
197708    702    818   1241    316    328    153
197709    699    814   1236    316    327    153
197710    698    809   1230    316    326    153
197711    698    808   1226    315    326    153
197712    691    808   1220    313    326    152
197801    685    803   1209    313    325    152
197802    684    801   1202    313    325    152
197803    683    796   1199    313    325    152
197804    682    791   1191    313    325    151
197805    677    784   1187    312    323    150
197806    675    776   1173    311    323    150
197807    866    835   1047    282    319    179
197808    858    830   1042    280    317    179
197809    851    829   1037    280    316    179
197810    849    827   1032    279    315    179
197811    848    822   1028    278    314    178
197812    845    819   1023    278    314    178
197901    837    813   1016    278    313    176
197902    833    810   1011    276    312    175
197903    832    807   1007    276    311    175
197904    827    802    999    275    311    175
197905    823    801    996    274    311    174
197906    815    795    990    273    310    174
197907   1080    800    904    260    317    188
197908   1075    798    895    260    317    187
197909   1068    794    893    260    315    186
197910   1065    792    890    260    315    186
197911   1058    789    885    258    315    186
197912   1056    783    880    257    314    186
198001   1048    777    873    256    313    183
198002   1043    776    869    254    313    183
198003   1039    774    864    254    312    183
198004   1034    768    859    254    312    183
198005   1028    764    854    252    312    183
198006   1026    760    851    252    312    182
198007   1070    819    790    273    312    190
198008   1060    817    787    273    311    190
198009   1047    811    785    273    309    190
198010   1044    810    782    273    309    188
198011   1043    803    779    271    309    186
198012   1039    799    776    271    309    184
198101   1032    797    771    270    309    184
198102   1025    794    764    270    309    183
198103   1021    789    760    269    309    183
198104   1015    788    759    265    309    182
198105   1013    786    758    264    307    182
198106   1008    780    753    264    305    182
198107   1131    807    730    268    316    186
198108   1127    803    728    266    314    186
198109   1125    799    725    266    312    186
198110   1122    793    722    265    312    185
198111   1119    790    721    263    312    185
198112   1113    789    715    263    310    185
198201   1110    784    711    263    309    183
198202   1103    780    707    263    309    183
198203   1099    774    705    261    307    183
198204   1097    770    700    259    305    183
198205   1092    765    698    259    305    183
198206   1088    759    694    257    305    180
198207   1326    784    660    256    306    196
198208   1323    780    658    253    305    196
198209   1318    775    653    252    304    196
198210   1313    774    647    252    303    196
198211   1306    772    643    252    301    196
198212   1299    769    640    251    300    195
198301   1288    764    631    251    297    195
198302   1281    759    631    250    296    195
198303   1277    752    630    249    296    195
198304   1274    749    628    249    296    195
198305   1270    747    622    249    296    194
198306   1262    741    621    248    296    194
198307   1085    904    559    257    281    211
198308   1082    897    555    257    281    210
198309   1079    895    552    257    280    209
198310   1077    889    549    257    280    208
198311   1074    886    547    257    280    208
198312   1070    882    545    257    279    204
198401   1066    879    539    257    277    204
198402   1059    873    534    257    276    203
198403   1056    869    530    257    276    203
198404   1050    864    528    257    275    203
198405   1048    858    525    257    275    203
198406   1042    849    522    257    274    202
198407   1396    894    540    230    288    221
198408   1392    891    537    228    287    221
198409   1387    888    531    225    286    221
198410   1382    879    527    223    285    220
198411   1377    871    524    222    282    218
198412   1372    863    521    222    281    217
198501   1364    855    516    221    279    217
198502   1357    843    513    221    277    217
198503   1350    839    511    220    276    217
198504   1343    836    506    220    276    217
198505   1335    829    500    220    275    216
198506   1318    823    496    218    275    215
198507   1279    925    609    239    315    211
198508   1271    921    605    237    314    211
198509   1267    918    601    233    312    209
198510   1259    913    595    231    312    209
198511   1252    908    586    231    308    209
198512   1244    901    585    230    305    208
198601   1238    898    582    230    302    208
198602   1235    891    580    229    302    207
198603   1226    882    577    228    301    207
198604   1217    876    574    227    299    203
198605   1208    872    570    225    298    203
198606   1198    865    566    225    295    203
198607   1129    919    558    233    328    206
198608   1123    914    553    233    326    205
198609   1117    907    551    232    325    204
198610   1109    902    549    230    323    204
198611   1098    896    547    229    320    203
198612   1088    877    526    227    316    202
198701   1079    872    519    227    313    202
198702   1074    868    519    227    311    201
198703   1071    862    515    226    310    200
198704   1069    853    513    225    309    199
198705   1064    850    511    224    309    199
198706   1060    847    507    223    308    197
198707   1139    872    708    223    316    202
198708   1129    866    704    221    316    202
198709   1125    865    698    220    315    201
198710   1121    860    688    219    313    201
198711   1113    854    682    219    311    200
198712   1107    845    681    219    311    198
198801   1101    839    679    219    309    198
198802   1088    834    674    219    309    198
198803   1081    828    666    218    306    196
198804   1074    823    657    218    306    194
198805   1064    816    646    216    306    194
198806   1054    808    639    216    302    193
198807   1101    933    774    274    293    188
198808   1093    926    765    273    293    187
198809   1077    919    757    273    292    187
198810   1071    911    751    272    291    187
198811   1059    904    745    270    290    187
198812   1046    896    736    268    287    186
198901   1038    889    732    267    285    184
198902   1031    883    727    267    285    184
198903   1024    876    721    265    285    184
198904   1021    871    716    264    285    182
198905   1012    863    708    262    283    182
198906   1004    857    700    261    282    180
198907   1126    906    659    219    308    209
198908   1119    900    654    218    305    209
198909   1113    895    650    218    305    209
198910   1106    890    647    217    305    208
198911   1096    881    641    217    305    207
198912   1089    880    638    215    303    207
199001   1081    876    632    212    302    206
199002   1077    874    626    212    302    205
199003   1073    871    623    212    302    204
199004   1066    867    622    212    301    204
199005   1062    862    620    212    301    204
199006   1054    858    614    212    300    203
199007   1009    862    758    259    307    172
199008   1001    860    753    258    304    171
199009    998    859    750    258    301    171
199010    993    854    746    257    301    171
199011    988    851    742    257    299    171
199012    987    848    738    256    299    171
199101    986    845    734    256    299    170
199102    981    843    734    256    299    170
199103    978    842    732    256    298    170
199104    971    838    730    256    298    170
199105    968    838    729    256    297    170
199106    963    836    726    256    297    170
199107    841    744    914    279    316    160
199108    839    743    909    278    316    160
199109    838    742    906    278    315    160
199110    833    741    904    278    315    160
199111    832    738    898    278    315    160
199112    828    738    897    278    314    160
199201    824    736    894    277    313    160
199202    819    734    891    277    313    160
199203    814    731    888    277    313    160
199204    808    728    885    276    312    160
199205    799    728    880    276    311    160
199206    792    725    872    276    311    158
199207    946    739    850    283    319    184
199208    940    736    845    283    319    184
199209    939    735    843    281    319    184
199210    934    734    836    281    318    183
199211    930    733    833    281    318    183
199212    926    733    829    281    318    183
199301    924    730    825    281    317    183
199302    920    729    822    281    317    183
199303    917    726    818    279    316    183
199304    915    726    815    279    316    183
199305    912    724    811    279    316    183
199306    908    723    807    279    316    183
199307   1051    867    860    306    335    201
199308   1047    864    859    306    335    201
199309   1042    862    857    306    335    201
199310   1040    858    855    306    331    201
199311   1039    856    850    305    331    201
199312   1036    853    841    305    331    201
199401   1034    849    840    305    330    200
199402   1028    848    837    305    329    200
199403   1025    844    835    305    328    200
199404   1021    840    829    305    328    199
199405   1017    839    824    305    328    199
199406   1008    837    822    305    328    199
199407   1342   1174   1051    327    354    226
199408   1337   1170   1041    325    352    226
199409   1325   1168   1035    324    351    224
199410   1319   1164   1030    323    351    222
199411   1312   1157   1022    323    351    222
199412   1305   1148   1014    321    350    221
199501   1299   1136   1006    320    350    221
199502   1296   1124   1003    319    348    221
199503   1282   1118    997    318    345    220
199504   1272   1116    993    318    344    219
199505   1264   1111    985    317    341    218
199506   1260   1101    983    316    340    218
199507   1507   1149   1072    412    365    227
199508   1502   1145   1065    412    363    227
199509   1493   1141   1061    410    362    225
199510   1483   1136   1054    409    361    225
199511   1475   1131   1047    408    359    224
199512   1468   1128   1033    407    355    223
199601   1458   1116   1019    404    354    219
199602   1448   1109   1008    402    352    219
199603   1440   1102    998    400    349    219
199604   1430   1094    990    399    347    217
199605   1419   1086    985    399    346    216
199606   1405   1084    980    399    346    216
199607   1574   1204   1031    424    399    216
199608   1563   1196   1021    423    399    215
199609   1555   1190   1014    421    397    215
199610   1543   1186   1007    420    396    215
199611   1530   1181   1005    419    396    215
199612   1515   1176    998    419    392    213
199701   1508   1165    990    416    390    211
199702   1498   1156    987    414    390    210
199703   1491   1146    975    414    389    209
199704   1477   1142    971    413    388    208
199705   1467   1137    965    411    386    207
199706   1451   1127    958    408    381    206
199707   1563   1268    993    461    423    221
199708   1549   1254    989    458    417    218
199709   1537   1248    984    456    414    217
199710   1527   1239    975    452    412    215
199711   1516   1229    965    451    411    213
199712   1496   1207    954    449    408    213
199801   1484   1199    944    448    405    213
199802   1470   1191    936    448    402    212
199803   1455   1177    929    446    399    212
199804   1439   1164    921    444    397    210
199805   1426   1152    916    443    395    208
199806   1410   1147    901    439    391    204
199807   1514   1154   1029    485    381    213
199808   1492   1145   1024    482    379    211
199809   1480   1141   1016    478    376    210
199810   1462   1131   1007    474    369    209
199811   1453   1126   1004    471    367    208
199812   1437   1117    995    469    365    208
199901   1422   1109    982    463    363    207
199902   1416   1097    966    463    362    207
199903   1395   1082    953    462    359    205
199904   1384   1074    943    458    358    204
199905   1373   1066    932    456    356    203
199906   1359   1053    918    453    350    202
199907   1008   1192   1154    504    386    158
199908   1000   1177   1143    500    383    155
199909    992   1165   1129    499    381    154
199910    989   1155   1117    495    375    152
199911    973   1140   1108    489    371    152
199912    966   1123   1094    485    369    152
200001    953   1116   1084    480    367    152
200002    941   1101   1075    478    367    151
200003    928   1079   1062    475    367    150
200004    921   1062   1054    471    366    149
200005    907   1058   1040    470    365    148
200006    898   1045   1020    465    362    146
200007    974   1184    956    570    332    137
200008    967   1177    949    565    331    135
200009    955   1161    943    561    326    135
200010    943   1149    928    555    323    135
200011    938   1135    916    555    318    133
200012    928   1124    906    555    315    130
200101    913   1113    895    554    312    129
200102    902   1107    884    552    308    127
200103    897   1095    878    549    306    126
200104    885   1086    869    545    306    125
200105    873   1079    855    545    305    125
200106    865   1074    843    539    302    125
200107    740   1107    997    467    341    126
200108    733   1094    985    462    339    125
200109    730   1091    973    462    338    124
200110    725   1080    967    462    336    122
200111    720   1073    953    460    334    121
200112    712   1060    947    458    332    120
200201    707   1054    941    456    330    118
200202    701   1051    930    454    330    118
200203    696   1041    921    454    329    117
200204    693   1036    912    454    329    117
200205    689   1033    903    453    329    116
200206    687   1029    890    453    328    116
200207    696    954    771    352    324    137
200208    694    949    768    351    324    136
200209    691    946    765    351    324    135
200210    690    939    760    350    324    135
200211    690    934    755    349    324    134
200212    689    933    749    348    324    134
200301    679    929    742    347    323    134
200302    678    927    741    346    323    134
200303    671    918    737    345    321    134
200304    667    917    733    344    321    133
200305    666    912    727    344    321    133
200306    664    909    724    343    321    133
200307    809    921    728    349    325    137
200308    804    915    722    346    324    137
200309    802    914    716    345    323    137
200310    799    910    709    345    323    137
200311    795    905    703    343    322    137
200312    792    898    698    343    322    137
200401    786    891    692    343    321    137
200402    783    885    686    341    321    137
200403    780    884    681    341    319    137
200404    772    877    675    339    319    137
200405    766    870    668    339    318    137
200406    760    860    666    338    318    137
200407   1022    844    580    328    323    177
200408   1016    841    575    327    322    177
200409   1012    837    570    327    320    177
200410   1001    836    567    326    319    176
200411    996    831    562    326    318    176
200412    992    831    555    325    316    176
200501    986    819    549    324    316    176
200502    981    815    544    324    316    176
200503    978    809    540    324    314    174
200504    972    806    536    323    313    173
200505    961    802    531    323    313    172
200506    956    800    528    323    312    170
200507   1217    825    530    332    320    199
200508   1209    822    526    330    317    195
200509   1205    818    523    330    316    195
200510   1196    812    523    329    314    195
200511   1190    809    521    329    313    194
200512   1184    806    512    328    311    193
200601   1170    804    510    326    309    192
200602   1158    800    508    324    307    192
200603   1152    796    504    322    304    192
200604   1142    794    501    320    302    190
200605   1136    789    496    318    302    189
200606   1131    788    493    316    299    188
200607   1191    836    549    314    322    176
200608   1185    832    545    314    321    174
200609   1184    827    539    314    321    174
200610   1177    822    535    314    319    173
200611   1174    815    529    313    314    172
200612   1161    809    525    312    313    170
200701   1148    800    520    311    313    168
200702   1139    794    516    309    313    168
200703   1131    790    512    307    312    167
200704   1117    785    507    306    310    167
200705   1112    777    502    306    308    166
200706   1103    768    496    305    307    166
200707   1187    799    496    288    287    211
200708   1176    791    491    287    285    210
200709   1170    783    486    285    284    209
200710   1155    779    484    280    281    207
200711   1148    770    481    276    279    205
200712   1140    765    477    275    276    204
200801   1136    758    474    274    276    204
200802   1119    753    473    274    276    204
200803   1111    750    472    272    276    204
200804   1104    745    471    271    276    203
200805   1093    741    469    270    276    203
200806   1089    737    468    270    275    202
200807    989    783    561    312    304    163
200808    984    778    557    311    304    161
200809    981    775    556    310    302    158
200810    970    772    551    310    300    158
200811    963    770    546    308    298    158
200812    955    766    541    308    298    156
200901    948    764    539    306    297    155
200902    942    764    537    306    297    154
200903    936    760    534    305    297    154
200904    929    757    531    305    296    154
200905    926    755    530    305    296    154
200906    919    754    529    305    296    154
200907    808    491    500    285    271    148
200908    805    489    499    285    271    148
200909    801    487    497    285    271    148
200910    795    486    493    284    268    148
200911    793    482    487    283    267    147
200912    789    478    486    282    267    147
201001    785    477    484    282    265    146
201002    781    477    482    282    263    145
201003    778    477    476    281    261    144
201004    772    475    475    281    261    142
201005    769    474    474    281    261    142
201006    766    473    474    280    260    141
201007    657    531    451    288    303    151
201008    654    526    448    287    303    151
201009    653    525    447    287    302    151
201010    647    524    445    287    299    151
201011    641    521    440    287    299    149
201012    639    516    436    287    299    149
201101    636    513    434    287    297    149
201102    635    510    430    287    297    148
201103    632    509    426    285    295    148
201104    626    505    420    284    295    147
201105    622    504    412    282    295    147
201106    615    501    409    280    290    147
201107    786    623    530    285    328    172
201108    782    620    530    285    327    172
201109    779    619    526    284    325    171
201110    777    615    521    284    323    171
201111    774    611    518    283    322    170
201112    772    608    516    281    320    170
201201    768    604    514    281    320    169
201202    763    603    512    281    319    168
201203    761    601    507    281    318    167
201204    756    600    502    280    317    167
201205    751    598    499    280    316    166
201206    749    591    494    280    315    166
201207    727    586    550    294    344    173
201208    722    582    547    293    344    172
201209    719    580    542    292    344    172
201210    714    573    539    291    344    172
201211    712    572    535    291    344    171
201212    704    567    533    290    343    171
201301    702    564    531    288    343    171
201302    701    561    526    288    343    171
201303    697    559    526    288    342    171
201304    691    557    522    288    342    171
201305    685    556    521    288    342    169
201306    679    555    516    287    340    169
201307    643    618    507    288    322    184
201308    642    615    503    288    322    184
201309    638    612    503    288    321    183
201310    632    610    497    288    321    182
201311    627    602    494    288    320    182
201312    626    600    491    288    319    180
201401    623    595    490    287    318    180
201402    619    591    482    286    318    180
201403    617    591    478    286    318    180
201404    615    588    475    286    318    180
201405    613    585    474    285    317    180
201406    612    581    472    285    317    180
201407    703    600    432    280    337    209
201408    701    599    431    280    335    209
201409    698    598    430    279    335    209
201410    693    597    427    279    335    208
201411    689    595    424    278    333    208
201412    684    591    422    276    333    208
201501    678    590    421    274    333    208
201502    675    588    417    274    332    207
201503    669    586    417    273    330    207
201504    667    585    416    271    329    207
201505    666    583    416    270    329    205
201506    665    581    414    270    327    204
201507    630    609    441    334    357    174
201508    627    607    438    331    357    174
201509    624    606    436    330    357    174
201510    616    605    433    329    357    173
201511    612    603    433    327    356    173
201512    606    599    430    325    355    173
201601    602    595    427    325    353    173
201602    601    591    425    322    351    173
201603    598    589    422    319    350    172
201604    595    587    422    317    348    172
201605    590    580    419    317    346    170
201606    590    576    416    317    346    169
201607    566    571    418    315    324    175
201608    565    567    417    315    322    175
201609    559    562    414    313    320    173
201610    556    560    413    312    318    173
201611    553    557    413    312    318    172
201612    551    556    412    309    317    171
201701    548    555    410    309    315    171
201702    544    552    408    307    314    171
201703    541    546    406    307    312    171
201704    535    541    403    306    311    171
201705    528    539    402    306    310    171
201706    525    536    397    305    307    171
201707    580    479    399    313    332    176
201708    578    478    394    313    332    175
201709    575    476    392    313    327    174
201710    568    473    385    313    325    174
201711    563    470    383    313    322    174
201712    558    468    377    312    322    174
201801    556    465    375    312    322    174
201802    552    464    372    312    322    173
201803    550    462    370    311    321    171
201804    544    461    368    309    320    171
201805    542    459    368    308    320    171
201806    540    457    366    307    318    170
201807    573    510    392    305    333    171
201808    569    509    392    305    332    171
201809    568    508    392    305    331    171
201810    565    504    388    303    330    171
201811    562    504    387    301    329    169
201812    561    502    384    301    329    167
201901    555    499    383    301    328    167
201902    551    498    382    300    326    166
201903    548    493    380    300    325    165
201904    544    491    378    298    325    164
201905    542    491    377    297    325    164
201906    541    490    377    296    325    164
201907    481    583    383    340    315    167
201908    479    582    382    340    314    166
201909    475    579    381    339    314    165
201910    469    577    380    338    313    165
201911    468    571    378    338    312    165
201912    464    564    375    338    311    163
202001    462    561    373    337    311    163
202002    461    560    369    337    311    163
202003    460    559    367    337    310    163
202004    459    557    366    336    308    163
202005    456    556    363    336    307    163
202006    454    553    360    335    307    162


  Average Firm Size
                        Small                                Big                 
              Low          2         High         Low          2         High    
195107        9.80       13.95       12.85      316.72      286.94      113.13
195108       10.13       14.86       13.58      334.08      309.77      123.70
195109       10.81       15.53       14.16      343.66      325.00      131.14
195110       10.80       15.68       14.24      341.55      325.69      130.55
195111       10.62       15.53       13.92      325.71      320.83      128.05
195112       10.58       15.64       13.87      324.31      319.37      126.40
195201       10.55       15.78       13.94      336.81      332.10      129.24
195202       10.62       15.98       13.99      334.19      339.40      134.57
195203       10.19       15.53       13.66      322.77      325.99      126.76
195204       10.26       15.47       13.95      327.04      348.15      134.91
195205        9.89       14.57       13.24      312.63      327.22      124.43
195206        9.93       14.88       13.45      321.03      336.23      127.35
195207       12.14       14.63       13.88      360.38      203.60      168.52
195208       12.27       14.74       14.02      364.87      205.51      168.28
195209       12.16       14.71       13.93      362.43      201.67      163.69
195210       11.90       14.59       13.63      356.61      196.83      156.50
195211       11.67       14.36       13.37      355.06      195.51      157.31
195212       12.44       14.82       14.18      378.43      202.64      163.40
195301       12.79       15.01       14.30      386.46      209.12      168.54
195302       13.24       15.38       14.90      385.88      206.09      166.98
195303       13.58       15.36       15.16      381.72      203.97      165.46
195304       12.84       15.15       14.95      375.53      201.16      161.59
195305       12.72       14.84       14.84      368.20      192.88      157.55
195306       12.80       14.92       14.90      367.98      193.07      157.13
195307       14.45       14.57       13.35      368.83      179.27      170.31
195308       14.46       14.77       13.59      377.18      184.60      176.03
195309       13.67       14.24       12.65      363.53      175.82      161.75
195310       13.37       14.03       12.55      367.82      175.30      159.98
195311       13.63       14.52       13.08      383.43      183.23      171.37
195312       14.11       14.53       13.09      393.19      186.37      173.19
195401       13.86       14.42       12.70      392.87      186.19      175.60
195402       14.63       15.15       13.57      405.49      197.89      188.59
195403       14.72       15.43       13.63      408.92      199.29      192.79
195404       14.94       15.65       13.86      424.22      204.58      203.81
195405       15.40       16.17       13.81      444.78      213.83      214.25
195406       15.85       16.57       14.58      452.44      219.29      220.41
195407       13.82       17.28       13.97      402.48      265.99      223.34
195408       14.41       18.27       15.29      413.93      282.42      239.92
195409       14.28       17.79       15.20      399.55      274.21      232.06
195410       14.90       18.58       15.81      417.85      298.40      253.05
195411       14.60       18.21       15.85      406.72      293.16      251.64
195412       15.97       19.54       17.58      443.22      312.82      277.99
195501       17.87       21.30       19.41      454.47      328.35      302.96
195502       18.21       21.68       19.69      453.21      332.78      307.46
195503       18.87       22.70       20.90      466.59      336.81      316.47
195504       18.93       22.85       20.59      462.33      335.19      318.46
195505       18.85       23.13       20.86      483.11      344.33      326.79
195506       18.91       22.92       20.94      492.56      343.94      323.48
195507       20.12       21.16       20.67      510.31      357.06      425.02
195508       20.12       21.38       20.98      505.62      383.07      428.19
195509       20.23       21.54       21.00      512.16      375.04      429.53
195510       19.85       21.31       21.06      500.21      380.59      433.35
195511       19.51       21.05       20.88      485.39      370.01      423.38
195512       20.59       21.82       21.66      517.54      391.73      450.30
195601       21.62       22.13       21.95      529.30      392.76      462.19
195602       20.77       21.91       21.41      504.55      384.13      453.18
195603       20.99       22.30       21.99      529.04      393.21      470.97
195604       21.49       23.22       22.89      565.63      416.56      508.94
195605       21.29       23.52       23.34      561.61      412.56      534.28
195606       20.10       22.26       22.39      531.05      395.32      490.51
195607       18.57       25.82       21.76      662.71      405.17      373.85
195608       18.96       26.60       22.72      691.89      424.93      402.26
195609       18.90       26.53       22.64      659.80      414.44      389.81
195610       18.55       25.68       21.79      615.12      396.16      375.59
195611       18.58       25.97       22.10      622.41      394.07      380.19
195612       19.27       25.97       22.33      612.92      390.67      393.03
195701       20.07       27.03       22.93      635.50      399.12      415.38
195702       20.18       27.55       22.84      610.40      389.04      384.21
195703       19.19       26.32       22.25      598.82      380.89      373.32
195704       19.43       26.89       22.62      616.11      385.55      379.55
195705       19.92       27.75       23.52      647.50      400.36      400.29
195706       20.15       28.27       23.62      675.01      409.08      415.71
195707       21.68       25.08       21.69      760.75      418.43      206.44
195708       21.73       24.87       21.89      771.83      420.80      206.66
195709       20.88       23.68       20.63      726.13      404.54      194.07
195710       19.74       22.53       19.64      677.55      386.06      181.31
195711       18.51       21.13       18.27      654.65      371.89      171.46
195712       19.80       21.29       18.42      668.53      378.97      173.70
195801       19.56       20.38       17.43      645.15      367.62      162.49
195802       21.09       22.49       19.43      667.04      383.33      171.62
195803       20.48       22.08       19.43      648.99      381.37      165.19
195804       21.48       22.73       20.12      666.79      392.81      174.45
195805       23.05       23.08       20.54      685.02      406.68      176.54
195806       23.88       23.86       21.27      691.86      415.84      179.73
195807       21.68       24.09       22.04      601.63      469.34      233.44
195808       22.77       25.41       23.57      626.39      486.22      248.36
195809       23.43       26.21       24.30      635.62      489.67      255.97
195810       25.47       27.56       26.07      663.24      514.97      268.61
195811       26.13       28.39       27.10      677.29      528.39      277.75
195812       27.15       30.43       27.69      699.36      538.82      282.08
195901       27.67       31.24       28.72      738.35      567.46      296.80
195902       29.01       32.33       30.69      734.76      574.16      303.96
195903       29.56       33.99       31.77      749.22      566.25      305.65
195904       30.16       34.12       32.63      755.07      565.54      308.31
195905       33.62       35.71       33.42      790.43      585.41      319.31
195906       32.48       35.86       33.60      809.89      590.79      327.00
195907       33.02       39.66       30.10      956.49      524.26      331.39
195908       33.21       41.23       31.13      994.23      538.06      344.13
195909       31.98       40.42       30.59      974.93      537.33      333.44
195910       29.62       38.82       29.03      928.50      513.96      317.34
195911       31.06       39.35       29.33      940.85      519.39      324.29
195912       32.21       39.63       29.88      966.55      520.84      321.30
196001       34.06       40.84       30.22      995.78      533.41      328.78
196002       31.37       39.17       28.51      908.71      506.26      306.47
196003       33.00       39.21       28.92      919.41      517.91      301.83
196004       31.66       38.48       27.98      910.00      510.37      295.96
196005       31.87       37.59       27.46      895.15      502.62      291.03
196006       34.20       38.52       28.02      937.24      512.40      285.26
196007       32.46       33.54       30.39      933.76      493.76      327.84
196008       30.93       32.52       29.94      896.50      490.21      326.94
196009       32.14       33.03       30.58      912.32      507.70      338.11
196010       29.41       30.97       28.61      845.97      482.72      327.43
196011       27.15       30.18       27.59      833.29      484.94      329.72
196012       29.65       31.25       28.60      871.62      502.46      342.78
196101       31.36       32.23       29.53      899.26      536.47      360.40
196102       33.08       34.54       32.79      941.23      573.32      389.33
196103       35.66       36.59       35.21      974.17      585.03      398.75
196104       38.27       38.70       36.99      991.20      608.30      407.02
196105       39.12       38.71       37.35      983.23      613.76      423.36
196106       40.66       40.37       39.78     1013.49      621.87      425.44
196107       35.42       35.39       33.64      834.49      741.26      388.74
196108       35.89       35.46       34.09      850.39      772.70      402.08
196109       35.57       35.83       34.35      884.20      779.59      400.81
196110       33.28       34.82       33.17      875.01      768.50      378.33
196111       34.30       35.64       33.29      898.92      787.58      395.42
196112       37.20       37.80       34.46      925.62      828.00      409.35
196201       37.01       37.13       34.71      912.45      838.12      416.47
196202       36.02       36.59       34.94      858.27      811.47      414.18
196203       35.91       36.90       35.47      867.34      827.39      423.63
196204       35.87       36.49       35.23      867.51      823.21      413.90
196205       32.87       33.86       32.75      796.81      783.41      391.20
196206       29.01       30.55       29.33      710.58      722.97      365.15
196207       29.03       27.55       26.66      600.28      583.53      541.10
196208       31.70       29.03       28.08      653.23      616.63      564.35
196209       32.66       29.72       29.03      666.70      626.88      569.40
196210       29.98       27.63       27.04      624.55      599.34      550.22
196211       28.42       26.54       26.59      624.46      607.22      548.18
196212       32.85       29.71       30.16      700.21      656.39      605.60
196301       31.76       29.27       29.82      706.40      666.85      622.28
196302       34.07       31.64       32.38      738.00      703.05      643.92
196303       32.95       31.02       32.12      712.29      683.78      631.49
196304       32.96       31.51       32.80      729.68      707.39      665.35
196305       33.78       32.38       34.15      764.35      735.42      706.89
196306       34.96       33.28       35.43      778.24      743.84      714.32
196307       20.88       25.66       20.55      863.70      691.18      421.57
196308       20.74       25.54       20.36      860.00      696.04      418.22
196309       21.87       26.82       21.22      903.53      724.98      445.29
196310       21.02       26.75       20.78      897.42      711.87      435.73
196311       21.12       27.17       21.20      927.80      733.80      442.83
196312       20.39       26.78       21.01      929.72      712.93      435.71
196401       20.64       26.83       21.05      946.29      730.61      448.94
196402       20.90       27.33       21.95      973.72      749.76      455.57
196403       21.13       27.90       22.47      983.15      757.33      473.04
196404       21.55       28.60       23.72      988.36      776.01      485.34
196405       21.07       28.39       23.31      981.23      791.37      488.79
196406       21.43       28.45       23.60      988.67      799.08      503.17
196407       22.44       28.57       21.19      979.55      775.72      479.73
196408       22.73       29.17       21.81      987.84      801.50      488.68
196409       22.37       29.14       21.52      968.38      790.18      486.82
196410       23.32       29.83       22.09      988.78      814.87      511.20
196411       23.07       30.60       22.47      986.80      829.37      512.31
196412       22.86       30.56       22.25      985.97      829.02      506.82
196501       22.93       30.41       21.85      996.55      829.48      500.18
196502       24.26       32.41       23.23     1042.13      847.78      518.10
196503       24.97       33.61       24.16     1049.79      839.50      518.70
196504       25.09       33.67       24.40     1033.71      827.29      515.73
196505       26.03       35.56       25.35     1070.83      854.61      530.11
196506       25.92       35.39       25.30     1073.86      839.29      523.56
196507       24.99       26.77       22.85     1158.06      600.29      402.68
196508       25.69       27.50       23.63     1173.92      606.35      417.07
196509       27.81       28.76       24.61     1201.56      621.35      423.02
196510       29.37       30.10       25.41     1241.07      637.36      442.16
196511       31.35       31.77       27.06     1267.69      654.99      465.61
196512       32.70       33.22       28.59     1251.46      652.52      469.91
196601       34.46       34.12       29.62     1257.25      661.30      479.67
