This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196408,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196409,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196410,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196411,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196412,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196501,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196502,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196503,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196504,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196505,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196506,     227,     366,     121,     114,     122,     136,     180,      63,      58,      56,      58,      64,      58,      66,      70,      80,     100
196507,     250,     345,     135,     138,     140,     151,     197,      68,      67,      70,      68,      69,      71,      82,      69,      91,     106
196508,     250,     345,     135,     138,     140,     151,     197,      68,      67,      70,      68,      69,      71,      82,      69,      91,     106
196509,     250,     345,     135,     138,     140,     151,     197,      68,      67,      70,      68,      69,      71,      82,      69,      91,     106
196510,     250,     344,     135,     138,     140,     151,     197,      68,      67,      70,      68,      69,      71,      82,      69,      91,     106
196511,     250,     344,     135,     137,     140,     151,     197,      68,      67,      70,      67,      69,      71,      82,      69,      91,     106
196512,     250,     344,     135,     137,     140,     151,     197,      68,      67,      70,      67,      69,      71,      82,      69,      91,     106
196601,     250,     344,     135,     137,     140,     151,     197,      68,      67,      70,      67,      69,      71,      82,      69,      91,     106
196602,     250,     343,     135,     137,     140,     151,     197,      68,      67,      70,      67,      69,      71,      82,      69,      91,     106
196603,     250,     343,     135,     137,     140,     151,     197,      68,      67,      70,      67,      69,      71,      82,      69,      91,     106
196604,     250,     343,     135,     137,     140,     151,     197,      68,      67,      70,      67,      69,      71,      82,      69,      91,     106
196605,     250,     343,     135,     137,     140,     151,     197,      68,      67,      70,      67,      69,      71,      82,      69,      91,     106
196606,     250,     343,     135,     137,     140,     151,     197,      68,      67,      70,      67,      69,      71,      82,      69,      91,     106
196607,     252,     371,     152,     164,     152,     168,     205,      71,      81,      77,      87,      74,      78,      79,      89,      96,     109
196608,     252,     371,     152,     164,     152,     168,     204,      71,      81,      77,      87,      74,      78,      79,      89,      96,     108
196609,     252,     371,     152,     164,     152,     168,     203,      71,      81,      77,      87,      74,      78,      79,      89,      96,     107
196610,     252,     371,     152,     164,     152,     168,     203,      71,      81,      77,      87,      74,      78,      79,      89,      96,     107
196611,     252,     371,     152,     164,     152,     168,     203,      71,      81,      77,      87,      74,      78,      79,      89,      96,     107
196612,     252,     371,     152,     164,     152,     168,     203,      71,      81,      77,      87,      74,      78,      79,      89,      96,     107
196701,     252,     371,     152,     164,     152,     168,     203,      71,      81,      77,      87,      74,      78,      79,      89,      96,     107
196702,     252,     371,     152,     164,     152,     168,     203,      71,      81,      77,      87,      74,      78,      79,      89,      96,     107
196703,     252,     371,     152,     164,     152,     168,     203,      71,      81,      77,      87,      74,      78,      79,      89,      96,     107
196704,     252,     371,     152,     164,     152,     168,     203,      71,      81,      77,      87,      74,      78,      79,      89,      96,     107
196705,     252,     371,     152,     164,     152,     168,     202,      71,      81,      77,      87,      74,      78,      79,      89,      95,     107
196706,     252,     371,     152,     164,     151,     168,     201,      71,      81,      77,      87,      73,      78,      79,      89,      94,     107
196707,     295,     370,     159,     160,     181,     194,     202,      83,      76,      75,      85,      86,      95,      83,     111,      86,     116
196708,     295,     369,     159,     160,     181,     194,     202,      83,      76,      75,      85,      86,      95,      83,     111,      86,     116
196709,     294,     369,     159,     160,     181,     194,     202,      83,      76,      75,      85,      86,      95,      83,     111,      86,     116
196710,     294,     369,     158,     160,     181,     194,     202,      82,      76,      75,      85,      86,      95,      83,     111,      86,     116
196711,     294,     369,     158,     160,     181,     194,     202,      82,      76,      75,      85,      86,      95,      83,     111,      86,     116
196712,     294,     369,     158,     160,     180,     194,     202,      82,      76,      75,      85,      86,      94,      83,     111,      86,     116
196801,     294,     368,     156,     160,     179,     194,     202,      80,      76,      75,      85,      85,      94,      83,     111,      86,     116
196802,     294,     368,     156,     160,     179,     194,     202,      80,      76,      75,      85,      85,      94,      83,     111,      86,     116
196803,     294,     367,     156,     160,     179,     194,     202,      80,      76,      75,      85,      85,      94,      83,     111,      86,     116
196804,     294,     366,     156,     160,     178,     194,     202,      80,      76,      75,      85,      84,      94,      83,     111,      86,     116
196805,     294,     366,     156,     160,     178,     193,     202,      80,      76,      75,      85,      84,      94,      82,     111,      86,     116
196806,     294,     366,     156,     160,     176,     193,     202,      80,      76,      75,      85,      83,      93,      82,     111,      86,     116
196807,     205,     386,     187,     190,     231,     231,     251,      88,      99,     101,      89,     117,     114,     114,     117,     110,     141
196808,     205,     384,     187,     190,     231,     231,     251,      88,      99,     101,      89,     117,     114,     114,     117,     110,     141
196809,     205,     384,     187,     190,     231,     230,     251,      88,      99,     101,      89,     117,     114,     113,     117,     110,     141
196810,     205,     384,     187,     190,     231,     230,     251,      88,      99,     101,      89,     117,     114,     113,     117,     110,     141
196811,     203,     384,     187,     190,     231,     230,     251,      88,      99,     101,      89,     117,     114,     113,     117,     110,     141
196812,     202,     384,     187,     189,     231,     230,     251,      88,      99,     101,      88,     117,     114,     113,     117,     110,     141
196901,     202,     384,     186,     189,     231,     229,     251,      87,      99,     101,      88,     117,     114,     112,     117,     110,     141
196902,     202,     384,     185,     189,     231,     229,     251,      87,      98,     101,      88,     117,     114,     112,     117,     110,     141
196903,     201,     384,     185,     189,     231,     229,     251,      87,      98,     101,      88,     117,     114,     112,     117,     110,     141
196904,     200,     384,     185,     189,     230,     229,     251,      87,      98,     101,      88,     116,     114,     112,     117,     110,     141
196905,     200,     383,     185,     189,     230,     229,     250,      87,      98,     101,      88,     116,     114,     112,     117,     110,     140
196906,     200,     382,     185,     189,     230,     229,     250,      87,      98,     101,      88,     116,     114,     112,     117,     110,     140
196907,     160,     313,     230,     235,     251,     278,     362,     111,     119,     119,     116,     120,     131,     133,     145,     159,     203
196908,     160,     312,     229,     235,     251,     277,     362,     111,     118,     119,     116,     120,     131,     132,     145,     159,     203
196909,     160,     312,     229,     235,     251,     277,     362,     111,     118,     119,     116,     120,     131,     132,     145,     159,     203
196910,     160,     312,     229,     235,     251,     277,     362,     111,     118,     119,     116,     120,     131,     132,     145,     159,     203
196911,     160,     312,     229,     235,     251,     277,     362,     111,     118,     119,     116,     120,     131,     132,     145,     159,     203
196912,     160,     312,     229,     235,     251,     277,     362,     111,     118,     119,     116,     120,     131,     132,     145,     159,     203
197001,     160,     312,     229,     235,     250,     277,     362,     111,     118,     119,     116,     119,     131,     132,     145,     159,     203
197002,     160,     312,     229,     235,     250,     277,     362,     111,     118,     119,     116,     119,     131,     132,     145,     159,     203
197003,     160,     312,     229,     235,     250,     276,     361,     111,     118,     119,     116,     119,     131,     132,     144,     159,     202
197004,     160,     311,     229,     233,     249,     276,     361,     111,     118,     118,     115,     119,     130,     132,     144,     159,     202
197005,     159,     310,     229,     233,     248,     275,     359,     111,     118,     118,     115,     118,     130,     132,     143,     159,     200
197006,     158,     309,     228,     233,     248,     274,     358,     110,     118,     118,     115,     118,     130,     132,     142,     159,     199
197007,     207,     283,     245,     271,     262,     298,     381,     113,     132,     135,     136,     132,     130,     137,     161,     156,     225
197008,     207,     282,     245,     270,     261,     298,     380,     113,     132,     135,     135,     132,     129,     137,     161,     155,     225
197009,     207,     282,     245,     270,     260,     297,     380,     113,     132,     135,     135,     131,     129,     137,     160,     155,     225
197010,     206,     281,     245,     269,     260,     297,     380,     113,     132,     135,     134,     131,     129,     137,     160,     155,     225
197011,     206,     281,     242,     269,     260,     297,     379,     111,     131,     135,     134,     131,     129,     137,     160,     155,     224
197012,     206,     279,     242,     266,     260,     297,     379,     111,     131,     133,     133,     131,     129,     137,     160,     155,     224
197101,     206,     277,     241,     265,     259,     297,     378,     110,     131,     132,     133,     130,     129,     137,     160,     155,     223
197102,     206,     277,     240,     265,     259,     296,     376,     109,     131,     132,     133,     130,     129,     136,     160,     154,     222
197103,     206,     275,     239,     265,     259,     295,     376,     109,     130,     132,     133,     130,     129,     135,     160,     154,     222
197104,     204,     273,     239,     264,     258,     295,     376,     109,     130,     131,     133,     130,     128,     135,     160,     154,     222
197105,     204,     271,     238,     263,     257,     294,     374,     109,     129,     131,     132,     129,     128,     135,     159,     153,     221
197106,     204,     270,     237,     261,     256,     294,     373,     108,     129,     130,     131,     129,     127,     135,     159,     152,     221
197107,     366,     412,     216,     244,     242,     246,     297,      98,     118,     114,     130,     122,     120,     128,     118,     115,     182
197108,     364,     412,     216,     244,     242,     246,     297,      98,     118,     114,     130,     122,     120,     128,     118,     115,     182
197109,     364,     412,     215,     244,     242,     246,     297,      98,     117,     114,     130,     122,     120,     128,     118,     115,     182
197110,     364,     412,     215,     244,     242,     246,     297,      98,     117,     114,     130,     122,     120,     128,     118,     115,     182
197111,     364,     410,     215,     243,     242,     246,     297,      98,     117,     114,     129,     122,     120,     128,     118,     115,     182
197112,     363,     409,     214,     243,     242,     246,     297,      98,     116,     114,     129,     122,     120,     128,     118,     115,     182
197201,     363,     408,     213,     243,     241,     246,     295,      97,     116,     114,     129,     121,     120,     128,     118,     114,     181
197202,     363,     407,     213,     243,     241,     246,     295,      97,     116,     114,     129,     121,     120,     128,     118,     114,     181
197203,     363,     406,     213,     242,     241,     245,     295,      97,     116,     114,     128,     121,     120,     127,     118,     114,     181
197204,     363,     404,     212,     241,     241,     245,     295,      96,     116,     113,     128,     121,     120,     127,     118,     114,     181
197205,     362,     404,     212,     241,     241,     245,     295,      96,     116,     113,     128,     121,     120,     127,     118,     114,     181
197206,     360,     404,     212,     241,     241,     245,     295,      96,     116,     113,     128,     121,     120,     127,     118,     114,     181
197207,     307,     487,     237,     260,     260,     277,     291,     113,     124,     131,     129,     140,     120,     145,     132,     122,     169
197208,     306,     486,     237,     259,     258,     277,     290,     113,     124,     130,     129,     138,     120,     145,     132,     121,     169
197209,     305,     485,     237,     259,     258,     277,     290,     113,     124,     130,     129,     138,     120,     145,     132,     121,     169
197210,     305,     485,     237,     259,     256,     277,     290,     113,     124,     130,     129,     137,     119,     145,     132,     121,     169
197211,     304,     484,     237,     259,     256,     276,     290,     113,     124,     130,     129,     137,     119,     145,     131,     121,     169
197212,     304,     483,     237,     259,     256,     276,     290,     113,     124,     130,     129,     137,     119,     145,     131,     121,     169
197301,     304,     481,     237,     258,     255,     276,     290,     113,     124,     130,     128,     136,     119,     145,     131,     121,     169
197302,     301,     481,     236,     258,     255,     276,     289,     112,     124,     130,     128,     136,     119,     145,     131,     120,     169
197303,     300,     481,     236,     258,     255,     274,     289,     112,     124,     130,     128,     136,     119,     144,     130,     120,     169
197304,     300,     480,     236,     256,     255,     274,     289,     112,     124,     129,     127,     136,     119,     144,     130,     120,     169
197305,     298,     476,     234,     256,     254,     274,     288,     112,     122,     129,     127,     136,     118,     144,     130,     120,     168
197306,     297,     476,     233,     256,     254,     273,     288,     111,     122,     129,     127,     136,     118,     144,     129,     120,     168
197307,     442,     742,     370,     401,     388,     401,     526,     170,     200,     214,     187,     174,     214,     202,     199,     208,     318
197308,     441,     739,     370,     400,     387,     399,     525,     170,     200,     214,     186,     173,     214,     201,     198,     208,     317
197309,     440,     736,     370,     399,     387,     397,     525,     170,     200,     214,     185,     173,     214,     200,     197,     208,     317
197310,     440,     735,     370,     399,     386,     396,     525,     170,     200,     214,     185,     173,     213,     200,     196,     208,     317
197311,     436,     731,     370,     398,     386,     395,     524,     170,     200,     214,     184,     173,     213,     200,     195,     208,     316
197312,     435,     730,     370,     397,     385,     394,     523,     170,     200,     213,     184,     173,     212,     199,     195,     208,     315
197401,     434,     726,     370,     395,     383,     393,     521,     170,     200,     212,     183,     172,     211,     198,     195,     208,     313
197402,     434,     724,     370,     392,     382,     392,     521,     170,     200,     210,     182,     172,     210,     198,     194,     208,     313
197403,     433,     722,     370,     390,     381,     391,     520,     170,     200,     209,     181,     171,     210,     198,     193,     208,     312
197404,     432,     721,     369,     388,     381,     391,     518,     170,     199,     207,     181,     171,     210,     198,     193,     207,     311
197405,     429,     717,     368,     388,     379,     390,     517,     170,     198,     207,     181,     170,     209,     197,     193,     206,     311
197406,     427,     714,     368,     386,     378,     387,     515,     170,     198,     205,     181,     169,     209,     196,     191,     205,     310
197407,     878,     806,     338,     282,     319,     369,     386,     142,     196,     149,     133,     167,     152,     178,     191,     156,     230
197408,     875,     803,     338,     281,     316,     368,     385,     142,     196,     149,     132,     166,     150,     177,     191,     156,     229
197409,     873,     800,     337,     281,     316,     366,     382,     141,     196,     149,     132,     166,     150,     175,     191,     156,     226
197410,     870,     798,     336,     280,     316,     365,     379,     141,     195,     149,     131,     166,     150,     175,     190,     156,     223
197411,     870,     795,     336,     279,     315,     365,     377,     141,     195,     149,     130,     165,     150,     175,     190,     156,     221
197412,     866,     793,     336,     279,     314,     364,     376,     141,     195,     149,     130,     164,     150,     175,     189,     156,     220
197501,     864,     790,     336,     278,     314,     364,     375,     141,     195,     149,     129,     164,     150,     175,     189,     156,     219
197502,     862,     789,     336,     277,     314,     363,     375,     141,     195,     149,     128,     164,     150,     175,     188,     156,     219
197503,     862,     789,     336,     276,     313,     362,     375,     141,     195,     148,     128,     164,     149,     174,     188,     156,     219
197504,     860,     788,     336,     276,     313,     361,     375,     141,     195,     148,     128,     164,     149,     174,     187,     156,     219
197505,     859,     787,     335,     276,     313,     361,     375,     141,     194,     148,     128,     164,     149,     174,     187,     156,     219
197506,     853,     777,     334,     276,     311,     361,     374,     141,     193,     148,     128,     163,     148,     174,     187,     156,     218
197507,     906,    1087,     263,     276,     289,     309,     283,     118,     145,     144,     132,     152,     137,     149,     160,     133,     150
197508,     904,    1084,     262,     276,     289,     309,     283,     117,     145,     144,     132,     152,     137,     149,     160,     133,     150
197509,     904,    1081,     262,     276,     288,     309,     283,     117,     145,     144,     132,     151,     137,     149,     160,     133,     150
197510,     899,    1079,     262,     276,     288,     309,     283,     117,     145,     144,     132,     151,     137,     149,     160,     133,     150
197511,     898,    1076,     262,     275,     288,     309,     283,     117,     145,     143,     132,     151,     137,     149,     160,     133,     150
197512,     895,    1070,     262,     275,     286,     309,     282,     117,     145,     143,     132,     150,     136,     149,     160,     132,     150
197601,     893,    1063,     261,     275,     285,     309,     282,     117,     144,     143,     132,     150,     135,     149,     160,     132,     150
197602,     889,    1062,     261,     275,     284,     309,     281,     117,     144,     143,     132,     149,     135,     149,     160,     132,     149
197603,     887,    1057,     261,     274,     284,     309,     279,     117,     144,     142,     132,     149,     135,     149,     160,     132,     147
197604,     885,    1052,     261,     274,     282,     308,     279,     117,     144,     142,     132,     147,     135,     148,     160,     132,     147
197605,     883,    1050,     258,     274,     282,     307,     278,     116,     142,     142,     132,     147,     135,     148,     159,     132,     146
197606,     881,    1049,     258,     273,     282,     305,     277,     116,     142,     142,     131,     147,     135,     147,     158,     131,     146
197607,     924,    1377,     275,     310,     332,     359,     283,     119,     156,     154,     156,     149,     183,     194,     165,     131,     152
197608,     919,    1373,     274,     310,     332,     356,     283,     119,     155,     154,     156,     149,     183,     193,     163,     131,     152
197609,     913,    1369,     274,     310,     332,     356,     283,     119,     155,     154,     156,     149,     183,     193,     163,     131,     152
197610,     912,    1366,     274,     309,     332,     356,     283,     119,     155,     153,     156,     149,     183,     193,     163,     131,     152
197611,     911,    1362,     274,     309,     331,     355,     282,     119,     155,     153,     156,     148,     183,     193,     162,     131,     151
197612,     908,    1357,     273,     309,     328,     355,     281,     118,     155,     153,     156,     145,     183,     193,     162,     131,     150
197701,     906,    1350,     271,     308,     327,     352,     281,     118,     153,     152,     156,     145,     182,     192,     160,     131,     150
197702,     904,    1348,     270,     308,     325,     350,     281,     118,     152,     152,     156,     145,     180,     190,     160,     131,     150
197703,     898,    1347,     270,     307,     325,     350,     280,     118,     152,     152,     155,     145,     180,     190,     160,     131,     149
197704,     897,    1343,     270,     307,     325,     350,     280,     118,     152,     152,     155,     145,     180,     190,     160,     131,     149
197705,     892,    1338,     268,     306,     323,     349,     278,     116,     152,     152,     154,     143,     180,     190,     159,     129,     149
197706,     888,    1335,     268,     306,     323,     348,     278,     116,     152,     152,     154,     143,     180,     189,     159,     129,     149
197707,     756,    1191,     383,     361,     424,     430,     369,     184,     199,     184,     177,     201,     223,     227,     203,     170,     199
197708,     752,    1187,     382,     361,     424,     427,     368,     184,     198,     184,     177,     201,     223,     225,     202,     169,     199
197709,     748,    1179,     381,     360,     424,     427,     368,     183,     198,     183,     177,     201,     223,     225,     202,     169,     199
197710,     745,    1174,     379,     360,     421,     424,     368,     182,     197,     183,     177,     199,     222,     224,     200,     169,     199
197711,     742,    1172,     378,     360,     421,     423,     367,     181,     197,     183,     177,     199,     222,     223,     200,     168,     199
197712,     738,    1164,     376,     358,     419,     420,     367,     180,     196,     183,     175,     198,     221,     221,     199,     168,     199
197801,     733,    1157,     374,     354,     415,     415,     366,     180,     194,     182,     172,     195,     220,     217,     198,     168,     198
197802,     730,    1150,     374,     354,     415,     415,     365,     180,     194,     182,     172,     195,     220,     217,     198,     168,     197
197803,     727,    1143,     374,     354,     414,     415,     365,     180,     194,     182,     172,     195,     219,     217,     198,     168,     197
197804,     722,    1138,     373,     352,     412,     415,     364,     179,     194,     181,     171,     194,     218,     217,     198,     168,     196
197805,     717,    1131,     373,     350,     409,     412,     361,     179,     194,     180,     170,     191,     218,     216,     196,     167,     194
197806,     713,    1123,     372,     344,     408,     406,     360,     178,     194,     178,     166,     190,     218,     211,     195,     166,     194
197807,     750,     976,     417,     404,     421,     442,     426,     200,     217,     191,     213,     203,     218,     223,     219,     183,     243
197808,     747,     965,     416,     401,     419,     438,     425,     199,     217,     189,     212,     201,     218,     222,     216,     182,     243
197809,     743,     958,     416,     401,     417,     436,     424,     199,     217,     189,     212,     200,     217,     221,     215,     181,     243
197810,     738,     953,     414,     401,     416,     434,     421,     198,     216,     189,     212,     199,     217,     219,     215,     181,     240
197811,     736,     947,     414,     400,     415,     433,     417,     198,     216,     189,     211,     199,     216,     219,     214,     180,     237
197812,     733,     943,     412,     400,     413,     430,     414,     198,     214,     189,     211,     197,     216,     216,     214,     179,     235
197901,     729,     935,     411,     395,     411,     427,     410,     197,     214,     186,     209,     196,     215,     214,     213,     177,     233
197902,     725,     929,     410,     393,     409,     426,     408,     196,     214,     184,     209,     194,     215,     213,     213,     177,     231
197903,     723,     929,     409,     390,     408,     424,     406,     196,     213,     182,     208,     194,     214,     211,     213,     175,     231
197904,     719,     925,     404,     387,     407,     423,     404,     193,     211,     181,     206,     194,     213,     211,     212,     173,     231
197905,     717,     922,     402,     386,     405,     421,     404,     192,     210,     181,     205,     193,     212,     211,     210,     173,     231
197906,     711,     915,     400,     384,     403,     417,     402,     191,     209,     180,     204,     191,     212,     211,     206,     173,     229
197907,     678,     831,     439,     433,     458,     516,     452,     228,     211,     205,     228,     218,     240,     263,     253,     203,     249
197908,     671,     820,     439,     433,     455,     516,     452,     228,     211,     205,     228,     218,     237,     263,     253,     203,     249
197909,     666,     818,     438,     432,     449,     514,     452,     227,     211,     205,     227,     216,     233,     261,     253,     203,     249
197910,     663,     816,     438,     432,     449,     513,     450,     227,     211,     205,     227,     216,     233,     260,     253,     202,     248
197911,     659,     809,     438,     431,     446,     511,     448,     227,     211,     205,     226,     215,     231,     259,     252,     201,     247
197912,     657,     805,     431,     429,     445,     509,     446,     223,     208,     205,     224,     215,     230,     258,     251,     200,     246
198001,     650,     798,     428,     424,     442,     505,     443,     222,     206,     204,     220,     214,     228,     256,     249,     200,     243
198002,     648,     791,     427,     424,     441,     500,     443,     221,     206,     204,     220,     214,     227,     253,     247,     200,     243
198003,     645,     787,     427,     423,     438,     498,     442,     221,     206,     203,     220,     213,     225,     251,     247,     199,     243
198004,     642,     780,     426,     422,     436,     496,     440,     221,     205,     202,     220,     212,     224,     249,     247,     198,     242
198005,     639,     772,     424,     418,     433,     495,     439,     219,     205,     202,     216,     210,     223,     248,     247,     198,     241
198006,     636,     767,     424,     416,     431,     491,     439,     219,     205,     201,     215,     209,     222,     247,     244,     198,     241
198007,     699,     722,     439,     474,     483,     424,     518,     200,     239,     241,     233,     231,     252,     227,     197,     220,     298
198008,     695,     718,     437,     473,     481,     423,     514,     200,     237,     241,     232,     229,     252,     226,     197,     219,     295
198009,     691,     710,     436,     471,     476,     420,     509,     200,     236,     239,     232,     226,     250,     224,     196,     219,     290
198010,     689,     707,     435,     470,     474,     419,     507,     200,     235,     238,     232,     225,     249,     223,     196,     218,     289
198011,     685,     704,     434,     468,     472,     417,     506,     199,     235,     237,     231,     224,     248,     221,     196,     217,     289
198012,     684,     699,     429,     467,     470,     415,     504,     199,     230,     236,     231,     222,     248,     220,     195,     217,     287
198101,     680,     696,     426,     466,     462,     413,     502,     198,     228,     236,     230,     219,     243,     219,     194,     217,     285
198102,     678,     692,     422,     464,     457,     409,     501,     196,     226,     235,     229,     215,     242,     217,     192,     217,     284
198103,     675,     688,     419,     463,     454,     408,     500,     194,     225,     234,     229,     213,     241,     217,     191,     216,     284
198104,     671,     686,     419,     459,     452,     405,     497,     194,     225,     232,     227,     212,     240,     216,     189,     214,     283
198105,     669,     683,     419,     455,     450,     404,     497,     194,     225,     229,     226,     211,     239,     216,     188,     214,     283
198106,     668,     675,     419,     452,     446,     402,     492,     194,     225,     226,     226,     209,     237,     215,     187,     211,     281
198107,     628,     746,     439,     457,     483,     452,     563,     213,     226,     236,     221,     255,     228,     225,     227,     195,     368
198108,     626,     742,     437,     456,     481,     449,     562,     213,     224,     236,     220,     253,     228,     222,     227,     195,     367
198109,     621,     738,     435,     455,     479,     447,     560,     212,     223,     236,     219,     251,     228,     222,     225,     195,     365
198110,     613,     732,     434,     454,     478,     445,     559,     212,     222,     236,     218,     250,     228,     220,     225,     194,     365
198111,     613,     729,     430,     452,     478,     444,     557,     209,     221,     236,     216,     250,     228,     220,     224,     193,     364
198112,     606,     723,     429,     449,     478,     443,     556,     209,     220,     235,     214,     250,     228,     220,     223,     192,     364
198201,     598,     720,     426,     449,     476,     442,     556,     207,     219,     235,     214,     250,     226,     219,     223,     192,     364
198202,     592,     714,     425,     448,     475,     441,     555,     207,     218,     235,     213,     250,     225,     218,     223,     192,     363
198203,     587,     712,     422,     445,     475,     436,     552,     206,     216,     232,     213,     250,     225,     214,     222,     192,     360
198204,     583,     709,     419,     443,     472,     432,     549,     204,     215,     230,     213,     248,     224,     211,     221,     191,     358
198205,     580,     701,     418,     442,     472,     430,     549,     204,     214,     230,     212,     248,     224,     211,     219,     191,     358
198206,     575,     693,     417,     440,     472,     428,     546,     203,     214,     229,     211,     248,     224,     210,     218,     190,     356
198207,     629,     655,     436,     449,     482,     485,     769,     210,     226,     227,     222,     234,     248,     230,     255,     227,     542
198208,     627,     652,     435,     444,     479,     482,     768,     209,     226,     225,     219,     231,     248,     230,     252,     227,     541
198209,     624,     643,     433,     441,     476,     480,     761,     207,     226,     224,     217,     230,     246,     229,     251,     226,     535
198210,     623,     634,     432,     438,     475,     478,     757,     207,     225,     222,     216,     230,     245,     228,     250,     226,     531
198211,     618,     631,     430,     436,     473,     475,     749,     206,     224,     220,     216,     228,     245,     227,     248,     223,     526
198212,     611,     628,     426,     435,     471,     475,     746,     205,     221,     219,     216,     226,     245,     227,     248,     223,     523
198301,     606,     618,     422,     431,     465,     472,     743,     202,     220,     218,     213,     221,     244,     226,     246,     222,     521
198302,     603,     616,     421,     429,     463,     467,     739,     202,     219,     217,     212,     220,     243,     224,     243,     222,     517
198303,     597,     614,     420,     427,     462,     464,     737,     202,     218,     215,     212,     219,     243,     222,     242,     222,     515
198304,     593,     610,     420,     426,     462,     461,     735,     202,     218,     215,     211,     219,     243,     220,     241,     222,     513
198305,     592,     607,     417,     422,     462,     459,     729,     202,     215,     215,     207,     219,     243,     219,     240,     220,     509
198306,     590,     604,     416,     421,     457,     455,     721,     202,     214,     214,     207,     216,     241,     216,     239,     219,     502
198307,     789,     872,     426,     489,     419,     410,     638,     206,     220,     241,     248,     221,     198,     205,     205,     235,     403
198308,     783,     866,     421,     486,     417,     408,     634,     204,     217,     239,     247,     219,     198,     203,     205,     234,     400
198309,     780,     858,     418,     484,     415,     406,     631,     203,     215,     238,     246,     218,     197,     202,     204,     234,     397
198310,     778,     855,     416,     483,     411,     405,     630,     202,     214,     238,     245,     215,     196,     202,     203,     233,     397
198311,     775,     851,     415,     482,     411,     401,     630,     201,     214,     238,     244,     215,     196,     202,     199,     233,     397
198312,     770,     842,     413,     481,     408,     400,     627,     201,     212,     237,     244,     213,     195,     201,     199,     232,     395
198401,     763,     833,     412,     476,     406,     398,     620,     201,     211,     234,     242,     211,     195,     201,     197,     229,     391
198402,     759,     824,     410,     472,     402,     396,     617,     200,     210,     231,     241,     209,     193,     200,     196,     228,     389
198403,     754,     819,     409,     468,     402,     395,     616,     199,     210,     228,     240,     209,     193,     200,     195,     228,     388
198404,     750,     813,     409,     465,     398,     393,     615,     199,     210,     228,     237,     208,     190,     199,     194,     228,     387
198405,     742,     808,     408,     465,     397,     392,     611,     199,     209,     228,     237,     207,     190,     198,     194,     226,     385
198406,     735,     795,     405,     463,     394,     391,     607,     198,     207,     227,     236,     206,     188,     198,     193,     225,     382
198407,     585,     733,     558,     525,     486,     499,     950,     293,     265,     239,     286,     270,     216,     231,     268,     287,     663
198408,     582,     724,     556,     524,     484,     498,     946,     291,     265,     239,     285,     268,     216,     231,     267,     286,     660
198409,     575,     717,     550,     516,     482,     494,     935,     289,     261,     236,     280,     268,     214,     228,     266,     284,     651
198410,     571,     709,     544,     512,     476,     490,     927,     284,     260,     233,     279,     268,     208,     226,     264,     281,     646
198411,     566,     697,     537,     506,     474,     488,     918,     279,     258,     229,     277,     267,     207,     225,     263,     279,     639
198412,     560,     693,     530,     504,     471,     485,     915,     277,     253,     229,     275,     264,     207,     224,     261,     279,     636
198501,     555,     685,     529,     502,     466,     480,     902,     276,     253,     227,     275,     261,     205,     221,     259,     275,     627
198502,     552,     678,     526,     498,     460,     476,     900,     273,     253,     225,     273,     256,     204,     218,     258,     274,     626
198503,     550,     670,     521,     497,     459,     475,     897,     271,     250,     224,     273,     256,     203,     217,     258,     274,     623
198504,     547,     663,     518,     496,     456,     472,     893,     271,     247,     224,     272,     255,     201,     217,     255,     274,     619
198505,     541,     654,     513,     493,     452,     468,     888,     268,     245,     223,     270,     253,     199,     216,     252,     273,     615
198506,     536,     645,     509,     490,     448,     462,     876,     266,     243,     222,     268,     249,     199,     213,     249,     271,     605
198507,     758,     739,     520,     520,     488,     451,     997,     269,     251,     287,     233,     256,     232,     229,     222,     313,     684
