This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197502,    3.91,    3.22,    9.46,    6.07,    8.60,    7.23,    3.40,   13.29,    6.18,    5.97,    6.21,    9.81,    6.28,    9.87,    4.34,    2.46,    4.76
197503,    3.19,    5.62,    3.21,    2.74,    2.59,    3.18,    2.87,    3.61,    2.84,    2.60,    2.93,    1.64,    4.46,    3.56,    2.73,    3.03,    2.65
197504,    4.23,    3.51,    7.78,    5.05,    3.41,    5.29,    3.52,   10.77,    5.03,    3.31,    7.42,    2.39,    5.38,    5.99,    4.48,    4.31,    2.41
197505,    6.86,    5.29,    6.86,    3.49,    5.10,    5.62,    7.07,    4.81,    8.86,    2.25,    5.11,    5.64,    4.09,    3.73,    7.85,    7.51,    6.45
197506,    7.39,    5.74,    3.61,    3.98,    3.55,    4.68,    8.29,    2.18,    4.96,    3.27,    4.89,    2.03,    6.42,    3.15,    6.43,    8.69,    7.71
197507,   -5.10,   -5.02,   -6.60,   -6.12,   -7.56,   -7.99,   -4.14,   -6.02,   -7.30,   -4.98,   -7.69,   -8.46,   -7.18,   -7.56,   -8.51,   -4.76,   -2.91
197508,   -2.14,   -2.84,   -2.41,   -1.35,   -2.05,   -3.50,   -3.64,   -1.71,   -3.25,   -0.97,   -1.89,   -1.46,   -2.30,   -2.89,   -4.23,   -3.98,   -2.98
197509,   -3.39,   -3.94,   -3.89,   -5.88,   -2.29,   -4.03,   -1.19,   -2.47,   -5.63,   -5.91,   -5.83,   -3.20,   -1.89,   -3.55,   -4.61,   -0.85,   -1.85
197510,    4.97,    4.53,    6.47,    7.46,    6.32,    7.25,    4.05,    6.05,    7.00,    8.05,    6.61,    4.19,    7.22,    6.91,    7.67,    3.52,    5.08
197511,    2.10,    3.76,    2.65,    3.06,    4.15,    2.57,    3.14,    3.60,    1.46,    3.72,    2.10,    2.25,    4.94,    2.11,    3.13,    3.47,    2.53
197512,   -0.47,   -1.67,   -0.14,   -2.47,   -0.74,   -2.08,   -0.11,   -0.19,   -0.09,   -2.62,   -2.25,   -0.89,   -0.67,   -2.07,   -2.10,   -0.42,    0.50
197601,   12.74,   14.75,   13.73,   13.16,   11.43,   12.35,   10.77,   12.30,   15.56,   11.75,   15.23,   10.65,   11.74,   12.07,   12.68,    9.96,   12.33
197602,    1.33,    2.85,    0.58,    0.19,   -0.79,    1.08,   -0.41,   -0.63,    2.08,    1.30,   -1.41,   -4.03,    0.51,    1.41,    0.68,   -0.99,    0.66
197603,    3.72,    1.07,    3.32,    2.54,    2.93,    1.88,    2.81,    5.98,    0.12,    3.36,    1.35,    4.26,    2.42,    2.30,    1.37,    3.39,    1.76
197604,   -1.36,   -0.37,   -2.26,   -0.62,   -1.01,   -1.61,   -0.60,   -2.48,   -1.99,   -1.39,    0.53,   -2.20,   -0.54,   -2.19,   -0.92,   -0.56,   -0.67
197605,    0.09,   -2.07,   -0.54,   -1.92,   -0.93,   -1.79,    0.40,   -1.06,    0.13,   -3.02,   -0.30,   -0.44,   -1.12,   -1.37,   -2.31,    0.08,    0.99
197606,    6.00,    4.74,    4.10,    3.27,    5.38,    4.51,    4.25,    2.61,    5.97,    2.03,    5.02,    5.35,    5.39,    5.03,    3.88,    4.40,    3.96
197607,    0.44,    0.44,   -1.09,   -0.84,   -1.07,   -1.12,    0.93,   -1.09,   -1.08,    0.08,   -1.72,   -0.36,   -1.65,   -2.03,   -0.57,    2.25,   -0.85
197608,   -1.09,   -1.34,    0.02,   -0.63,    0.15,    0.53,    1.44,    0.13,   -0.16,   -1.22,   -0.05,    0.92,   -0.49,   -1.04,    1.44,    1.21,    1.77
197609,    3.42,    2.78,    2.72,    0.98,    2.59,    2.98,    3.52,    1.68,    4.44,    0.87,    1.08,    2.05,    3.05,    2.90,    3.02,    3.74,    3.22
197610,   -1.82,   -1.68,   -2.75,   -1.82,   -3.03,   -1.37,   -1.33,   -3.22,   -2.00,   -1.65,   -1.98,   -3.29,   -2.82,   -3.10,   -0.37,   -1.10,   -1.66
197611,    2.51,    2.24,   -0.16,   -0.79,   -0.70,    2.34,    2.33,   -0.72,    0.73,   -0.97,   -0.61,   -2.54,    0.82,    2.30,    2.37,    2.31,    2.36
197612,    8.23,    8.40,    6.80,    5.57,    4.90,    4.58,    5.61,    5.89,    8.24,    5.23,    5.91,    5.20,    4.65,    4.74,    4.50,    4.68,    6.93
197701,   -0.98,   -0.78,   -3.52,   -7.50,   -4.61,   -3.54,   -1.69,   -3.53,   -3.50,   -7.23,   -7.76,   -5.80,   -3.64,   -6.50,   -1.87,   -2.39,   -0.72
197702,   -2.51,   -1.69,   -1.86,   -1.15,   -1.81,   -1.08,   -2.18,   -1.48,   -2.46,   -1.19,   -1.10,   -2.54,   -1.23,   -2.13,   -0.52,   -1.74,   -2.78
197703,   -0.57,   -0.48,   -2.22,   -0.67,   -1.24,   -1.12,    0.22,   -2.09,   -2.43,   -0.53,   -0.80,   -1.71,   -0.88,   -1.84,   -0.75,   -0.14,    0.70
197704,    1.97,    1.57,    0.88,   -0.75,   -1.00,    0.98,    1.23,   -0.18,    2.56,   -0.86,   -0.64,   -1.28,   -0.78,    1.54,    0.69,   -0.06,    3.00
197705,   -0.92,    0.72,   -1.62,   -1.96,   -2.05,   -0.42,    0.52,   -2.36,   -0.49,   -1.87,   -2.05,   -1.87,   -2.18,   -1.77,    0.28,    1.33,   -0.54
197706,    5.80,    4.72,    5.13,    5.26,    6.05,    3.87,    4.97,    5.55,    4.48,    5.95,    4.59,    4.87,    6.96,    4.72,    3.42,    4.92,    5.03
197707,   -1.64,   -0.32,   -1.40,   -2.13,   -0.91,   -1.62,   -0.63,   -2.41,   -0.71,   -2.74,   -1.37,   -0.11,   -2.31,   -1.31,   -1.75,    0.25,   -1.78
197708,   -0.47,   -1.52,   -1.34,   -0.78,   -0.25,   -2.55,   -1.89,    0.10,   -2.31,   -2.07,    0.82,    0.57,   -1.74,   -3.23,   -2.25,   -1.69,   -2.16
197709,    1.09,    0.07,   -0.39,    0.79,   -1.63,    1.24,    0.42,   -0.16,   -0.55,    0.83,    0.75,   -1.89,   -1.15,   -0.56,    2.02,    0.63,    0.13
197710,   -3.92,   -4.34,   -4.35,   -3.96,   -3.17,   -4.09,   -3.53,   -5.58,   -3.50,   -4.33,   -3.51,   -2.98,   -3.52,   -2.64,   -4.70,   -3.96,   -2.96
197711,    4.29,    5.78,    3.46,    4.90,    4.78,    3.88,    4.97,    3.77,    3.25,    5.41,    4.30,    4.52,    5.25,    5.27,    3.28,    5.46,    4.32
197712,    0.44,    1.02,    0.80,   -0.22,    1.32,    1.21,   -0.11,    0.51,    0.99,   -0.39,   -0.01,    1.45,    1.09,    0.62,    1.46,   -0.21,    0.02
197801,   -4.81,   -3.35,   -5.76,   -6.11,   -5.56,   -6.07,   -5.80,   -5.08,   -6.21,   -6.31,   -5.87,   -5.22,   -6.18,   -7.10,   -5.62,   -5.48,   -6.22
197802,    0.25,   -0.72,   -1.87,   -1.04,   -2.41,    0.82,   -0.92,   -2.27,   -1.59,   -1.09,   -0.99,   -2.72,   -1.86,   -0.56,    1.40,   -1.12,   -0.65
197803,    4.96,    6.11,    2.99,    3.94,    0.74,    4.03,    3.29,    4.10,    2.23,    4.05,    3.81,   -1.30,    4.42,    4.31,    3.92,    3.09,    3.56
197804,    9.15,    6.89,    9.28,    9.75,   11.55,    6.60,    5.74,    9.25,    9.31,    9.50,   10.06,   12.23,   10.37,    8.51,    5.81,    5.10,    6.60
197805,    3.29,    4.18,    2.27,    2.44,    1.70,    0.92,    2.34,    2.63,    2.02,    2.78,    2.02,    0.46,    3.86,    2.03,    0.44,    2.11,    2.64
197806,   -1.71,   -0.93,   -2.31,   -0.31,   -1.07,   -1.45,   -0.38,   -1.07,   -3.18,   -0.71,    0.18,   -0.93,   -1.31,   -0.55,   -1.84,   -0.20,   -0.61
197807,    6.92,    6.16,    6.91,    4.98,    6.43,    5.17,    3.04,    7.75,    6.10,    4.83,    5.11,    6.32,    6.60,    5.53,    4.84,    2.38,    4.44
197808,    4.97,    6.15,    3.88,    4.45,    2.95,    4.39,    4.17,    3.16,    4.59,    5.26,    3.80,    2.08,    4.36,    4.03,    4.72,    4.00,    4.53
197809,   -0.57,   -1.27,   -1.43,    0.11,   -1.67,   -0.62,   -0.34,   -1.88,   -0.99,    1.41,   -0.94,   -2.25,   -0.76,   -0.67,   -0.57,    0.31,   -1.70
197810,   -9.70,  -16.10,  -10.87,  -12.74,  -11.18,  -12.85,   -9.16,  -10.65,  -11.09,  -12.82,  -12.67,  -10.33,  -12.50,  -12.11,  -13.51,   -7.73,  -12.16
197811,    3.26,    3.58,    2.93,    3.96,    3.93,    2.98,    3.72,    4.38,    1.51,    4.15,    3.81,    3.61,    4.46,    2.83,    3.12,    3.48,    4.26
197812,    2.93,    1.11,    2.44,    1.22,    1.30,    1.76,    0.01,    2.02,    2.87,    1.77,    0.76,    1.10,    1.62,    2.44,    1.13,   -0.37,    0.85
197901,    4.95,    6.73,    3.97,    6.02,    4.17,    5.48,    4.84,    3.90,    4.04,    5.82,    6.19,    2.57,    6.70,    4.60,    6.29,    4.45,    5.70
197902,   -2.89,   -3.05,   -3.30,   -3.17,   -4.14,   -3.03,   -1.70,   -3.20,   -3.39,   -2.70,   -3.57,   -4.36,   -3.81,   -2.99,   -3.06,   -1.60,   -1.92
197903,    6.98,    7.18,    5.93,    7.40,    7.12,    7.24,    4.10,    6.85,    5.02,    7.74,    7.13,    5.95,    8.88,    7.42,    7.08,    2.94,    6.61
197904,    0.77,    1.49,    0.81,    1.39,    0.94,    1.48,   -0.92,    1.27,    0.36,    0.80,    1.87,    0.59,    1.45,    1.12,    1.81,   -1.51,    0.33
197905,   -1.55,   -2.10,   -2.41,   -2.08,   -1.70,   -1.44,    0.05,   -2.91,   -1.91,   -2.33,   -1.89,   -2.05,   -1.19,   -0.90,   -1.92,   -0.28,    0.73
197906,    3.10,    5.29,    4.64,    6.15,    5.05,    5.28,    4.39,    4.44,    4.84,    6.57,    5.81,    4.39,    5.98,    5.60,    4.99,    3.54,    6.10
197907,    0.66,    2.76,    1.91,    1.87,    1.87,    1.69,    1.71,    1.01,    3.18,    0.86,    2.77,    0.99,    3.02,    1.91,    1.57,    1.28,    2.43
197908,    5.06,    5.35,    7.39,    7.11,    6.53,    6.42,    5.71,    8.08,    6.45,    7.14,    7.09,    6.60,    6.45,    8.63,    5.17,    5.76,    5.63
197909,    1.00,   -0.50,    0.32,    0.17,   -0.47,   -0.86,   -1.20,    0.83,   -0.38,   -0.53,    0.78,   -0.65,   -0.24,   -1.15,   -0.68,   -1.54,   -0.62
197910,   -6.28,  -11.18,   -7.00,   -7.14,   -7.73,   -6.85,   -7.19,   -6.13,   -8.22,   -7.85,   -6.53,   -8.47,   -6.79,   -8.47,   -5.91,   -7.23,   -7.13
197911,    4.20,    5.80,    6.07,    7.70,    5.97,    6.97,    7.67,    5.01,    7.60,    5.15,    9.87,    5.26,    6.87,    7.86,    6.46,    7.20,    8.45
197912,    1.16,    5.18,    2.54,    4.28,    3.76,    2.22,    2.33,    2.16,    3.07,    3.99,    4.53,    3.91,    3.58,    4.25,    1.03,    1.10,    4.37
198001,    9.49,    6.84,    5.95,    5.30,    4.43,    4.47,    5.38,    5.85,    6.10,    2.96,    7.25,    3.12,    6.05,    6.98,    2.96,    4.67,    6.52
198002,    0.57,   -4.28,    3.39,   -3.35,   -2.78,   -1.24,   -2.58,    6.09,   -0.33,   -3.61,   -3.14,   -3.50,   -1.90,   -2.84,   -0.25,   -3.14,   -1.71
198003,  -12.28,  -15.09,  -11.31,  -12.27,  -10.06,   -9.78,  -10.56,  -12.13,  -10.11,  -12.37,  -12.19,   -8.33,  -12.11,  -11.79,   -8.55,   -8.72,  -13.38
198004,    2.50,    5.37,    5.26,    3.93,    4.40,    5.81,    9.52,    5.94,    4.28,    4.58,    3.41,    3.65,    5.32,    4.14,    6.79,    9.87,    8.95
198005,    5.35,    7.30,    6.47,    8.11,    6.51,    4.98,    4.80,    5.96,    7.22,    9.60,    6.93,    7.48,    5.33,    6.50,    4.11,    4.50,    5.28
198006,    4.21,    5.00,    2.32,    2.72,    3.31,    3.24,    3.98,    1.72,    3.17,    3.01,    2.49,    2.98,    3.72,    3.32,    3.19,    2.76,    5.96
198007,    7.86,    6.75,    7.16,    9.34,    8.93,    5.79,    4.34,    7.61,    6.72,   10.29,    8.20,    7.70,   10.05,    4.68,    7.01,    3.80,    5.15
198008,    2.28,    3.03,    1.57,    3.07,    3.89,    1.83,    2.17,    1.81,    1.33,    2.44,    3.85,    3.58,    4.18,    2.10,    1.54,    1.94,    2.52
198009,    1.34,    4.95,    1.29,    3.72,    3.50,    6.87,    2.20,    0.45,    2.14,    3.94,    3.46,    3.74,    3.29,    7.86,    5.80,    0.68,    4.49
198010,    3.62,    1.67,    2.31,    1.38,    1.11,    3.43,   -0.09,    2.47,    2.15,    0.88,    1.97,    0.77,    1.41,    3.85,    2.97,   -1.20,    1.52
198011,   11.67,    8.02,   10.97,    8.82,    8.39,   15.67,    7.94,    7.32,   14.61,    8.50,    9.20,   10.18,    6.81,   20.15,   10.70,    6.02,   10.67
198012,   -4.25,   -5.28,   -3.09,    0.70,   -1.43,   -4.83,   -2.65,   -1.75,   -4.36,   -1.58,    3.38,   -0.14,   -2.62,   -6.53,   -2.78,   -1.14,   -4.70
198101,   -2.79,   -2.80,   -4.16,   -4.27,   -3.04,   -8.38,   -1.79,   -3.08,   -5.21,   -2.36,   -6.40,   -4.82,   -1.39,  -10.04,   -6.45,    0.16,   -4.57
198102,    1.29,    1.00,    2.71,    2.85,    2.98,    1.07,    0.89,    4.11,    1.31,    3.66,    1.90,    2.53,    3.37,    1.31,    0.79,    0.83,    0.97
198103,    3.61,    8.27,    1.59,    5.95,    6.79,    4.96,    5.30,    1.36,    1.83,    6.00,    5.89,    5.92,    7.56,    4.68,    5.28,    4.74,    6.13
198104,   -0.02,   -0.12,   -2.56,   -0.35,    0.26,   -2.67,    0.39,   -3.13,   -1.99,    0.19,   -0.99,    0.73,   -0.15,   -5.23,    0.23,    1.64,   -1.45
198105,    0.43,    2.18,   -0.37,    0.88,    2.37,    0.75,    3.32,    0.42,   -1.17,   -0.30,    2.26,    2.03,    2.67,    0.73,    0.78,    3.50,    3.04
198106,   -0.25,   -0.76,    0.32,   -1.66,   -1.69,   -1.33,   -1.39,   -0.46,    1.11,    0.57,   -4.20,   -1.90,   -1.51,   -0.22,   -2.51,   -0.98,   -2.01
198107,    1.06,   -0.34,    1.00,   -1.92,   -2.29,   -0.07,   -0.14,    0.23,    2.40,   -1.35,   -2.85,   -2.61,   -1.96,    0.30,   -0.36,   -0.52,    0.27
198108,   -5.64,   -5.48,   -5.55,   -5.78,   -7.65,   -5.03,   -6.18,   -4.95,   -6.63,   -5.82,   -5.73,   -8.12,   -7.18,   -6.84,   -3.57,   -5.05,   -7.38
198109,   -4.62,   -8.54,   -6.08,   -5.87,   -5.53,   -4.49,   -6.87,   -5.02,   -8.01,   -6.65,   -4.57,   -5.88,   -5.18,   -7.18,   -2.32,   -6.00,   -7.81
198110,    4.47,    6.99,    5.40,    6.30,    7.78,    5.22,    8.51,    4.91,    6.41,    6.49,    5.98,    8.13,    7.44,    4.33,    5.89,    7.96,    9.13
198111,    6.56,    4.61,    4.46,    4.82,    1.48,    3.77,    4.22,    5.04,    3.28,    4.67,    5.06,    2.06,    0.92,    4.94,    2.89,    3.00,    5.55
198112,   -3.82,   -2.74,   -1.96,   -2.96,   -1.66,   -2.54,   -3.73,   -1.56,   -2.79,   -2.80,   -3.21,   -2.03,   -1.30,   -3.72,   -1.62,   -2.65,   -4.84
198201,   -1.74,   -2.94,   -1.51,   -3.19,   -2.86,   -2.11,   -2.79,   -1.42,   -1.69,   -3.95,   -1.92,   -3.80,   -1.94,   -3.74,   -0.88,   -1.73,   -3.91
198202,   -4.14,   -5.17,   -5.58,   -4.22,   -3.57,   -5.85,   -4.15,   -6.24,   -4.18,   -5.26,   -2.53,   -4.51,   -2.65,   -4.95,   -6.51,   -4.27,   -4.01
198203,   -0.47,    0.63,   -0.36,   -0.98,   -1.97,    0.54,   -2.02,   -0.35,   -0.38,   -1.02,   -0.94,   -1.65,   -2.28,    0.77,    0.37,   -1.56,   -2.52
198204,    4.37,    5.45,    4.18,    4.69,    5.61,    3.73,    4.71,    4.29,    3.96,    3.74,    6.20,    4.46,    6.70,    4.13,    3.42,    4.44,    5.01
198205,   -1.88,   -0.79,   -1.83,   -4.50,   -4.88,   -2.33,   -3.20,   -1.66,   -2.17,   -4.47,   -4.55,   -4.57,   -5.18,   -2.13,   -2.49,   -3.30,   -3.07
198206,   -0.58,   -1.47,   -1.87,   -1.92,   -1.14,   -2.39,   -3.23,   -1.89,   -1.82,   -2.22,   -1.45,   -1.07,   -1.21,   -1.73,   -2.90,   -3.40,   -3.04
198207,   -2.78,   -2.80,   -3.29,   -1.94,   -0.54,   -1.18,   -2.79,   -4.05,   -2.42,   -3.87,    0.34,    0.22,   -2.19,   -2.51,   -0.34,   -1.72,   -3.96
198208,   10.31,    9.86,   11.22,   11.86,   12.42,   12.38,   13.55,   12.32,    9.98,   12.85,   10.74,   11.03,   15.49,   13.49,   11.69,   12.40,   14.84
198209,    3.31,    3.65,    2.34,    1.42,    2.72,    0.51,    0.21,    2.32,    2.36,    1.04,    1.85,    3.43,    1.19,    0.18,    0.71,    0.67,   -0.29
198210,   10.69,    9.13,   12.69,   10.29,   11.50,   12.28,   14.09,   11.42,   14.15,   10.03,   10.60,    9.89,   15.00,   14.86,   10.65,   13.40,   14.86
198211,    4.76,    4.52,    3.97,    4.21,    5.33,    5.57,    7.59,    4.67,    3.19,    2.47,    6.23,    4.76,    6.53,    7.51,    4.30,    6.53,    8.75
198212,    1.73,    2.81,    1.77,    0.47,    3.36,    1.00,   -1.21,    2.47,    0.97,    1.34,   -0.50,    5.06,   -0.12,    1.69,    0.53,   -1.35,   -1.06
198301,    3.59,    3.99,    2.33,    1.79,    4.07,    6.50,    5.98,    3.16,    1.37,    2.35,    1.16,    3.77,    4.69,    4.01,    8.21,    3.26,    8.87
198302,    4.99,    4.37,    3.22,    4.15,    2.13,    1.79,    3.28,    2.58,    3.98,    4.15,    4.15,    0.97,    4.58,    4.44,    0.06,    3.37,    3.18
198303,    4.65,    3.68,    6.14,    3.56,    3.90,    1.04,    2.24,    7.57,    4.49,    3.67,    3.43,    4.30,    3.08,    0.81,    1.20,    2.32,    2.17
198304,    6.83,    8.02,    7.05,    6.61,    8.52,    7.88,    6.81,    7.00,    7.11,    7.20,    5.94,   10.12,    5.21,    9.58,    6.72,    6.89,    6.74
198305,    0.45,    4.22,    0.06,   -1.03,    0.79,    1.10,    2.52,   -0.92,    1.24,   -0.33,   -1.85,   -0.43,    3.41,    1.51,    0.81,    2.02,    3.03
198306,    4.99,    5.79,    3.63,    3.35,    5.65,    2.98,    1.68,    4.83,    2.24,    3.25,    3.48,    6.44,    4.02,    6.64,    0.38,    1.46,    1.90
198307,   -1.50,   -4.17,   -3.73,   -3.34,   -3.56,   -2.62,   -4.02,   -4.36,   -2.90,   -2.86,   -3.74,   -4.81,   -2.84,   -2.81,   -2.28,   -2.84,   -5.74
198308,    2.17,   -0.12,    0.81,   -0.05,   -0.56,    0.33,    0.51,    0.04,    1.80,    0.33,   -0.36,   -2.11,    0.30,    0.31,    0.36,    2.86,   -3.03
198309,    1.03,    0.38,    0.61,    1.85,    2.52,    1.56,    3.01,    1.69,   -0.77,    2.56,    1.25,    1.73,    2.96,    1.00,    2.53,    3.54,    2.17
198310,   -0.52,   -4.64,   -2.24,   -2.73,   -2.69,   -2.37,   -2.69,   -1.62,   -3.05,   -3.19,   -2.35,   -0.53,   -3.85,   -1.98,   -3.03,   -1.21,   -5.07
198311,    2.36,    3.52,    3.90,    4.23,    1.75,    2.91,    1.70,    3.68,    4.19,    4.36,    4.12,    3.70,    0.67,    2.51,    3.60,    2.43,    0.47
198312,    0.17,   -1.65,    0.59,   -0.98,    0.01,   -1.33,   -3.13,    1.34,   -0.38,   -0.82,   -1.11,   -2.66,    1.56,   -1.07,   -1.78,   -2.71,   -3.86
198401,    2.19,    5.91,   -2.05,   -2.49,   -3.35,   -3.13,   -0.21,   -1.50,   -2.78,   -2.83,   -2.21,   -4.22,   -2.86,   -3.69,   -2.14,    1.51,   -3.16
198402,   -0.98,   -1.70,   -4.58,   -4.57,   -4.67,   -5.06,   -4.85,   -5.14,   -3.84,   -5.51,   -3.80,   -5.95,   -3.96,   -4.80,   -5.50,   -4.26,   -5.92
198403,    1.72,    0.28,    2.71,    1.80,    2.21,    1.63,   -1.61,    2.51,    2.98,    2.65,    1.11,    1.51,    2.58,    1.50,    1.85,   -1.79,   -1.29
198404,    2.00,    0.76,    0.67,    0.30,    0.64,   -0.27,   -0.10,    1.10,    0.10,    0.32,    0.28,    0.97,    0.47,   -0.17,   -0.44,    0.83,   -1.78
198405,   -4.97,   -2.64,   -5.62,   -5.59,   -5.55,   -5.91,   -3.80,   -5.49,   -5.78,   -4.55,   -6.45,   -8.06,   -4.21,   -6.52,   -4.87,   -3.42,   -4.51
198406,    3.20,    1.99,    2.18,    3.28,    1.72,    2.89,    4.75,    1.16,    3.54,    4.16,    2.54,    3.53,    0.79,    2.79,    3.05,    7.10,    0.33
198407,   -2.24,   -4.40,   -3.08,   -0.86,   -1.37,   -1.36,   -2.97,   -3.12,   -3.03,   -2.86,    0.70,   -0.24,   -3.35,   -0.64,   -2.04,   -2.04,   -3.85
198408,   10.31,    8.54,   11.15,   11.10,   13.07,   10.89,   12.43,   10.21,   12.31,   11.33,   10.93,   12.87,   13.43,   10.00,   11.74,   12.26,   12.59
198409,    0.54,    0.74,    0.31,   -0.50,   -0.58,    0.30,   -1.02,    0.18,    0.47,   -0.10,   -0.79,   -0.30,   -1.09,   -0.26,    0.83,   -0.16,   -1.88
198410,    0.58,   -1.88,   -0.24,    0.10,    0.37,    0.63,    0.26,   -0.85,    0.49,    0.59,   -0.26,    0.16,    0.74,    1.25,    0.04,    1.17,   -0.66
198411,   -0.42,    0.15,   -1.00,   -0.92,   -2.03,   -0.33,   -2.45,   -1.02,   -0.97,   -0.90,   -0.93,   -2.29,   -1.55,   -0.12,   -0.53,   -1.43,   -3.52
198412,    2.79,    0.70,    1.48,    2.58,    2.70,    2.96,    3.05,    1.46,    1.50,    1.02,    3.72,    1.92,    4.12,    1.94,    3.93,    2.44,    3.70
198501,    8.15,    6.88,    7.35,    8.61,    9.26,    8.34,   10.82,    7.96,    6.62,    9.49,    7.98,    9.25,    9.28,    7.45,    9.16,   10.19,   11.48
198502,    2.56,    4.20,    3.42,    1.70,   -0.05,    1.00,    1.60,    3.54,    3.28,    2.52,    1.10,    0.22,   -0.51,    1.14,    0.88,    1.84,    1.35
198503,    1.01,   -0.45,    0.27,   -0.09,   -1.90,    0.94,   -1.68,    0.22,    0.32,    0.90,   -0.82,   -3.07,    0.18,    1.78,    0.17,   -1.03,   -2.36
198504,   -0.15,    0.23,    0.04,   -1.34,    0.18,   -0.62,   -0.55,   -0.13,    0.25,   -1.81,   -0.99,    0.99,   -1.22,    0.14,   -1.34,   -1.00,   -0.07
198505,    6.28,    2.44,    4.79,    7.39,    4.41,    6.50,    6.97,    5.05,    4.47,    7.17,    7.56,    3.84,    5.42,    6.79,    6.21,    7.87,    6.02
198506,    1.86,    1.70,    0.73,    1.83,    0.21,    2.95,    2.93,    0.00,    1.64,    2.85,    1.07,   -0.93,    2.21,    3.24,    2.68,    3.57,    2.24
198507,   -0.23,    1.25,    0.91,    2.16,   -1.18,   -1.79,   -1.94,    1.41,    0.53,    2.87,    0.95,   -0.57,   -1.69,    1.07,   -3.84,   -3.39,    0.66
198508,    0.94,    1.33,   -1.55,   -1.63,   -1.54,    0.13,   -1.26,   -1.76,   -1.39,   -1.48,   -1.88,   -2.17,   -1.02,   -0.78,    0.81,   -0.50,   -2.57
198509,   -2.21,   -3.37,   -4.30,   -3.19,   -4.42,   -5.09,   -6.31,   -4.81,   -3.88,   -2.23,   -4.86,   -4.88,   -4.04,   -3.76,   -6.08,   -5.47,   -7.76
198510,    4.75,    5.06,    3.66,    4.59,    5.43,    4.86,    4.14,    3.24,    3.99,    4.74,    4.34,    5.41,    5.46,    3.03,    6.25,    4.94,    2.70
198511,    6.24,    5.59,    7.56,    8.69,    7.09,    6.07,    7.34,    9.50,    6.03,    7.99,    9.89,    6.15,    7.86,    6.80,    5.54,    7.89,    6.34
198512,    3.40,    2.41,    4.45,    5.77,    4.97,    5.36,    4.82,    6.03,    3.14,    7.80,    2.40,    4.17,    5.60,    4.80,    5.78,    4.89,    4.70
198601,    0.11,    1.54,    0.62,   -0.53,    3.05,    3.10,    1.30,   -0.46,    1.52,   -0.69,   -0.25,    1.83,    4.00,    3.71,    2.65,    0.64,    2.48
198602,    7.97,    6.82,    7.86,    6.75,    8.93,    8.22,    7.30,    7.97,    7.78,    5.06,    9.70,    7.42,   10.10,    8.44,    8.06,    7.04,    7.78
198603,    7.14,    5.03,    4.69,    3.99,    6.43,    4.12,    4.73,    3.81,    5.44,    3.79,    4.30,    6.88,    6.09,    3.27,    4.76,    4.89,    4.46
198604,   -0.62,   -0.54,   -1.69,    0.87,   -2.60,   -1.62,   -0.37,   -1.38,   -1.95,    1.27,    0.21,   -1.47,   -3.47,    0.67,   -3.31,   -0.75,    0.30
198605,    6.55,    4.30,    3.91,    4.21,    5.88,    4.92,    4.11,    4.24,    3.63,    3.66,    5.13,    6.47,    5.42,    4.68,    5.11,    3.26,    5.61
198606,    2.67,    2.44,    1.21,   -0.86,    1.03,    1.78,    1.24,    1.87,    0.64,   -2.17,    1.25,    1.08,    0.99,    0.30,    2.91,    1.96,   -0.01
198607,   -5.00,   -4.81,   -7.49,   -7.71,   -5.71,   -3.61,   -5.85,   -7.22,   -7.64,   -8.08,   -7.14,   -7.63,   -4.28,   -5.15,   -1.90,   -3.99,   -7.98
198608,    6.54,    7.10,    6.12,    6.34,    7.68,    6.97,    6.59,    6.56,    5.87,    6.05,    6.77,    7.08,    8.12,    7.34,    6.57,    7.93,    4.99
198609,   -8.32,   -6.38,   -8.00,   -6.63,   -9.10,   -9.58,   -8.56,   -6.94,   -8.59,   -6.07,   -7.47,   -7.88,   -9.97,   -9.56,   -9.61,  -10.65,   -6.01
