This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI
196803,   -0.6081,   -0.9395,    1.6939,   -2.3108,    0.1220,   -3.3143,   -1.5199,   -2.2463,   -2.9915,    0.3561,    2.8176,   -3.2306,   -0.6750,   -0.8707,    0.8044,   -3.5054,   -1.0236,    1.2804,    0.4512,   -1.0862,    1.7892,   -0.5729,   -2.4522,   -2.4746,    1.4377,    0.1422,    0.6247,    0.5044,   -0.5819,   -1.2253,    0.5017,    1.4378,    3.4907,    1.8702,    1.0461
196804,   15.5910,   17.4477,   19.1987,   17.1991,   15.5374,   20.8651,   18.5993,   13.7371,   13.0508,   11.3378,   18.5402,   13.6567,   16.8817,   15.3156,   14.1134,    4.8810,    9.5156,   14.8189,   12.5155,   17.5856,   14.6941,    9.7765,    5.6149,   12.2091,    8.1865,   13.0520,   11.8531,   11.4051,    8.8903,    5.5003,    6.9515,    8.9366,   11.8955,    7.7465,    8.9064
196805,   10.3875,   12.0264,   11.5752,   11.4885,   11.6283,    9.0668,   12.3348,    7.2236,    9.9690,    7.1129,   11.4051,    7.8918,    8.1492,    9.0453,    4.8012,    4.4553,    7.0717,    2.9383,    8.1478,   10.6978,    6.4200,    2.7043,    1.5920,    1.3030,    4.5948,    6.2853,    3.1669,    4.9896,   -0.2452,    1.4076,   -0.9708,    3.5079,    4.3488,    1.3792,    1.3681
196806,    0.8296,    0.3683,    2.6343,    1.1217,   -0.7872,   -0.7273,    1.1825,    1.2036,    0.4973,    2.9339,   -0.7549,   -0.0414,   -1.5059,    1.3112,    2.0190,    4.1014,    0.5280,    1.8269,    0.3493,   -1.0942,   -2.1671,    3.0772,    5.6297,    3.0235,    2.3378,   -0.6520,    0.4875,   -0.9283,    1.1441,    4.4768,    0.9153,   -0.5709,   -0.7805,    1.3243,    1.8308
196807,   -1.3595,   -1.5572,   -2.8216,   -4.0704,   -4.4464,   -2.3702,   -6.9960,   -3.4256,    0.4578,   -2.5554,   -5.0520,   -6.4707,   -3.7841,   -8.8765,   -6.2921,   -1.9355,   -0.6975,   -3.5418,   -7.0174,   -2.8377,   -6.4402,   -0.6955,   -0.0671,   -2.6800,   -3.6661,   -4.3280,   -6.5006,   -5.9784,    1.4640,    0.1375,   -1.4979,   -2.3379,   -3.4604,   -1.8871,   -5.3751
196808,    4.2767,    5.4112,    2.2464,    2.7562,    6.2268,    2.5529,    3.8831,    3.5734,    5.4123,    2.4066,    4.9732,    3.0184,    1.5604,    1.9094,    2.5983,    2.3309,    3.3951,    4.4842,    3.8291,    4.2381,    3.9904,    3.9003,   -1.7979,    4.4544,    3.4301,    4.3894,    1.0915,   -0.7466,    1.7419,    1.2733,    1.5495,    0.7781,    0.9356,    1.0676,    1.7924
196809,    5.6289,    8.8531,    6.2596,    7.1176,    9.0584,    7.8498,    6.2858,    5.7147,    7.7042,    3.7372,   10.0954,    6.0853,    6.8036,    6.9815,    5.5776,    3.9189,    4.7138,    5.4658,    5.8937,    7.1043,    9.8679,    6.7496,    1.3544,    3.8266,    7.0561,    5.3748,    9.7234,    8.3748,    3.1760,    2.6479,    5.2025,    3.0510,    2.5134,    3.5263,    2.4360
196810,    2.3641,    0.1422,   -0.2003,    0.9653,   -1.3833,   -0.1953,   -1.5894,   -0.8281,    0.1224,    1.8480,    3.6055,    0.0079,   -0.1282,    0.9835,    0.5670,    2.5085,    3.6327,    3.3678,    3.0923,   -0.7130,   -2.6744,    2.5284,    0.9719,    2.7087,   -0.1778,    1.2109,   -2.2321,   -1.6606,    1.9723,    3.8982,    2.3684,   -1.1682,   -0.0032,   -1.1319,    2.0969
196811,    7.7003,    6.2683,    4.7907,    7.2490,    6.9898,    8.0407,    6.7942,    6.6328,    6.9821,    7.9536,    7.5292,    7.3741,   10.4152,   11.2608,    8.0693,    7.8723,    7.7884,    7.4074,    8.7458,   10.7327,    7.6620,    5.8781,    8.3107,    6.8811,    7.2311,    7.4032,    7.1303,    8.6825,    5.6107,    4.7339,    2.4378,    6.0610,    5.0553,    8.4345,    6.1736
196812,   -0.1384,    3.1993,    3.7423,    1.1043,    2.2904,    2.5369,   -0.0535,   -1.2102,   -0.9030,   -0.7426,   -3.1888,   -3.7169,    0.0631,   -0.6087,    2.0666,   -1.8690,   -0.4995,   -2.2804,   -3.7799,   -2.4028,   -3.8960,   -1.8549,   -4.5905,   -4.5126,   -3.3617,   -3.9933,   -2.6006,   -2.4379,   -5.1527,   -2.9377,   -4.0648,   -5.5666,   -3.0852,   -1.7817,   -3.9481
196901,   -0.9189,   -0.5847,    2.0386,   -2.3918,   -1.6884,   -1.0399,   -1.8118,   -2.0835,    0.6236,   -1.0321,   -0.4124,   -1.2143,   -0.4995,   -1.7787,   -2.5340,   -1.4935,    0.6044,   -0.3183,   -3.8526,   -2.3263,   -3.2662,    0.5735,    2.7872,   -0.3483,   -1.4495,    1.0831,   -2.3239,   -2.9592,   -1.0080,    1.0769,    1.2185,   -1.8376,   -0.6692,   -2.6024,   -1.8622
196902,  -10.2198,   -9.7743,  -10.3341,   -9.6793,   -9.4379,  -11.8689,  -10.2579,   -8.7651,   -6.5014,   -6.8477,   -8.4123,   -8.2759,   -7.2461,  -12.0270,   -5.4821,   -5.6996,   -7.6571,   -5.6577,   -8.1728,   -7.9079,  -11.4420,   -7.1335,   -5.2108,   -6.1050,   -5.8130,   -6.0125,  -10.1916,   -8.9887,   -3.2500,   -3.6377,   -3.1920,   -3.4251,   -4.2177,   -5.8652,   -6.9672
196903,    4.4928,    3.9470,    3.9926,    0.3503,    1.8031,    3.3354,    0.4197,    4.0761,    4.5092,    0.9937,    6.1492,    0.3807,    1.4534,    3.5037,   -0.4244,   -0.1185,    3.8332,    1.4049,    3.9188,    5.0104,    1.2550,    3.9201,   -1.1239,    0.9049,    3.3189,    2.6445,    2.0770,    2.7560,    4.5506,    2.2152,    4.9234,    3.4341,    3.6558,    1.4504,    2.3557
196904,    1.0998,    0.7282,   -0.3524,    0.2268,   -0.2667,    1.2045,   -1.1900,    0.6632,    2.6157,    0.3574,    1.7952,    3.9243,   -0.4161,    1.5442,   -1.8172,    2.5222,    2.6731,    1.8293,    0.5334,    2.7924,   -0.4066,    2.6980,    0.1178,    3.5551,    2.1933,    1.3324,   -1.0435,    0.9547,    3.2110,    0.6541,    1.2892,    4.0342,    1.1012,    3.3289,    0.8405
196905,    4.2932,    2.0382,    1.5052,    0.4777,    0.9743,   -2.7279,   -0.1415,   -1.2760,    0.2882,   -0.2395,   -1.7045,    1.8594,   -2.3609,   -3.6787,   -0.1023,    0.3588,   -0.2043,    3.5149,    0.4328,   -1.9539,   -1.6927,   -0.1512,   -0.8747,    0.7913,    2.0759,   -0.0639,   -0.9115,   -1.3233,    1.1186,    0.4190,   -0.3273,    0.2509,   -0.5252,    2.0752,    0.5606
196906,  -14.0683,  -12.0966,  -13.5547,  -13.3266,  -13.4915,  -13.4568,  -15.7493,   -9.4910,  -11.5481,   -8.2206,  -13.1108,  -12.1646,  -11.7325,  -10.7529,   -8.7073,   -8.1840,   -9.6831,  -11.6807,   -9.7985,   -9.4100,  -12.8501,   -8.7695,   -5.5801,   -8.1701,   -9.3794,   -6.7952,   -9.2039,   -8.2895,   -5.4767,   -5.5547,   -6.1073,   -2.2867,   -5.2244,   -7.7909,   -6.6530
196907,  -11.8474,  -10.7880,  -10.4008,  -11.3983,  -11.4457,  -11.6939,  -11.7563,   -6.9191,   -8.0552,   -6.1918,   -9.6430,   -7.8773,  -10.2282,  -11.5309,   -8.3025,   -6.7562,   -7.2451,   -8.4161,   -8.2176,   -7.0212,  -11.7749,   -5.7102,   -3.2694,   -6.3179,   -4.4982,   -9.2935,   -8.8289,   -9.9729,   -6.8900,   -5.7597,   -5.4016,   -4.9249,   -5.2251,   -8.1336,   -6.6052
196908,    4.8910,    3.5426,    2.8439,    3.2243,    6.0105,    6.4886,    4.0106,    4.6456,    4.5265,    2.8495,    7.3796,    3.7599,    5.7577,    7.6903,    7.2185,    1.5050,    3.7473,    6.0426,    9.1370,    9.6869,   11.9162,    4.4090,    2.0900,    5.6715,    5.8251,    6.1218,    5.8905,    9.0365,    4.3941,    1.9921,    3.7272,    6.4658,    3.8573,    5.9546,   10.0039
196909,   -2.5292,   -1.7691,   -3.0471,   -5.5856,   -1.3886,   -5.0200,   -3.7042,   -0.0655,    0.0613,    2.2957,    1.7364,    0.0492,   -1.4228,   -1.1414,   -1.6441,   -0.7595,   -1.6998,   -0.4767,    0.9718,   -0.8827,   -1.8450,    0.3889,   -2.5874,   -3.0311,    0.3631,   -0.2219,   -2.1282,   -3.5586,   -4.5471,   -1.6820,   -2.4311,   -0.9114,   -2.7782,   -5.5282,   -4.7945
196910,    6.9772,    8.9979,   10.0736,    9.1994,   11.4674,   10.5281,   13.5282,    7.3359,    6.9593,    9.9403,    8.1735,    8.1351,    8.2069,   12.0675,    8.1200,    7.3919,    6.8479,    7.5680,    7.0098,    6.4887,    9.9085,    6.3732,    7.2951,    8.1830,    8.0883,    6.7349,    9.3539,    6.6886,    3.6494,    5.1314,    3.5553,    5.6154,    5.3320,    5.4884,    4.4561
196911,   -4.0892,   -4.7591,   -6.4904,   -8.7397,   -3.3774,   -8.3674,   -9.5390,   -5.3988,   -4.6940,   -2.6392,   -4.5661,   -4.5335,   -5.0728,   -4.3700,   -4.0596,   -4.9646,   -5.4414,   -3.4526,   -5.9447,   -4.8080,   -4.7119,   -3.5697,   -4.4721,   -3.6094,   -2.4512,   -2.3965,   -3.0926,   -6.4851,   -3.8170,   -5.1051,   -4.1012,   -1.2664,   -1.0531,   -4.0053,   -1.1997
196912,   -6.5847,   -6.1753,   -8.6433,   -8.4127,   -5.1577,   -9.2397,   -8.0922,   -6.9507,   -6.7059,   -3.5224,   -3.9700,   -3.2133,   -6.5329,   -6.0408,   -1.4976,   -3.3312,   -4.4595,   -3.7367,   -3.1980,   -2.7777,   -1.9499,   -1.7776,   -0.8241,   -3.2003,   -0.3707,   -2.2608,   -1.5308,   -2.9271,   -0.9774,   -1.4198,   -0.6532,    1.4218,   -4.0214,   -3.5208,   -3.1034
197001,   -3.2419,   -2.2188,   -1.7634,   -1.8236,   -4.1986,   -4.0613,   -5.7207,   -4.5367,   -4.9082,   -2.3846,   -7.1765,   -2.4269,   -2.8340,   -8.6657,   -5.8247,   -2.5985,   -5.9571,   -6.1747,   -5.7132,   -9.8534,   -8.9130,   -5.6961,   -7.9757,   -5.3882,   -4.3686,   -9.4594,  -10.2841,  -12.2050,   -6.4998,   -5.5247,   -8.6902,   -8.0357,   -4.8130,   -8.0318,  -15.6486
197002,    3.8055,    3.3624,    1.7034,    3.5449,    4.5994,    0.8277,    3.0149,    3.5251,    5.6147,    6.2975,    3.8138,    2.6945,    3.6956,    3.3535,    2.8044,    4.4391,    5.3052,    5.0151,    4.6204,    4.9601,    4.2841,    4.3128,    9.5030,    5.9736,    7.1440,    6.6650,    7.3704,    2.3133,    2.9949,    8.8055,    6.3744,    4.8994,    6.2635,    9.2115,    5.7809
197003,   -0.8433,   -4.6257,    0.4730,   -2.8230,   -2.8683,   -4.8915,   -6.7299,   -0.8085,    0.4193,    2.0808,   -2.3994,   -2.0701,   -3.5606,   -5.7584,    0.0364,    1.0996,    1.2339,    0.0879,   -1.8371,   -2.8509,   -5.7869,    2.8653,    1.9005,   -0.4544,   -0.7537,   -1.7402,   -0.0661,   -2.8482,    2.3326,    1.1378,    1.2985,   -2.1673,    0.5270,   -0.9954,   -5.0616
197004,  -14.6223,  -14.9786,  -17.2208,  -16.9636,  -18.6868,  -20.0097,  -20.3191,  -13.1635,  -14.4839,  -13.7570,  -14.4562,  -16.3382,  -18.1834,  -21.9983,  -13.2385,   -9.1114,   -9.4130,  -14.3144,  -14.4662,  -16.3869,  -21.5295,   -9.5152,   -9.3564,  -10.5269,  -10.4225,  -15.4033,  -12.4579,  -17.8205,   -8.0106,   -7.9729,   -6.7224,   -9.9060,   -8.6550,  -11.8658,  -15.0534
197005,   -9.9213,   -9.3488,   -8.4675,  -10.5299,   -8.5695,   -9.1026,  -11.7849,   -7.6674,   -8.1404,   -9.6613,   -9.4508,  -10.4437,  -11.0827,  -13.3404,   -7.3922,   -6.7476,   -8.3617,   -9.7360,  -10.1885,  -10.3885,  -14.7476,   -7.2369,   -6.1465,   -8.3319,   -7.6892,   -8.5964,   -8.8308,  -13.8083,   -0.0991,   -4.2904,   -5.1652,   -5.9694,   -5.4966,   -6.3086,  -10.0663
197006,   -5.6309,   -7.4526,   -8.6157,   -8.6763,   -8.5785,   -9.5947,  -10.2516,   -7.2408,   -3.8126,   -6.1362,   -3.0825,   -8.2396,   -9.7652,  -12.5773,   -7.4338,   -3.3864,   -6.6587,   -5.2257,   -5.3167,   -7.7864,   -8.8748,   -3.1826,   -4.4491,   -2.8054,   -2.8829,   -2.0828,   -5.5096,   -8.5484,   -1.9970,   -3.9719,   -3.8864,   -5.3370,   -7.6803,   -4.0631,  -10.2491
197007,    3.3347,    6.6662,    4.7991,    5.2202,    4.9009,    4.5720,    4.6380,    7.4238,    6.4825,    8.9875,    4.7529,    6.7549,    8.5187,    7.7011,    9.4077,    6.2771,    7.2093,    5.2724,    6.3901,    6.3622,    9.3509,    7.9395,    9.3684,   10.2672,    6.1408,    9.3924,    9.4652,    7.3584,   10.4941,    6.6999,    6.7609,    4.7810,    7.2967,    6.6576,    7.4563
197008,    5.4989,    5.3785,    6.6827,    5.8397,    6.9875,    7.2229,    6.9129,    6.0519,    5.2201,    6.6967,    6.1637,    8.2636,    7.8539,   11.0661,    5.0878,    4.9768,    6.0844,    7.0379,    8.4185,    6.4005,    5.2408,    5.7358,    3.5113,    6.2559,    6.8287,    5.3504,    6.0044,    6.2060,    5.6705,    2.7655,    3.4472,    4.9054,    3.9397,    6.3757,    3.7869
197009,   13.4040,   10.9211,   13.2171,   16.9814,   15.9440,   15.3813,   18.1541,    6.4921,    7.8047,   12.3507,   13.2406,   17.3149,   15.6553,   15.3398,    9.0415,    6.6681,    6.8580,    8.1285,    8.9010,   12.6033,   13.6077,    4.7345,    4.6743,    4.4424,    6.8856,    7.3833,    8.4641,    7.8637,    1.5747,    2.9857,    0.4693,    6.4605,    3.5018,    4.8108,    4.8926
197010,   -6.8133,   -4.9206,   -7.9655,   -8.8706,   -8.9855,   -7.7210,   -9.4754,   -3.7233,   -3.1618,   -4.7174,   -6.7170,   -6.7885,   -5.6297,   -5.3258,   -4.3259,   -1.6602,   -4.4981,   -2.3606,   -6.4812,   -6.0431,   -7.7990,   -3.2000,   -2.4738,   -1.9549,   -2.6194,   -5.6491,   -3.1081,   -5.4300,    0.1397,   -3.0388,   -0.2338,   -0.4919,   -1.9662,   -2.7380,    0.8002
197011,   -0.0857,   -2.4646,   -2.4061,   -0.0167,   -0.9203,   -2.5874,   -1.9495,    2.3755,    4.1045,    1.7684,    2.0695,    3.5296,    2.8821,    1.2774,    2.6674,    5.0834,    3.3263,    2.8062,    4.2909,    3.1277,    4.0437,    4.2127,    9.8266,    3.2190,    3.4896,    5.6266,    6.4543,    4.7481,    5.7983,    7.1346,    5.5905,    5.8685,    5.3718,    5.1563,    4.3095
197012,   10.7847,   10.6103,   10.8383,   10.3366,    8.1625,    8.4618,    8.5889,    9.3235,    6.9192,    9.0249,   12.8350,    5.5859,    7.8255,    9.6639,    9.4796,    8.7864,    9.5744,    9.2113,    6.7567,    9.6104,    6.6226,    8.3990,    6.5259,    9.5105,    8.4617,    8.9916,    7.2152,   10.0401,    5.2359,    3.8347,    6.6421,    4.6139,    6.5826,    5.3537,    2.7914
197101,   16.6706,   14.7525,   14.3233,   15.2967,   17.0998,   15.2694,   13.5157,    7.4164,   11.1098,   15.2592,    8.8893,   12.5744,   10.7602,   11.3661,    9.0970,    6.9902,    7.0233,    9.7529,   10.6090,    7.4102,    9.9450,    7.3440,    9.5061,    6.7050,    7.0260,    9.0483,    7.0772,    6.9928,    1.8523,    2.8562,    3.3606,    2.9094,    5.9527,    5.2433,    8.7409
197102,    4.2791,    4.5576,    4.6574,    4.5019,    6.1619,    5.7890,    7.6199,    2.5604,    1.4287,    3.3549,    5.8444,    2.9711,    2.5360,    2.4453,    1.9092,    1.3209,    1.7001,    3.5225,    3.8113,    3.6882,    2.0328,    4.2379,    0.2034,    2.6964,    1.1965,    4.5376,    2.2291,    1.1359,    2.6484,    2.8847,   -0.8733,    2.8309,    2.0408,    0.3733,   -0.9854
197103,    6.4657,    4.3490,    6.6053,    9.5893,    5.0952,    6.9154,    5.3052,    4.5104,    3.7085,    7.1629,    1.9495,    6.9356,    6.9169,    6.4464,    8.3195,    3.8623,    5.9429,    7.0636,    5.9870,    6.4158,    8.4455,    3.3491,    5.3065,    2.8981,    5.1093,    5.5941,    6.1045,    5.8632,    3.1375,    4.0891,    3.0982,    5.3096,    3.9177,    4.9074,    4.5783
197104,   -0.6975,    1.4316,    0.4596,    3.9702,    2.6117,    1.6722,    3.1764,    3.4141,    4.3615,    5.3519,    2.2375,    2.2793,    2.7951,    2.4358,    5.0047,    4.3745,    1.3848,    7.0613,    8.2919,    6.2980,    1.7686,    5.0567,    4.1632,    5.4426,    2.8186,    4.2767,    2.2580,    3.5060,    4.4929,   -1.9502,    3.2207,    2.0017,    5.8152,    3.6500,    4.3867
197105,   -6.3547,   -4.5958,   -4.8177,   -6.1635,   -5.0304,   -6.8863,   -7.3917,   -3.1822,   -5.2287,   -3.1116,   -4.3654,   -4.3494,   -5.2658,   -4.2190,   -4.0338,   -2.4151,   -5.4131,   -5.1459,   -3.6920,   -4.1840,   -4.1873,   -2.0041,   -3.0536,   -2.7154,   -4.1193,   -4.1330,   -4.2479,   -3.2624,   -3.8005,   -3.3632,   -3.5152,   -5.2606,   -1.6520,   -2.1802,   -3.8733
197106,   -2.2797,   -2.7163,    0.1162,   -0.5784,   -2.5385,   -3.1821,   -2.8871,   -1.3031,   -1.2478,   -2.4795,   -1.8886,   -3.0478,    2.9159,    2.0054,    1.2168,   -0.1073,   -1.8376,   -1.5199,   -1.2755,   -2.3995,   -1.7839,    1.7847,    1.8158,    0.1059,    0.1602,    0.9091,    2.0804,   -1.4797,   -0.0375,   -1.1767,    0.7725,   -0.4860,    0.7287,    1.4429,    3.1951
197107,   -7.2562,   -5.5577,   -5.9795,   -5.5478,   -7.8146,   -8.7207,   -7.8337,   -4.3315,   -4.6474,   -3.4237,   -3.3088,   -7.4321,   -8.8529,   -5.8394,   -3.7225,   -2.3335,   -4.4925,   -8.3789,   -4.9076,   -5.1200,   -7.2842,   -4.2647,   -5.7599,   -4.0734,   -4.0386,   -5.2643,   -3.6302,   -4.0372,   -2.6318,   -4.3329,   -3.7315,   -5.7340,   -2.1931,   -2.7976,   -4.4064
197108,    3.9429,    6.7868,    2.9800,    1.9911,    1.9698,    7.0144,    2.4162,    5.7489,    5.8474,    5.7923,    5.3563,    5.8647,    4.6379,    4.3164,    4.7445,    3.3080,    7.7784,    6.8882,    7.4395,    6.6317,    4.5291,    7.8626,    5.0447,    4.1225,    4.7373,    5.4561,    6.5834,    4.1499,    2.6665,    4.4075,    4.3162,    6.0377,    4.6179,    1.2316,    1.6552
197109,   -0.1343,   -0.7210,    0.8140,   -0.6293,   -0.4081,    1.9028,   -0.1025,   -0.4494,   -1.3773,   -3.1199,   -0.7368,   -1.3042,   -1.0786,    1.4428,    0.0982,   -0.4672,   -2.5491,   -1.2563,    2.2705,   -0.2050,    0.5584,   -1.0948,    0.3063,   -0.1524,   -1.6492,    0.0952,   -1.0405,    0.6424,   -0.9783,   -3.3434,    0.0149,   -0.3523,   -0.3509,    0.3231,   -1.2666
197110,   -6.7377,   -5.4869,   -6.9474,   -7.0905,   -8.9407,   -5.4081,   -7.7917,   -6.3325,   -2.4974,   -5.8460,   -6.1619,   -3.1921,   -6.0283,   -5.2940,   -6.8383,   -3.7768,   -5.0308,   -5.1210,   -5.5795,   -6.8464,   -7.2026,   -6.5123,   -2.7622,   -2.1172,   -2.8503,   -3.3858,   -5.8872,   -1.6324,   -3.7484,   -3.7901,   -4.1073,   -3.3354,   -4.6790,   -3.8313,   -1.2901
197111,   -3.7407,   -5.7439,   -5.9106,   -4.5613,   -5.4214,   -2.6137,   -4.0835,   -3.1573,   -0.9344,   -0.5512,   -4.0404,   -1.3117,   -3.7666,   -2.3999,   -3.3447,   -2.1519,   -1.2862,   -0.6967,   -0.2760,   -1.7868,   -3.0949,   -1.6618,   -1.3053,   -1.1324,   -0.9885,   -0.7644,   -2.7197,   -1.0829,    1.3303,   -1.2241,    0.9307,    1.5925,    0.1768,   -0.8366,    0.1687
197112,   12.4002,   11.7679,   14.1561,   10.2634,   14.4497,   15.6600,   13.8394,   14.2044,   11.1322,   11.0675,   11.7977,   15.0561,   10.4712,   13.0367,   14.0100,    8.6061,   10.4532,    9.3955,   10.2859,   10.7340,   13.1616,    7.8951,   10.6532,   10.3834,   10.1677,   12.3400,   11.8356,    9.0096,    9.2294,    7.1102,    7.1155,    9.4694,    8.4290,    9.1182,    9.7947
197201,   14.0407,   12.4177,   14.6768,   11.3324,   10.6177,   14.6812,   12.0479,    7.9636,    5.9558,    7.2413,    6.1304,   10.9630,   13.0129,    4.6205,    5.7370,    6.2947,    5.9741,    3.0369,    7.7844,    3.9862,    4.6868,    3.9861,    7.2880,    2.3423,    2.6076,    0.8152,    1.7663,    2.8934,    0.8345,    2.1363,    0.8640,    3.0650,    1.9290,    1.2677,    3.4134
197202,    3.0610,    3.5118,    5.7930,    4.1605,    3.1210,    6.5808,    3.5999,    6.3376,    1.0618,    3.9070,    5.4029,    2.8208,    4.3647,    3.6812,    3.7211,    0.7319,    1.7023,    3.6777,    6.6002,    4.9772,    3.5802,    1.7302,    2.9610,    3.0082,    0.8764,    3.6278,    4.5846,    1.5552,    1.1239,    2.3697,    3.9409,    3.5246,    5.5242,    1.6095,    1.8644
197203,    0.5034,    0.5120,   -2.7596,   -0.5790,    0.5799,    0.0806,   -3.7470,   -0.0805,    1.9287,   -1.6205,    1.7632,    1.2843,   -0.4778,   -0.0394,    1.5740,    1.3100,    0.8999,    2.7163,   -1.1442,    1.5942,    1.7970,    0.8953,    1.9189,    0.4170,    2.3963,    0.3530,    0.3223,    1.0121,   -1.7661,   -0.2748,    2.8470,    3.5790,   -0.6938,   -2.5932,   -2.9739
197204,    2.0277,    0.2872,    1.0859,   -0.6920,   -1.1754,    1.0090,   -1.8858,    2.4194,    1.2912,    0.8446,   -0.5075,    1.6938,    3.3976,   -1.2825,   -0.1459,   -1.0795,   -1.3926,    0.9051,    3.0850,    0.9598,    0.8116,    2.4545,   -1.2599,   -0.6142,    0.4632,    0.9439,   -0.5771,   -0.6953,    1.1929,   -0.8198,    0.0759,    0.6396,    1.6605,    1.1137,    1.0106
197205,   -1.6784,   -2.8185,   -3.3774,   -1.5953,   -2.0691,   -2.4251,   -4.0907,   -0.2746,   -1.6548,   -2.0355,   -2.9049,    0.1961,   -4.3362,   -2.7617,   -0.2690,    1.0280,   -3.3449,   -2.4519,    2.8623,   -0.1185,   -1.0371,    0.3100,    1.7750,    1.1831,    0.4369,   -0.2273,   -0.7555,    0.7796,    1.1861,    0.7481,    1.5292,    3.8182,    2.5464,    2.7757,    2.7691
197206,   -2.6517,   -4.3208,   -3.3989,   -4.3423,   -2.3483,   -3.1136,   -5.2507,    2.2772,   -1.6541,   -2.7001,   -5.6038,   -1.9782,   -2.8906,   -4.5033,   -3.1784,   -2.7205,   -3.0664,   -4.2756,    0.4247,   -3.0407,   -2.1729,   -2.4410,   -5.3313,   -2.7240,   -2.9096,   -4.8340,   -2.2827,   -4.3660,   -1.9373,   -4.6937,   -1.3515,   -0.8112,   -1.5586,   -2.4751,   -1.5405
197207,   -2.7213,   -2.6586,   -3.5943,   -4.8320,   -5.4092,   -6.0478,   -6.1181,   -3.7651,   -3.6613,   -1.4313,   -1.7592,   -5.6774,   -4.3315,   -5.9526,    0.1695,   -0.7502,   -3.4088,   -1.7086,   -4.1709,   -0.2843,   -4.2971,   -6.1887,   -0.9623,   -1.7427,   -1.6245,   -1.8615,   -3.5596,   -3.0907,   -0.8898,   -3.2127,    1.3891,    1.1423,    1.5227,   -1.2023,   -1.7606
197208,    1.3061,   -0.4958,    2.4569,    0.0685,   -0.7055,   -1.9250,   -0.8189,   -0.0572,    1.6455,    1.4107,   -0.7960,    1.9660,    1.7803,    1.7538,    2.9398,    3.8708,    3.3722,    3.3307,    2.7875,    2.6949,    1.1802,    4.7158,    4.1688,    5.3152,    2.7763,    3.3019,    1.9976,    1.4472,    7.2257,    7.3611,    3.1861,    3.8475,    3.8919,    3.0158,    3.2817
197209,   -4.2530,   -4.0142,   -5.0375,   -4.1822,   -4.0475,   -5.0380,   -4.7714,   -3.8560,   -2.3307,   -3.8781,   -2.3489,   -4.0513,   -2.1799,   -3.1185,   -2.6901,    0.3565,   -1.7844,   -0.9822,   -3.3176,   -3.7293,   -0.3056,   -3.5665,   -0.0466,   -2.0327,   -2.0299,   -5.5509,   -1.1647,   -1.5955,   -0.1183,   -1.6701,    1.8363,   -0.2449,   -0.5300,   -1.9121,   -1.9535
197210,   -3.0145,   -2.5215,   -1.7409,   -2.5514,   -3.5540,   -4.2822,   -2.2261,    1.7175,   -0.7487,   -0.7871,   -3.8990,   -1.7213,    1.5116,   -1.3660,    0.8905,    1.6880,    0.9760,    0.5908,   -2.3449,   -3.8441,    0.0643,   -2.7234,    1.3674,    0.3013,    0.0549,   -0.0869,    0.2365,   -0.0796,    2.2148,    3.8426,    1.1961,    1.9289,   -1.2939,    2.9006,    2.0107
197211,    4.2165,    3.6196,    4.2218,    5.1692,    7.1626,    5.9404,    4.1755,    6.4745,    6.6782,    6.9856,    4.5040,    4.6066,    4.5999,    4.9316,    3.4955,    4.9791,    5.2182,    5.7916,    6.9379,    7.2696,    3.3296,    9.1700,    9.3393,    7.0933,    3.7193,    8.2230,    7.6152,    9.2070,    6.4904,    6.2597,    4.7045,    3.0879,    3.3477,    5.2604,    6.7917
197212,   -2.3479,   -1.2220,   -2.6843,   -1.9032,   -3.2024,   -2.3332,   -2.6719,   -4.2669,   -1.0276,   -1.6493,   -1.8054,   -1.5520,    0.5135,   -3.5136,    0.1929,    0.3881,   -0.6992,    0.3496,   -1.1275,   -0.5176,   -0.6632,   -3.4547,   -1.2487,   -1.5519,    1.2405,   -1.4110,   -1.4945,   -0.7880,   -0.0922,   -1.2782,    3.1009,    1.8826,    3.0534,   -0.3881,    0.5126
